marker_value,spacy_count,stanza_count,total_count,candidate_rank,lexicon_term_candidate,lexicon_category,repair_type,confidence,score,levenshtein_distance_norm_noaccent,shared_prefix_len_norm_noaccent,sequence_ratio_norm_noaccent
inquiété,2,2,4,2,inquiet,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
inquiété,2,2,4,3,inquiétude,peur,shared_long_stem_edit_distance,high,0.8889,2,7,0.8889
jalouse,2,2,4,1,jalouser,jalousie,truncated_prefix_marker,high,0.9333,1,7,0.9333
jalouse,2,2,4,2,jalousie,jalousie,shared_long_stem_edit_distance,high,0.9333,1,6,0.9333
jubile,2,2,4,1,jubiler,joie,truncated_prefix_marker,high,0.9231,1,6,0.9231
jubiles,2,2,4,1,jubiler,joie,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
pleurer,2,2,4,1,pleureur,comportement,shared_long_stem_edit_distance,high,0.9333,1,6,0.9333
réjouit,2,2,4,1,réjouir,joie,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
terribles,2,2,4,1,terrible,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
terroristes,2,2,4,1,terroriser,peur,shared_long_stem_edit_distance,high,0.8571,2,8,0.8571
vénère,2,2,4,1,vénérer,amour,truncated_prefix_marker,high,0.9231,1,6,0.9231
ébahie,2,2,4,1,ébahi,surprise,inflected_or_extended_marker,high,0.9091,1,5,0.9091
ébahie,2,2,4,2,ébahir,surprise,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
admire,2,1,3,1,admirer,admiration,truncated_prefix_marker,high,0.9231,1,6,0.9231
admiré,2,1,3,1,admirer,admiration,truncated_prefix_marker,high,0.9231,1,6,0.9231
admirée,1,2,3,1,admirer,admiration,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
amusée,1,2,3,1,amuser,joie,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
attristé,1,2,3,1,attrister,tristesse,truncated_prefix_marker,high,0.9412,1,8,0.9412
culpabilisé,1,2,3,1,culpabiliser,culpabilite,truncated_prefix_marker,high,0.9565,1,11,0.9565
culpabilisé,1,2,3,2,culpabilité,culpabilite,shared_long_stem_edit_distance,high,0.9091,1,9,0.9091
degoutez,1,2,3,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
degoutez,1,2,3,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
degoutez,1,2,3,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
degoutée,1,2,3,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
degoutée,1,2,3,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
degoutée,1,2,3,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
dégouteeee,1,2,3,1,dégoûté,degout,inflected_or_extended_marker,high,0.8235,3,7,0.8235
dégoûtée,1,2,3,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
dégoûtée,1,2,3,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
dégoûtée,1,2,3,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
effrayante,1,2,3,1,effrayant,peur,inflected_or_extended_marker,high,0.9474,1,9,0.9474
enthousiasm,3,0,3,1,enthousiasme,joie,truncated_prefix_marker,high,0.9565,1,11,0.9565
enthousiasm,3,0,3,2,enthousiasmer,joie,truncated_prefix_marker,high,0.9167,2,11,0.9167
enthousiasm,3,0,3,3,enthousiasmant,joie,truncated_prefix_marker,high,0.88,3,11,0.88
enthousiasm,3,0,3,4,enthousiaste,joie,shared_long_stem_edit_distance,high,0.8696,2,10,0.8696
frustrée,1,2,3,1,frustrer,deplaisir,shared_long_stem_edit_distance,high,0.875,1,7,0.875
fâchée,1,2,3,1,fâché,colere,inflected_or_extended_marker,high,0.9091,1,5,0.9091
fâchée,1,2,3,2,fâcherie,colere,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
fâchée,1,2,3,3,fâcher,colere,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
félicitée,1,2,3,1,félicité,joie,inflected_or_extended_marker,high,0.9412,1,8,0.9412
heureur,0,3,3,1,heureux,joie,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
inquiétée,1,2,3,1,inquiéter,peur,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
inquiétée,1,2,3,2,inquiet,peur,inflected_or_extended_marker,high,0.875,2,7,0.875
inquiétée,1,2,3,3,inquiétude,peur,shared_long_stem_edit_distance,high,0.8421,2,7,0.8421
malheureuse,1,2,3,1,malheureux,tristesse,shared_long_stem_edit_distance,high,0.8571,2,9,0.8571
malheureuse,1,2,3,2,malheureusement,tristesse,truncated_prefix_marker,high,0.8462,4,11,0.8462
marrante,0,3,3,1,marrant,joie,inflected_or_extended_marker,high,0.9333,1,7,0.9333
menaçaient,1,2,3,1,menaçant,peur,shared_long_stem_edit_distance,high,0.8889,2,6,0.8889
mécontente,1,2,3,1,mécontenter,colere,truncated_prefix_marker,high,0.9524,1,10,0.9524
mécontente,1,2,3,2,mécontent,colere,inflected_or_extended_marker,high,0.9474,1,9,0.9474
mécontente,1,2,3,3,mécontentement,colere,truncated_prefix_marker,high,0.8333,4,10,0.8333
mécontentent,1,2,3,1,mécontentement,colere,shared_long_stem_edit_distance,high,0.9231,2,10,0.9231
mécontentent,1,2,3,2,mécontenter,colere,shared_long_stem_edit_distance,high,0.8696,2,10,0.8696
mécontentent,1,2,3,3,mécontent,colere,inflected_or_extended_marker,high,0.8571,3,9,0.8571
redoutables,2,1,3,1,redoutable,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
rigolote,1,2,3,1,rigolo,joie,inflected_or_extended_marker,high,0.8571,2,6,0.8571
révoltée,1,2,3,1,révolte,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
révoltée,1,2,3,2,révolté,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
révoltée,1,2,3,3,révolter,colere,shared_long_stem_edit_distance,high,0.875,1,7,0.875
stressée,1,2,3,1,stressé,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
stressée,1,2,3,2,stresser,peur,shared_long_stem_edit_distance,high,0.875,1,7,0.875
stressée,1,2,3,3,stress,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
troublée,2,1,3,1,trouble,surprise,inflected_or_extended_marker,high,0.9333,1,7,0.9333
troublée,2,1,3,2,troubler,surprise,shared_long_stem_edit_distance,high,0.875,1,7,0.875
émerveillés,1,2,3,1,émerveillé,admiration,inflected_or_extended_marker,high,0.9524,1,10,0.9524
émerveillés,1,2,3,2,émerveiller,admiration,shared_long_stem_edit_distance,high,0.9091,1,10,0.9091
énerv,3,0,3,1,énervé,colere,truncated_prefix_marker,high,0.9091,1,5,0.9091
énerv,3,0,3,2,énerver,colere,truncated_prefix_marker,high,0.8333,2,5,0.8333
énervait,1,2,3,1,énervant,colere,shared_long_stem_edit_distance,high,0.875,1,6,0.875
étonnerait,1,2,3,1,étonner,surprise,inflected_or_extended_marker,high,0.8235,3,7,0.8235
étonnée,2,1,3,1,étonné,surprise,inflected_or_extended_marker,high,0.9231,1,6,0.9231
étonnée,2,1,3,2,étonner,surprise,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
accablé,0,2,2,1,accabler,tristesse,truncated_prefix_marker,high,0.9333,1,7,0.9333
admiratif,1,1,2,1,admiration,admiration,shared_long_stem_edit_distance,high,0.8421,2,8,0.8421
affligés,1,1,2,1,affliger,tristesse,shared_long_stem_edit_distance,high,0.875,1,7,0.875
alarmantes,1,1,2,1,alarmant,peur,inflected_or_extended_marker,high,0.8889,2,8,0.8889
alarmants,1,1,2,1,alarmant,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
angoissantes,1,1,2,1,angoissant,peur,inflected_or_extended_marker,high,0.9091,2,10,0.9091
angoissés,1,1,2,1,angoisse,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
angoissés,1,1,2,2,angoissé,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
angoissés,1,1,2,3,angoisser,peur,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
cauchemars,1,1,2,1,cauchemar,peur,inflected_or_extended_marker,high,0.9474,1,9,0.9474
consterné,1,1,2,1,consterner,tristesse,truncated_prefix_marker,high,0.9474,1,9,0.9474
craintes,1,1,2,1,crainte,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
dramatiques,1,1,2,1,dramatique,tristesse,inflected_or_extended_marker,high,0.9524,1,10,0.9524
découragés,1,1,2,1,décourager,tristesse,shared_long_stem_edit_distance,high,0.9,1,9,0.9
dégoutée,1,1,2,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
dégoutée,1,1,2,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
dégoutée,1,1,2,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
dégoûtantes,1,1,2,1,dégoûtant,degout,inflected_or_extended_marker,high,0.9,2,9,0.9
dégoûtants,1,1,2,1,dégoûtant,degout,inflected_or_extended_marker,high,0.9474,1,9,0.9474
démoralisé,1,1,2,1,démoraliser,tristesse,truncated_prefix_marker,high,0.9524,1,10,0.9524
démoralisés,1,1,2,1,démoraliser,tristesse,shared_long_stem_edit_distance,high,0.9091,1,10,0.9091
ennuie,1,1,2,1,ennui,tristesse,inflected_or_extended_marker,high,0.9091,1,5,0.9091
entraîne,1,1,2,1,entrain,joie,inflected_or_extended_marker,high,0.9333,1,7,0.9333
entraîner,1,1,2,1,entrain,joie,inflected_or_extended_marker,high,0.875,2,7,0.875
exaspérés,1,1,2,1,exaspérer,colere,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
fierter,2,0,2,1,fierté,fierte,inflected_or_extended_marker,high,0.9231,1,6,0.9231
hilares,1,1,2,1,hilare,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
humiliées,1,1,2,1,humilié,embarras,inflected_or_extended_marker,high,0.875,2,7,0.875
humiliées,1,1,2,2,humilier,embarras,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
humiliés,1,1,2,1,humilié,embarras,inflected_or_extended_marker,high,0.9333,1,7,0.9333
humiliés,1,1,2,2,humilier,embarras,shared_long_stem_edit_distance,high,0.875,1,7,0.875
hurle,1,1,2,1,hurler,comportement,truncated_prefix_marker,high,0.9091,1,5,0.9091
important,1,1,2,1,importun,colere,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
inquiétanter,2,0,2,1,inquiétant,peur,inflected_or_extended_marker,high,0.9091,2,10,0.9091
isolées,1,1,2,1,isolé,tristesse,inflected_or_extended_marker,high,0.8333,2,5,0.8333
jalousies,1,1,2,1,jalousie,jalousie,inflected_or_extended_marker,high,0.9412,1,8,0.9412
jalousies,1,1,2,2,jalouser,jalousie,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
joviales,1,1,2,1,jovial,joie,inflected_or_extended_marker,high,0.8571,2,6,0.8571
joyeuse,1,1,2,1,joyeuseté,joie,truncated_prefix_marker,high,0.875,2,7,0.875
mauvaises,1,1,2,1,mauvaiseté,inhumanite,shared_long_stem_edit_distance,high,0.8421,2,8,0.8421
menacées,1,1,2,1,menace,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
menacées,1,1,2,2,menacé,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
menaçants,1,1,2,1,menaçant,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
mécontentes,1,1,2,1,mécontenter,colere,shared_long_stem_edit_distance,high,0.9091,1,10,0.9091
mécontentes,1,1,2,2,mécontent,colere,inflected_or_extended_marker,high,0.9,2,9,0.9
méfiantes,1,1,2,1,méfiant,peur,inflected_or_extended_marker,high,0.875,2,7,0.875
méfiantes,1,1,2,2,méfiance,peur,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
méfiants,1,1,2,1,méfiant,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
peines,1,1,2,1,peine,tristesse,inflected_or_extended_marker,high,0.9091,1,5,0.9091
peines,1,1,2,2,peiner,tristesse,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
provoque,1,1,2,1,provoquer,non_specifiee,truncated_prefix_marker,high,0.9412,1,8,0.9412
préoccupants,1,1,2,1,préoccupant,peur,inflected_or_extended_marker,high,0.9565,1,11,0.9565
redouté,1,1,2,1,redouter,peur,truncated_prefix_marker,high,0.9333,1,7,0.9333
remord,0,2,2,1,remords,culpabilite,truncated_prefix_marker,high,0.9231,1,6,0.9231
respectent,1,1,2,1,respecter,admiration,shared_long_stem_edit_distance,high,0.8421,2,8,0.8421
respectent,1,1,2,2,respect,admiration,inflected_or_extended_marker,high,0.8235,3,7,0.8235
rigolos,1,1,2,1,rigolo,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
satisfaites,1,1,2,1,satisfait,joie,inflected_or_extended_marker,high,0.9,2,9,0.9
satisfaites,1,1,2,2,satisfaire,joie,shared_long_stem_edit_distance,high,0.8571,2,8,0.8571
satisfaits,1,1,2,1,satisfait,joie,inflected_or_extended_marker,high,0.9474,1,9,0.9474
sensibles,1,1,2,1,sensible,non_specifiee,inflected_or_extended_marker,high,0.9412,1,8,0.9412
sidéré,1,1,2,1,sidérer,surprise,truncated_prefix_marker,high,0.9231,1,6,0.9231
sidérés,1,1,2,1,sidérer,surprise,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
soucis,1,1,2,1,souci,peur,inflected_or_extended_marker,high,0.9091,1,5,0.9091
surprenants,1,1,2,1,surprenant,surprise,inflected_or_extended_marker,high,0.9524,1,10,0.9524
surprend,1,1,2,1,surprendre,surprise,truncated_prefix_marker,high,0.8889,2,8,0.8889
sympas,1,1,2,1,sympa,amour,inflected_or_extended_marker,high,0.9091,1,5,0.9091
terre,1,1,2,1,terreur,peur,truncated_prefix_marker,high,0.8333,2,5,0.8333
terrifiants,1,1,2,1,terrifiant,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
timides,1,1,2,1,timide,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
affligé,0,1,1,1,affliger,tristesse,truncated_prefix_marker,high,0.9333,1,7,0.9333
affligé,0,1,1,2,affligeant,tristesse,truncated_prefix_marker,high,0.8235,3,7,0.8235
angoissante,1,0,1,1,angoissant,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
crain,1,0,1,1,crainte,peur,truncated_prefix_marker,high,0.8333,2,5,0.8333
craintife,0,1,1,1,craintif,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
craintife,0,1,1,2,crainte,peur,shared_long_stem_edit_distance,high,0.875,2,6,0.875
découragé,0,1,1,1,décourager,tristesse,truncated_prefix_marker,high,0.9474,1,9,0.9474
découragé,0,1,1,2,décourageant,tristesse,truncated_prefix_marker,high,0.8571,3,9,0.8571
dégouteee,1,0,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.875,2,7,0.875
dégouteee,1,0,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
délic,1,0,1,1,délice,joie,truncated_prefix_marker,high,0.9091,1,5,0.9091
désespérémer,1,0,1,1,désespérer,tristesse,shared_long_stem_edit_distance,high,0.9091,2,9,0.9091
désespérémer,1,0,1,2,désespéré,tristesse,inflected_or_extended_marker,high,0.8571,3,9,0.8571
exaspéré,0,1,1,1,exaspérer,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
furieur,0,1,1,1,furieux,colere,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
furieur,0,1,1,2,furie,colere,inflected_or_extended_marker,high,0.8333,2,5,0.8333
humiliée,0,1,1,1,humilié,embarras,inflected_or_extended_marker,high,0.9333,1,7,0.9333
humiliée,0,1,1,2,humilier,embarras,shared_long_stem_edit_distance,high,0.875,1,7,0.875
joviale,0,1,1,1,jovial,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
joviale,0,1,1,2,jovialité,joie,shared_long_stem_edit_distance,high,0.875,2,6,0.875
mécontentemer,1,0,1,1,mécontenter,colere,shared_long_stem_edit_distance,high,0.9167,2,10,0.9167
mécontentemer,1,0,1,2,mécontentement,colere,shared_long_stem_edit_distance,high,0.8889,2,12,0.8889
méfiante,0,1,1,1,méfiant,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
méfiante,0,1,1,2,méfiance,peur,shared_long_stem_edit_distance,high,0.875,1,6,0.875
rigolot,0,1,1,1,rigolo,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
épouvant,1,0,1,1,épouvante,peur,truncated_prefix_marker,high,0.9412,1,8,0.9412
épouvant,1,0,1,2,épouvanter,peur,truncated_prefix_marker,high,0.8889,2,8,0.8889
épouvant,1,0,1,3,épouvantail,peur,truncated_prefix_marker,high,0.8421,3,8,0.8421
