idx,ID,NAME,TEXT,Colère,Dégoût,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilité,Embarras,Fierté,Jalousie,Autre,Comportementale,Désignée,Montrée,Suggérée,Base,Complexe,elongation,ironie,insulte,mépris / haine,argot,abréviation,interjection,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,marker_type,marker_value,source_file
0,0,<Pierre-Soutien-Harceleur>,ça lui fera de l'argent pour une fois qu'elle en aura,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,OTH,ATK,,NEG,word,aura,racisme_annotations_gold_flat.xlsx
0,0,<Pierre-Soutien-Harceleur>,ça lui fera de l'argent pour une fois qu'elle en aura,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,OTH,ATK,,NEG,punctuation,',racisme_annotations_gold_flat.xlsx
0,0,<Pierre-Soutien-Harceleur>,ça lui fera de l'argent pour une fois qu'elle en aura,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,OTH,ATK,,NEG,punctuation,',racisme_annotations_gold_flat.xlsx
1,1,<Fatima-Victime>,bande de jaloux,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,victim,OAG,bully_support,NCG,DFN,ATK,NEG,word,bande,racisme_annotations_gold_flat.xlsx
1,1,<Fatima-Victime>,bande de jaloux,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,victim,OAG,bully_support,NCG,DFN,ATK,NEG,word,de,racisme_annotations_gold_flat.xlsx
1,1,<Fatima-Victime>,bande de jaloux,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,victim,OAG,bully_support,NCG,DFN,ATK,NEG,word,jaloux,racisme_annotations_gold_flat.xlsx
2,2,<Nicolas-Soutien-Harceleur>,tu montre ton cu tassume,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0,0,bully_support,OAG,victim,OTH,ATK,DFN,NEG,word,tu,racisme_annotations_gold_flat.xlsx
2,2,<Nicolas-Soutien-Harceleur>,tu montre ton cu tassume,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0,0,bully_support,OAG,victim,OTH,ATK,DFN,NEG,word,montre,racisme_annotations_gold_flat.xlsx
2,2,<Nicolas-Soutien-Harceleur>,tu montre ton cu tassume,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0,0,bully_support,OAG,victim,OTH,ATK,DFN,NEG,word,ton,racisme_annotations_gold_flat.xlsx
2,2,<Nicolas-Soutien-Harceleur>,tu montre ton cu tassume,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0,0,bully_support,OAG,victim,OTH,ATK,DFN,NEG,word,cu,racisme_annotations_gold_flat.xlsx
2,2,<Nicolas-Soutien-Harceleur>,tu montre ton cu tassume,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1,0,0,bully_support,OAG,victim,OTH,ATK,DFN,NEG,word,tassume,racisme_annotations_gold_flat.xlsx
3,3,<Teresa-Soutien-Victime>,bh elle va aller porter plainte,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,victim_support,NAG,,,CNS,ATK,NEU,word,bh,racisme_annotations_gold_flat.xlsx
3,3,<Teresa-Soutien-Victime>,bh elle va aller porter plainte,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,victim_support,NAG,,,CNS,ATK,NEU,word,elle,racisme_annotations_gold_flat.xlsx
3,3,<Teresa-Soutien-Victime>,bh elle va aller porter plainte,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,victim_support,NAG,,,CNS,ATK,NEU,word,va,racisme_annotations_gold_flat.xlsx
3,3,<Teresa-Soutien-Victime>,bh elle va aller porter plainte,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,victim_support,NAG,,,CNS,ATK,NEU,word,aller,racisme_annotations_gold_flat.xlsx
3,3,<Teresa-Soutien-Victime>,bh elle va aller porter plainte,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,victim_support,NAG,,,CNS,ATK,NEU,word,porter,racisme_annotations_gold_flat.xlsx
3,3,<Teresa-Soutien-Victime>,bh elle va aller porter plainte,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,victim_support,NAG,,,CNS,ATK,NEU,word,plainte,racisme_annotations_gold_flat.xlsx
4,4,<Fatima-Victime>,tkt jai pas besoin de ton argent,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,victim,NAG,,,DFN,ATK,NEU,word,tkt,racisme_annotations_gold_flat.xlsx
4,4,<Fatima-Victime>,tkt jai pas besoin de ton argent,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,victim,NAG,,,DFN,ATK,NEU,word,jai,racisme_annotations_gold_flat.xlsx
4,4,<Fatima-Victime>,tkt jai pas besoin de ton argent,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,victim,NAG,,,DFN,ATK,NEU,word,pas,racisme_annotations_gold_flat.xlsx
4,4,<Fatima-Victime>,tkt jai pas besoin de ton argent,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,victim,NAG,,,DFN,ATK,NEU,word,besoin,racisme_annotations_gold_flat.xlsx
4,4,<Fatima-Victime>,tkt jai pas besoin de ton argent,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,victim,NAG,,,DFN,ATK,NEU,word,de,racisme_annotations_gold_flat.xlsx
4,4,<Fatima-Victime>,tkt jai pas besoin de ton argent,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,victim,NAG,,,DFN,ATK,NEU,word,ton,racisme_annotations_gold_flat.xlsx
4,4,<Fatima-Victime>,tkt jai pas besoin de ton argent,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,victim,NAG,,,DFN,ATK,NEU,word,argent,racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,word,c'est,racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,word,pas,racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,word,dans,racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,word,son,racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,word,pays,racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,word,qu'elle,racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,word,en,racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,word,aura,racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,punctuation,',racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,punctuation,',racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,punctuation,:,racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,punctuation,',racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,punctuation,),racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,punctuation,:,racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,punctuation,',racisme_annotations_gold_flat.xlsx
5,5,<Pierre-Soutien-Harceleur>,c'est pas dans son pays qu'elle en aura :') :'),0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,bully_support,CAG,victim,DNG,AIN,ATK,NEG,punctuation,),racisme_annotations_gold_flat.xlsx
6,6,<Pauline-Harceleur>,c dieu qui donne mon bebew,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,bully,CAG,victim,OTH,ATK,DFN,NEG,word,c,racisme_annotations_gold_flat.xlsx
6,6,<Pauline-Harceleur>,c dieu qui donne mon bebew,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,bully,CAG,victim,OTH,ATK,DFN,NEG,word,dieu,racisme_annotations_gold_flat.xlsx
6,6,<Pauline-Harceleur>,c dieu qui donne mon bebew,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,bully,CAG,victim,OTH,ATK,DFN,NEG,word,qui,racisme_annotations_gold_flat.xlsx
6,6,<Pauline-Harceleur>,c dieu qui donne mon bebew,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,bully,CAG,victim,OTH,ATK,DFN,NEG,word,donne,racisme_annotations_gold_flat.xlsx
6,6,<Pauline-Harceleur>,c dieu qui donne mon bebew,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,bully,CAG,victim,OTH,ATK,DFN,NEG,word,mon,racisme_annotations_gold_flat.xlsx
6,6,<Pauline-Harceleur>,c dieu qui donne mon bebew,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,bully,CAG,victim,OTH,ATK,DFN,NEG,word,bebew,racisme_annotations_gold_flat.xlsx
7,7,<Pierre-Soutien-Harceleur>,elle ira pas porter plainte,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,bully_support,OAG,victim,THR,ATK,CNS,NEG,word,elle,racisme_annotations_gold_flat.xlsx
7,7,<Pierre-Soutien-Harceleur>,elle ira pas porter plainte,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,bully_support,OAG,victim,THR,ATK,CNS,NEG,word,ira,racisme_annotations_gold_flat.xlsx
7,7,<Pierre-Soutien-Harceleur>,elle ira pas porter plainte,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,bully_support,OAG,victim,THR,ATK,CNS,NEG,word,pas,racisme_annotations_gold_flat.xlsx
7,7,<Pierre-Soutien-Harceleur>,elle ira pas porter plainte,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,bully_support,OAG,victim,THR,ATK,CNS,NEG,word,porter,racisme_annotations_gold_flat.xlsx
7,7,<Pierre-Soutien-Harceleur>,elle ira pas porter plainte,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,bully_support,OAG,victim,THR,ATK,CNS,NEG,word,plainte,racisme_annotations_gold_flat.xlsx
8,8,<Fatima-Victime>,cmt tu sais ?,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,victim,NAG,,,DFN,ATK,NEU,word,cmt,racisme_annotations_gold_flat.xlsx
8,8,<Fatima-Victime>,cmt tu sais ?,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,victim,NAG,,,DFN,ATK,NEU,word,tu,racisme_annotations_gold_flat.xlsx
8,8,<Fatima-Victime>,cmt tu sais ?,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,victim,NAG,,,DFN,ATK,NEU,word,sais,racisme_annotations_gold_flat.xlsx
8,8,<Fatima-Victime>,cmt tu sais ?,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,victim,NAG,,,DFN,ATK,NEU,punctuation,?,racisme_annotations_gold_flat.xlsx
9,9,<Nicolas-Soutien-Harceleur>,ben va porter plainte,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,bully_support,CAG,victim,THR,ATK,CNS,NEU,word,ben,racisme_annotations_gold_flat.xlsx
9,9,<Nicolas-Soutien-Harceleur>,ben va porter plainte,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,bully_support,CAG,victim,THR,ATK,CNS,NEU,word,va,racisme_annotations_gold_flat.xlsx
9,9,<Nicolas-Soutien-Harceleur>,ben va porter plainte,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,bully_support,CAG,victim,THR,ATK,CNS,NEU,word,porter,racisme_annotations_gold_flat.xlsx
9,9,<Nicolas-Soutien-Harceleur>,ben va porter plainte,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,bully_support,CAG,victim,THR,ATK,CNS,NEU,word,plainte,racisme_annotations_gold_flat.xlsx
10,10,<Teresa-Soutien-Victime>,exactement,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,victim_support,NAG,,,OTH,,NEU,word,exactement,racisme_annotations_gold_flat.xlsx
11,11,<Nicolas-Soutien-Harceleur>,on verra a la sorti,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,bully_support,CAG,victim,THR,ATK,CNS,NEG,word,on,racisme_annotations_gold_flat.xlsx
11,11,<Nicolas-Soutien-Harceleur>,on verra a la sorti,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,bully_support,CAG,victim,THR,ATK,CNS,NEG,word,verra,racisme_annotations_gold_flat.xlsx
11,11,<Nicolas-Soutien-Harceleur>,on verra a la sorti,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,bully_support,CAG,victim,THR,ATK,CNS,NEG,word,a,racisme_annotations_gold_flat.xlsx
11,11,<Nicolas-Soutien-Harceleur>,on verra a la sorti,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,bully_support,CAG,victim,THR,ATK,CNS,NEG,word,la,racisme_annotations_gold_flat.xlsx
11,11,<Nicolas-Soutien-Harceleur>,on verra a la sorti,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,bully_support,CAG,victim,THR,ATK,CNS,NEG,word,sorti,racisme_annotations_gold_flat.xlsx
12,12,<Teresa-Soutien-Victime>,mdr,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,victim_support,NAG,,,DFN,ATK,NEG,word,mdr,racisme_annotations_gold_flat.xlsx
13,13,<Nicolas-Soutien-Harceleur>,kestu crois,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,bully_support,CAG,victim,THR,ATK,CNS,NEU,word,kestu,racisme_annotations_gold_flat.xlsx
13,13,<Nicolas-Soutien-Harceleur>,kestu crois,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,bully_support,CAG,victim,THR,ATK,CNS,NEU,word,crois,racisme_annotations_gold_flat.xlsx
14,14,<Teresa-Soutien-Victime>,lol,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,victim_support,NAG,,,DFN,ATK,NEG,word,lol,racisme_annotations_gold_flat.xlsx
15,15,<Pierre-Soutien-Harceleur>,tkt je l'attendrais devant chez elle,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,bully_support,CAG,victim,THR,AIN,ATK,NEG,word,tkt,racisme_annotations_gold_flat.xlsx
15,15,<Pierre-Soutien-Harceleur>,tkt je l'attendrais devant chez elle,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,bully_support,CAG,victim,THR,AIN,ATK,NEG,word,je,racisme_annotations_gold_flat.xlsx
15,15,<Pierre-Soutien-Harceleur>,tkt je l'attendrais devant chez elle,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,bully_support,CAG,victim,THR,AIN,ATK,NEG,word,l'attendrais,racisme_annotations_gold_flat.xlsx
15,15,<Pierre-Soutien-Harceleur>,tkt je l'attendrais devant chez elle,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,bully_support,CAG,victim,THR,AIN,ATK,NEG,word,devant,racisme_annotations_gold_flat.xlsx
15,15,<Pierre-Soutien-Harceleur>,tkt je l'attendrais devant chez elle,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,bully_support,CAG,victim,THR,AIN,ATK,NEG,word,chez,racisme_annotations_gold_flat.xlsx
15,15,<Pierre-Soutien-Harceleur>,tkt je l'attendrais devant chez elle,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,bully_support,CAG,victim,THR,AIN,ATK,NEG,word,elle,racisme_annotations_gold_flat.xlsx
15,15,<Pierre-Soutien-Harceleur>,tkt je l'attendrais devant chez elle,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,bully_support,CAG,victim,THR,AIN,ATK,NEG,punctuation,',racisme_annotations_gold_flat.xlsx
16,16,<Teresa-Soutien-Victime>,tu vas faire quoi,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,victim_support,NAG,,,OTH,ATK,NEU,word,tu,racisme_annotations_gold_flat.xlsx
16,16,<Teresa-Soutien-Victime>,tu vas faire quoi,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,victim_support,NAG,,,OTH,ATK,NEU,word,vas,racisme_annotations_gold_flat.xlsx
16,16,<Teresa-Soutien-Victime>,tu vas faire quoi,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,victim_support,NAG,,,OTH,ATK,NEU,word,faire,racisme_annotations_gold_flat.xlsx
16,16,<Teresa-Soutien-Victime>,tu vas faire quoi,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,victim_support,NAG,,,OTH,ATK,NEU,word,quoi,racisme_annotations_gold_flat.xlsx
17,17,<Théo-Conciliateur>,y aura rien a la sorti,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,conciliator,NAG,,,CR,,NEU,word,y,racisme_annotations_gold_flat.xlsx
17,17,<Théo-Conciliateur>,y aura rien a la sorti,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,conciliator,NAG,,,CR,,NEU,word,aura,racisme_annotations_gold_flat.xlsx
