marker_value,marker_type,Comportementale,Designee,Montree,Suggeree,total_count,P(Comportementale),P(Designee),P(Montree),P(Suggeree),entropy,normalized_entropy
se,word,4.0,1.0,5.0,5.0,15.0,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.3333333333333333,1.8256051990169437,0.9128025995084719
se,lemma,4.0,1.0,5.0,5.0,15.0,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.3333333333333333,1.8256051990169437,0.9128025995084719
vouloir,lemma,7.0,3.0,11.0,4.0,25.0,0.28,0.12,0.44,0.16,1.8254513993116461,0.9127256996558231
vs,word,1.0,3.0,5.0,3.0,12.0,0.08333333333333333,0.25,0.4166666666666667,0.25,1.8250112108241772,0.9125056054120886
faites,word,3.0,1.0,3.0,1.0,8.0,0.375,0.125,0.375,0.125,1.811278124459133,0.9056390622295665
est,word,4.0,2.0,10.0,7.0,23.0,0.17391304347826086,0.08695652173913043,0.43478260869565216,0.30434782608695654,1.7900504167841063,0.8950252083920531
aimer,lemma,1.0,2.0,5.0,3.0,11.0,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.2727272727272727,1.789929075309999,0.8949645376549995
lui,lemma,7.0,2.0,13.0,9.0,31.0,0.22580645161290322,0.06451612903225806,0.41935483870967744,0.2903225806451613,1.7836632199604803,0.8918316099802401
nous,lemma,6.0,3.0,11.0,3.0,23.0,0.2608695652173913,0.13043478260869565,0.4782608695652174,0.13043478260869565,1.7812446598107456,0.8906223299053728
nous,word,6.0,3.0,11.0,3.0,23.0,0.2608695652173913,0.13043478260869565,0.4782608695652174,0.13043478260869565,1.7812446598107456,0.8906223299053728
me,lemma,5.0,5.0,11.0,2.0,23.0,0.21739130434782608,0.21739130434782608,0.4782608695652174,0.08695652173913043,1.7725607058881476,0.8862803529440738
aller,lemma,24.0,5.0,33.0,16.0,78.0,0.3076923076923077,0.0641025641025641,0.4230769230769231,0.20512820512820512,1.77112341847028,0.88556170923514
son,lemma,12.0,9.0,39.0,20.0,80.0,0.15,0.1125,0.4875,0.25,1.770451551699742,0.885225775849871
c'est,word,5.0,4.0,17.0,8.0,34.0,0.14705882352941177,0.11764705882352941,0.5,0.23529411764705882,1.7610949360829105,0.8805474680414552
me,word,5.0,6.0,12.0,2.0,25.0,0.2,0.24,0.48,0.08,1.7582975702780197,0.8791487851390098
chose,lemma,1.0,1.0,4.0,3.0,9.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,1.752715278979705,0.8763576394898525
pas,lemma,18.0,11.0,54.0,24.0,107.0,0.16822429906542055,0.102803738317757,0.5046728971962616,0.22429906542056074,1.7516032203721101,0.8758016101860551
pas,word,18.0,11.0,54.0,24.0,107.0,0.16822429906542055,0.102803738317757,0.5046728971962616,0.22429906542056074,1.7516032203721101,0.8758016101860551
paul,word,4.0,6.0,20.0,12.0,42.0,0.09523809523809523,0.14285714285714285,0.47619047619047616,0.2857142857142857,1.750224877285235,0.8751124386426175
ne,word,1.0,1.0,2.0,4.0,8.0,0.125,0.125,0.25,0.5,1.75,0.875
ne,lemma,1.0,1.0,2.0,4.0,8.0,0.125,0.125,0.25,0.5,1.75,0.875
bien,word,6.0,4.0,12.0,2.0,24.0,0.25,0.16666666666666666,0.5,0.08333333333333333,1.7295739585136223,0.8647869792568111
bien,lemma,6.0,4.0,12.0,2.0,24.0,0.25,0.16666666666666666,0.5,0.08333333333333333,1.7295739585136223,0.8647869792568111
fatima,word,3.0,1.0,7.0,3.0,14.0,0.21428571428571427,0.07142857142857142,0.5,0.21428571428571427,1.7244078178625923,0.8622039089312962
paul,lemma,4.0,6.0,22.0,12.0,44.0,0.09090909090909091,0.13636363636363635,0.5,0.2727272727272727,1.7176856953872666,0.8588428476936333
',punctuation,25.0,18.0,94.0,47.0,184.0,0.1358695652173913,0.09782608695652174,0.5108695652173914,0.2554347826086957,1.7173006361826835,0.8586503180913417
voir,lemma,5.0,2.0,15.0,11.0,33.0,0.15151515151515152,0.06060606060606061,0.45454545454545453,0.3333333333333333,1.7029775371289122,0.8514887685644561
ca,word,4.0,1.0,8.0,3.0,16.0,0.25,0.0625,0.5,0.1875,1.7028195311147831,0.8514097655573916
ca,lemma,4.0,1.0,8.0,3.0,16.0,0.25,0.0625,0.5,0.1875,1.7028195311147831,0.8514097655573916
vous,lemma,7.0,11.0,41.0,21.0,80.0,0.0875,0.1375,0.5125,0.2625,1.7018839657985012,0.8509419828992506
vous,word,7.0,11.0,41.0,21.0,80.0,0.0875,0.1375,0.5125,0.2625,1.7018839657985012,0.8509419828992506
on,word,13.0,2.0,24.0,14.0,53.0,0.24528301886792453,0.03773584905660377,0.4528301886792453,0.2641509433962264,1.7006037515075692,0.8503018757537846
les,word,10.0,4.0,31.0,21.0,66.0,0.15151515151515152,0.06060606060606061,0.4696969696969697,0.3181818181818182,1.695333021642988,0.847666510821494
on,lemma,16.0,2.0,28.0,18.0,64.0,0.25,0.03125,0.4375,0.28125,1.6927408149441476,0.8463704074720738
veut,word,7.0,2.0,5.0,1.0,15.0,0.4666666666666667,0.13333333333333333,0.3333333333333333,0.06666666666666667,1.6894822670191825,0.8447411335095912
bande,lemma,2.0,4.0,7.0,1.0,14.0,0.14285714285714285,0.2857142857142857,0.5,0.07142857142857142,1.6893917467430877,0.8446958733715438
allez,word,3.0,1.0,5.0,1.0,10.0,0.3,0.1,0.5,0.1,1.6854752972273344,0.8427376486136672
avec,lemma,3.0,2.0,10.0,3.0,18.0,0.16666666666666666,0.1111111111111111,0.5555555555555556,0.16666666666666666,1.6849774484867255,0.8424887242433627
avec,word,3.0,2.0,10.0,3.0,18.0,0.16666666666666666,0.1111111111111111,0.5555555555555556,0.16666666666666666,1.6849774484867255,0.8424887242433627
bon,word,3.0,2.0,11.0,4.0,20.0,0.15,0.1,0.55,0.2,1.6814963295286753,0.8407481647643377
bon,lemma,3.0,2.0,11.0,4.0,20.0,0.15,0.1,0.55,0.2,1.6814963295286753,0.8407481647643377
autre,lemma,4.0,1.0,10.0,5.0,20.0,0.2,0.05,0.5,0.25,1.6804820237218405,0.8402410118609203
",",punctuation,3.0,2.0,12.0,5.0,22.0,0.13636363636363635,0.09090909090909091,0.5454545454545454,0.22727272727272727,1.6692462556711996,0.8346231278355998
fatimer,lemma,3.0,1.0,7.0,2.0,13.0,0.23076923076923078,0.07692307692307693,0.5384615384615384,0.15384615384615385,1.6691803368667308,0.8345901684333654
être,lemma,12.0,10.0,62.0,30.0,114.0,0.10526315789473684,0.08771929824561403,0.543859649122807,0.2631578947368421,1.6345942240790459,0.8172971120395229
tu,lemma,13.0,12.0,52.0,11.0,88.0,0.14772727272727273,0.13636363636363635,0.5909090909090909,0.125,1.6230466244005344,0.8115233122002672
meme,word,2.0,3.0,14.0,6.0,25.0,0.08,0.12,0.56,0.24,1.6211509331628502,0.8105754665814251
de,word,19.0,14.0,80.0,23.0,136.0,0.13970588235294118,0.10294117647058823,0.5882352941176471,0.16911764705882354,1.6182733982758184,0.8091366991379092
il,lemma,3.0,5.0,24.0,13.0,45.0,0.06666666666666667,0.1111111111111111,0.5333333333333333,0.28888888888888886,1.6138676667798473,0.8069338333899236
a,word,9.0,6.0,40.0,14.0,69.0,0.13043478260869565,0.08695652173913043,0.5797101449275363,0.2028985507246377,1.6125941274794922,0.8062970637397461
le,lemma,34.0,14.0,134.0,62.0,244.0,0.13934426229508196,0.05737704918032787,0.5491803278688525,0.2540983606557377,1.6098650905274527,0.8049325452637264
la,word,20.0,8.0,75.0,31.0,134.0,0.14925373134328357,0.05970149253731343,0.5597014925373134,0.23134328358208955,1.6095216583164929,0.8047608291582464
dire,lemma,5.0,1.0,15.0,8.0,29.0,0.1724137931034483,0.034482758620689655,0.5172413793103449,0.27586206896551724,1.6092568775908622,0.8046284387954311
reposter,lemma,3.0,0.0,3.0,3.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
repostez,word,3.0,0.0,3.0,3.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
réconforter,lemma,2.0,0.0,2.0,2.0,6.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
story,word,3.0,0.0,3.0,3.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
story,lemma,3.0,0.0,3.0,3.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
réconforter,word,2.0,0.0,2.0,2.0,6.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
negre,lemma,3.0,0.0,3.0,3.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
plainte,word,2.0,0.0,2.0,2.0,6.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
negre,word,3.0,0.0,3.0,3.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
photos,word,3.0,0.0,3.0,3.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
plainte,lemma,2.0,0.0,2.0,2.0,6.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
devant,lemma,2.0,0.0,2.0,2.0,6.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
oyé,word,3.0,0.0,3.0,3.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
oyer,lemma,3.0,0.0,3.0,3.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
devant,word,2.0,0.0,2.0,2.0,6.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.584962500721156,0.792481250360578
pour,lemma,4.0,2.0,16.0,5.0,27.0,0.14814814814814814,0.07407407407407407,0.5925925925925926,0.18518518518518517,1.5841600771843274,0.7920800385921637
pour,word,4.0,2.0,16.0,5.0,27.0,0.14814814814814814,0.07407407407407407,0.5925925925925926,0.18518518518518517,1.5841600771843274,0.7920800385921637
meme,lemma,2.0,2.0,13.0,6.0,23.0,0.08695652173913043,0.08695652173913043,0.5652173913043478,0.2608695652173913,1.5837579847456595,0.7918789923728298
qu'on,word,3.0,0.0,4.0,4.0,11.0,0.2727272727272727,0.0,0.36363636363636365,0.36363636363636365,1.5726236638951638,0.7863118319475819
photo,lemma,3.0,0.0,4.0,3.0,10.0,0.3,0.0,0.4,0.3,1.5709505944546684,0.7854752972273342
de,lemma,20.0,14.0,98.0,30.0,162.0,0.12345679012345678,0.08641975308641975,0.6049382716049383,0.18518518518518517,1.5670733769704293,0.7835366884852146
pouvoir,lemma,3.0,0.0,2.0,3.0,8.0,0.375,0.0,0.25,0.375,1.561278124459133,0.7806390622295665
porter,word,2.0,0.0,3.0,2.0,7.0,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,1.5566567074628228,0.7783283537314114
venir,lemma,2.0,0.0,3.0,2.0,7.0,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,1.5566567074628228,0.7783283537314114
porter,lemma,2.0,0.0,3.0,2.0,7.0,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,1.5566567074628228,0.7783283537314114
tranquille,lemma,2.0,0.0,3.0,2.0,7.0,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,1.5566567074628228,0.7783283537314114
tranquille,word,2.0,0.0,3.0,2.0,7.0,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,1.5566567074628228,0.7783283537314114
avoir,lemma,13.0,8.0,64.0,21.0,106.0,0.12264150943396226,0.07547169811320754,0.6037735849056604,0.19811320754716982,1.5548602449953863,0.7774301224976932
si,word,5.0,1.0,17.0,7.0,30.0,0.16666666666666666,0.03333333333333333,0.5666666666666667,0.23333333333333334,1.5486241546053248,0.7743120773026624
si,lemma,5.0,1.0,17.0,7.0,30.0,0.16666666666666666,0.03333333333333333,0.5666666666666667,0.23333333333333334,1.5486241546053248,0.7743120773026624
v,lemma,0.0,3.0,5.0,3.0,11.0,0.0,0.2727272727272727,0.45454545454545453,0.2727272727272727,1.5394847569315018,0.7697423784657509
mais,lemma,10.0,13.0,59.0,12.0,94.0,0.10638297872340426,0.13829787234042554,0.6276595744680851,0.1276595744680851,1.5394772856594423,0.7697386428297212
mais,word,10.0,13.0,59.0,12.0,94.0,0.10638297872340426,0.13829787234042554,0.6276595744680851,0.1276595744680851,1.5394772856594423,0.7697386428297212
tu,word,14.0,15.0,74.0,14.0,117.0,0.11965811965811966,0.1282051282051282,0.6324786324786325,0.11965811965811966,1.5309728750681653,0.7654864375340826
cela,lemma,3.0,0.0,6.0,5.0,14.0,0.21428571428571427,0.0,0.42857142857142855,0.35714285714285715,1.5306189948485174,0.7653094974242587
ce,lemma,0.0,4.0,6.0,8.0,18.0,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,1.5304930567574826,0.7652465283787413
y,word,3.0,0.0,4.0,2.0,9.0,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,1.5304930567574824,0.7652465283787412
-,punctuation,4.0,0.0,3.0,2.0,9.0,0.4444444444444444,0.0,0.3333333333333333,0.2222222222222222,1.5304930567574824,0.7652465283787412
ce,word,0.0,4.0,5.0,8.0,17.0,0.0,0.23529411764705882,0.29411764705882354,0.47058823529411764,1.522189872165821,0.7610949360829105
tkt,lemma,2.0,0.0,1.0,2.0,5.0,0.4,0.0,0.2,0.4,1.5219280948873621,0.7609640474436811
quand,word,4.0,2.0,4.0,0.0,10.0,0.4,0.2,0.4,0.0,1.5219280948873621,0.7609640474436811
devoir,word,2.0,2.0,1.0,0.0,5.0,0.4,0.4,0.2,0.0,1.5219280948873621,0.7609640474436811
quand,lemma,4.0,2.0,4.0,0.0,10.0,0.4,0.2,0.4,0.0,1.5219280948873621,0.7609640474436811
dire,word,2.0,0.0,2.0,1.0,5.0,0.4,0.0,0.4,0.2,1.5219280948873621,0.7609640474436811
tkt,word,2.0,0.0,1.0,2.0,5.0,0.4,0.0,0.2,0.4,1.5219280948873621,0.7609640474436811
le,word,5.0,3.0,28.0,10.0,46.0,0.10869565217391304,0.06521739130434782,0.6086956521739131,0.21739130434782608,1.5194370268594732,0.7597185134297366
voile,word,0.0,2.0,4.0,2.0,8.0,0.0,0.25,0.5,0.25,1.5,0.75
frr,word,0.0,2.0,4.0,2.0,8.0,0.0,0.25,0.5,0.25,1.5,0.75
autre,word,2.0,0.0,4.0,2.0,8.0,0.25,0.0,0.5,0.25,1.5,0.75
frr,lemma,0.0,2.0,4.0,2.0,8.0,0.0,0.25,0.5,0.25,1.5,0.75
voile,lemma,0.0,2.0,4.0,2.0,8.0,0.0,0.25,0.5,0.25,1.5,0.75
arrete,lemma,3.0,0.0,5.0,2.0,10.0,0.3,0.0,0.5,0.2,1.4854752972273344,0.7427376486136672
y,lemma,3.0,0.0,5.0,2.0,10.0,0.3,0.0,0.5,0.2,1.4854752972273344,0.7427376486136672
arrete,word,3.0,0.0,5.0,2.0,10.0,0.3,0.0,0.5,0.2,1.4854752972273344,0.7427376486136672
vas,word,5.0,0.0,5.0,2.0,12.0,0.4166666666666667,0.0,0.4166666666666667,0.16666666666666666,1.4833557549816874,0.7416778774908437
je,word,11.0,1.0,25.0,6.0,43.0,0.2558139534883721,0.023255813953488372,0.5813953488372093,0.13953488372093023,1.4806850441508113,0.7403425220754056
je,lemma,11.0,1.0,25.0,6.0,43.0,0.2558139534883721,0.023255813953488372,0.5813953488372093,0.13953488372093023,1.4806850441508113,0.7403425220754056
quoi,word,5.0,3.0,26.0,6.0,40.0,0.125,0.075,0.65,0.15,1.469784703572472,0.734892351786236
quoi,lemma,5.0,3.0,26.0,6.0,40.0,0.125,0.075,0.65,0.15,1.469784703572472,0.734892351786236
mérite,lemma,0.0,2.0,5.0,6.0,13.0,0.0,0.15384615384615385,0.38461538461538464,0.46153846153846156,1.4604846813131116,0.7302423406565558
mérite,word,0.0,2.0,5.0,6.0,13.0,0.0,0.15384615384615385,0.38461538461538464,0.46153846153846156,1.4604846813131116,0.7302423406565558
deja,word,2.0,1.0,3.0,0.0,6.0,0.3333333333333333,0.16666666666666666,0.5,0.0,1.4591479170272448,0.7295739585136224
insulte,word,3.0,2.0,1.0,0.0,6.0,0.5,0.3333333333333333,0.16666666666666666,0.0,1.4591479170272448,0.7295739585136224
donc,word,2.0,1.0,3.0,0.0,6.0,0.3333333333333333,0.16666666666666666,0.5,0.0,1.4591479170272448,0.7295739585136224
donc,lemma,2.0,1.0,3.0,0.0,6.0,0.3333333333333333,0.16666666666666666,0.5,0.0,1.4591479170272448,0.7295739585136224
laisse,word,0.0,1.0,2.0,3.0,6.0,0.0,0.16666666666666666,0.3333333333333333,0.5,1.4591479170272448,0.7295739585136224
trop,word,0.0,3.0,1.0,2.0,6.0,0.0,0.5,0.16666666666666666,0.3333333333333333,1.4591479170272446,0.7295739585136223
sort,word,0.0,1.0,3.0,2.0,6.0,0.0,0.16666666666666666,0.5,0.3333333333333333,1.4591479170272446,0.7295739585136223
sort,lemma,0.0,1.0,3.0,2.0,6.0,0.0,0.16666666666666666,0.5,0.3333333333333333,1.4591479170272446,0.7295739585136223
trop,lemma,0.0,3.0,1.0,2.0,6.0,0.0,0.5,0.16666666666666666,0.3333333333333333,1.4591479170272446,0.7295739585136223
bande,word,2.0,4.0,12.0,1.0,19.0,0.10526315789473684,0.21052631578947367,0.631578947368421,0.05263157894736842,1.457424881409171,0.7287124407045855
plat,lemma,0.0,1.0,3.0,3.0,7.0,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.4488156357251847,0.7244078178625923
tai,lemma,1.0,0.0,3.0,3.0,7.0,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855,1.4488156357251847,0.7244078178625923
chose,word,1.0,0.0,3.0,3.0,7.0,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855,1.4488156357251847,0.7244078178625923
ça,word,3.0,0.0,9.0,5.0,17.0,0.17647058823529413,0.0,0.5294117647058824,0.29411764705882354,1.4466479595102752,0.7233239797551376
te,word,9.0,2.0,26.0,4.0,41.0,0.21951219512195122,0.04878048780487805,0.6341463414634146,0.0975609756097561,1.4370457196266397,0.7185228598133199
arthur,word,2.0,0.0,6.0,3.0,11.0,0.18181818181818182,0.0,0.5454545454545454,0.2727272727272727,1.4353713907745331,0.7176856953872666
arthur,lemma,2.0,0.0,6.0,3.0,11.0,0.18181818181818182,0.0,0.5454545454545454,0.2727272727272727,1.4353713907745331,0.7176856953872666
toi,lemma,5.0,3.0,28.0,6.0,42.0,0.11904761904761904,0.07142857142857142,0.6666666666666666,0.14285714285714285,1.428502165670662,0.714251082835331
qui,word,1.0,1.0,11.0,5.0,18.0,0.05555555555555555,0.05555555555555555,0.6111111111111112,0.2777777777777778,1.4108478748063633,0.7054239374031817
qui,lemma,1.0,1.0,11.0,5.0,18.0,0.05555555555555555,0.05555555555555555,0.6111111111111112,0.2777777777777778,1.4108478748063633,0.7054239374031817
tous,word,3.0,0.0,12.0,9.0,24.0,0.125,0.0,0.5,0.375,1.4056390622295665,0.7028195311147832
c,word,2.0,4.0,30.0,11.0,47.0,0.0425531914893617,0.0851063829787234,0.6382978723404256,0.23404255319148937,1.4001108586294284,0.7000554293147142
c,lemma,2.0,4.0,30.0,11.0,47.0,0.0425531914893617,0.0851063829787234,0.6382978723404256,0.23404255319148937,1.4001108586294284,0.7000554293147142
comme,lemma,0.0,4.0,15.0,8.0,27.0,0.0,0.14814814814814814,0.5555555555555556,0.2962962962962963,1.3992075416402174,0.6996037708201087
comme,word,0.0,4.0,15.0,8.0,27.0,0.0,0.14814814814814814,0.5555555555555556,0.2962962962962963,1.3992075416402174,0.6996037708201087
te,lemma,9.0,3.0,32.0,4.0,48.0,0.1875,0.0625,0.6666666666666666,0.08333333333333333,1.3915414066556504,0.6957707033278252
un,word,5.0,2.0,25.0,5.0,37.0,0.13513513513513514,0.05405405405405406,0.6756756756756757,0.13513513513513514,1.390110509054849,0.6950552545274244
toi,word,4.0,3.0,28.0,6.0,41.0,0.0975609756097561,0.07317073170731707,0.6829268292682927,0.14634146341463414,1.3850983381765392,0.6925491690882696
et,lemma,10.0,3.0,52.0,13.0,78.0,0.1282051282051282,0.038461538461538464,0.6666666666666666,0.16666666666666666,1.3815208069365037,0.6907604034682518
et,word,10.0,3.0,52.0,13.0,78.0,0.1282051282051282,0.038461538461538464,0.6666666666666666,0.16666666666666666,1.3815208069365037,0.6907604034682518
es,word,0.0,2.0,4.0,1.0,7.0,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,1.3787834934861753,0.6893917467430877
êtes,word,1.0,0.0,4.0,2.0,7.0,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,1.3787834934861753,0.6893917467430877
putain,word,1.0,0.0,4.0,2.0,7.0,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,1.3787834934861753,0.6893917467430877
qu'il,word,0.0,2.0,1.0,4.0,7.0,0.0,0.2857142857142857,0.14285714285714285,0.5714285714285714,1.3787834934861753,0.6893917467430877
fait,word,1.0,0.0,4.0,2.0,7.0,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,1.3787834934861753,0.6893917467430877
putain,lemma,1.0,0.0,4.0,2.0,7.0,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,1.3787834934861753,0.6893917467430877
fait,lemma,2.0,0.0,4.0,1.0,7.0,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,1.3787834934861753,0.6893917467430877
vais,word,2.0,0.0,6.0,2.0,10.0,0.2,0.0,0.6,0.2,1.3709505944546687,0.6854752972273344
rien,word,7.0,0.0,21.0,7.0,35.0,0.2,0.0,0.6,0.2,1.3709505944546687,0.6854752972273344
gadji,lemma,1.0,1.0,3.0,0.0,5.0,0.2,0.2,0.6,0.0,1.3709505944546687,0.6854752972273344
rien,lemma,7.0,0.0,21.0,7.0,35.0,0.2,0.0,0.6,0.2,1.3709505944546687,0.6854752972273344
laisser,lemma,4.0,0.0,5.0,1.0,10.0,0.4,0.0,0.5,0.1,1.3609640474436813,0.6804820237218406
tout,lemma,3.0,0.0,15.0,12.0,30.0,0.1,0.0,0.5,0.4,1.360964047443681,0.6804820237218405
que,word,3.0,4.0,35.0,9.0,51.0,0.058823529411764705,0.0784313725490196,0.6862745098039216,0.17647058823529413,1.342834790829964,0.671417395414982
que,lemma,3.0,4.0,35.0,9.0,51.0,0.058823529411764705,0.0784313725490196,0.6862745098039216,0.17647058823529413,1.342834790829964,0.671417395414982
faire,lemma,8.0,2.0,28.0,3.0,41.0,0.1951219512195122,0.04878048780487805,0.6829268292682927,0.07317073170731707,1.324361143160123,0.6621805715800615
brice,word,4.0,1.0,19.0,3.0,27.0,0.14814814814814814,0.037037037037037035,0.7037037037037037,0.1111111111111111,1.2932019370674834,0.6466009685337417
l,word,4.0,0.0,7.0,1.0,12.0,0.3333333333333333,0.0,0.5833333333333334,0.08333333333333333,1.2806721295208872,0.6403360647604436
l,lemma,4.0,0.0,7.0,1.0,12.0,0.3333333333333333,0.0,0.5833333333333334,0.08333333333333333,1.2806721295208872,0.6403360647604436
faire,word,7.0,2.0,21.0,1.0,31.0,0.22580645161290322,0.06451612903225806,0.6774193548387096,0.03225806451612903,1.2803204932011591,0.6401602466005796
croire,lemma,0.0,1.0,7.0,3.0,11.0,0.0,0.09090909090909091,0.6363636363636364,0.2727272727272727,1.2406705316766884,0.6203352658383442
parler,word,3.0,1.0,7.0,0.0,11.0,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.0,1.2406705316766884,0.6203352658383442
non,lemma,0.0,1.0,8.0,4.0,13.0,0.0,0.07692307692307693,0.6153846153846154,0.3076923076923077,1.2389012566026305,0.6194506283013153
non,word,0.0,1.0,8.0,4.0,13.0,0.0,0.07692307692307693,0.6153846153846154,0.3076923076923077,1.2389012566026305,0.6194506283013153
arrêter,lemma,1.0,0.0,9.0,5.0,15.0,0.06666666666666667,0.0,0.6,0.3333333333333333,1.2309595631140104,0.6154797815570052
du,word,1.0,0.0,6.0,2.0,9.0,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,1.224394445405986,0.612197222702993
dit,word,2.0,1.0,6.0,0.0,9.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,1.224394445405986,0.612197222702993
ton,lemma,10.0,2.0,50.0,6.0,68.0,0.14705882352941177,0.029411764705882353,0.7352941176470589,0.08823529411764706,1.191553055339504,0.595776527669752
