marker_value,spacy_count,stanza_count,total_count,candidate_rank,lexicon_term_candidate,lexicon_category,repair_type,confidence,score,levenshtein_distance_norm_noaccent,shared_prefix_len_norm_noaccent,sequence_ratio_norm_noaccent
fière,0,0,11,3,fièrement,fierte,truncated_prefix_marker,medium,0.7143,4,5,0.7143
petit,0,0,11,1,petit ami,amour,truncated_prefix_marker,medium,0.7143,4,5,0.7143
déçue,0,0,10,1,déçu,deplaisir,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
marre,0,0,10,1,marrer,joie,truncated_prefix_marker,high,0.9091,1,5,0.9091
marre,0,0,10,2,marrade,joie,same_prefix_fuzzy,medium,0.8333,2,4,0.8333
étonnante,0,0,10,1,étonnant,surprise,inflected_or_extended_marker,high,0.9412,1,8,0.9412
craint,0,0,9,1,crainte,peur,truncated_prefix_marker,high,0.9231,1,6,0.9231
craint,0,0,9,2,craintif,peur,truncated_prefix_marker,high,0.8571,2,6,0.8571
hont,0,0,8,1,honte,embarras,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
mécontents,0,0,8,1,mécontent,colere,inflected_or_extended_marker,high,0.9474,1,9,0.9474
mécontents,0,0,8,2,mécontenter,colere,shared_long_stem_edit_distance,high,0.8571,2,9,0.8571
regrette,0,0,8,1,regretter,culpabilite,truncated_prefix_marker,high,0.9412,1,8,0.9412
regrette,0,0,8,2,regret,culpabilite,inflected_or_extended_marker,high,0.8571,2,6,0.8571
terroriste,0,0,8,1,terroriser,peur,shared_long_stem_edit_distance,high,0.9,2,8,0.9
tristes,0,0,8,1,triste,tristesse,inflected_or_extended_marker,high,0.9231,1,6,0.9231
tristes,0,0,8,2,tristesse,tristesse,truncated_prefix_marker,high,0.875,2,7,0.875
menacent,0,0,7,1,menace,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
menacent,0,0,7,2,menacé,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
menacent,0,0,7,3,menaçant,peur,same_prefix_fuzzy,medium,0.875,1,5,0.875
menacent,0,0,7,4,menacer,peur,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
menaçante,0,0,7,1,menaçant,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
décourage,0,0,6,1,décourager,tristesse,truncated_prefix_marker,high,0.9474,1,9,0.9474
décourage,0,0,6,2,décourageant,tristesse,truncated_prefix_marker,high,0.8571,3,9,0.8571
décourage,0,0,6,3,découragement,tristesse,truncated_prefix_marker,medium,0.8182,4,9,0.8182
embête,0,0,6,1,embêter,deplaisir,truncated_prefix_marker,high,0.9231,1,6,0.9231
embête,0,0,6,2,embêtement,deplaisir,truncated_prefix_marker,medium,0.75,4,6,0.75
inquiétudes,0,0,6,1,inquiétude,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
inquiétudes,0,0,6,2,inquiet,peur,inflected_or_extended_marker,medium,0.7778,4,7,0.7778
mauvais,0,0,6,1,mauvaiseté,inhumanite,truncated_prefix_marker,high,0.8235,3,7,0.8235
mauvais,0,0,6,2,mauvaisement,inhumanite,truncated_prefix_marker,medium,0.7368,5,7,0.7368
mauvais,0,0,6,3,mauvaise humeur,colere,truncated_prefix_marker,medium,0.6364,8,7,0.6364
menaces,0,0,6,1,menace,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
menaces,0,0,6,2,menacé,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
menaces,0,0,6,3,menacer,peur,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
menacés,0,0,6,1,menace,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
menacés,0,0,6,2,menacé,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
menacés,0,0,6,3,menacer,peur,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
amuse,0,0,5,1,amuser,joie,truncated_prefix_marker,high,0.9091,1,5,0.9091
amuse,0,0,5,2,amusement,joie,truncated_prefix_marker,medium,0.7143,4,5,0.7143
effrayants,0,0,5,1,effrayant,peur,inflected_or_extended_marker,high,0.9474,1,9,0.9474
effrayé,0,0,5,1,effrayer,peur,truncated_prefix_marker,high,0.9333,1,7,0.9333
fâchés,0,0,5,1,fâché,colere,inflected_or_extended_marker,high,0.9091,1,5,0.9091
fâchés,0,0,5,2,fâcher,colere,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
fâchés,0,0,5,3,fâcheux,colere,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
heureuse,0,0,5,1,heureux,joie,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
heureuse,0,0,5,2,heureusement,joie,truncated_prefix_marker,medium,0.8,4,8,0.8
inquiétante,0,0,5,1,inquiétant,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
inquiétante,0,0,5,2,inquiet,peur,inflected_or_extended_marker,medium,0.7778,4,7,0.7778
mauvaise,0,0,5,1,mauvaiseté,inhumanite,truncated_prefix_marker,high,0.8889,2,8,0.8889
mauvaise,0,0,5,2,mauvaisement,inhumanite,truncated_prefix_marker,medium,0.8,4,8,0.8
mauvaise,0,0,5,3,mauvaise humeur,colere,truncated_prefix_marker,medium,0.6957,7,8,0.6957
ravie,0,0,5,1,ravi,joie,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
surprises,0,0,5,1,surprise,surprise,inflected_or_extended_marker,high,0.9412,1,8,0.9412
surprises,0,0,5,2,surpris,surprise,inflected_or_extended_marker,high,0.875,2,7,0.875
tensions,0,0,5,1,tension,deplaisir,inflected_or_extended_marker,high,0.9333,1,7,0.9333
étonn,0,0,5,1,étonné,surprise,truncated_prefix_marker,high,0.9091,1,5,0.9091
étonn,0,0,5,2,étonner,surprise,truncated_prefix_marker,high,0.8333,2,5,0.8333
étonn,0,0,5,3,étonnant,surprise,truncated_prefix_marker,medium,0.7692,3,5,0.7692
étonn,0,0,5,4,étonnement,surprise,truncated_prefix_marker,medium,0.6667,5,5,0.6667
étonn,0,0,5,5,étonnamment,surprise,truncated_prefix_marker,medium,0.625,6,5,0.625
étonnés,0,0,5,1,étonné,surprise,inflected_or_extended_marker,high,0.9231,1,6,0.9231
étonnés,0,0,5,2,étonner,surprise,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
adulte,0,0,4,1,aduler,admiration,same_prefix_fuzzy,medium,0.8333,2,4,0.8333
amusent,0,0,4,1,amusement,joie,shared_long_stem_edit_distance,high,0.875,2,5,0.875
amusent,0,0,4,2,amusant,joie,same_prefix_fuzzy,medium,0.8571,1,4,0.8571
amusent,0,0,4,3,amuser,joie,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
bonne,0,0,4,1,bonne humeur,joie,truncated_prefix_marker,medium,0.5882,7,5,0.5882
déçus,0,0,4,1,déçu,deplaisir,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
plein,0,0,4,1,plein de soi,orgueil,truncated_prefix_marker,medium,0.5882,7,5,0.5882
plein,0,0,4,2,plein de soi-même,orgueil,truncated_prefix_marker,medium,0.4545,12,5,0.4545
plein,0,0,4,3,plein de son importance,orgueil,truncated_prefix_marker,medium,0.3571,18,5,0.3571
surprenante,0,0,4,1,surprenant,surprise,inflected_or_extended_marker,high,0.9524,1,10,0.9524
tendue,0,0,4,1,tendu,deplaisir,inflected_or_extended_marker,high,0.9091,1,5,0.9091
tendue,0,0,4,2,tendre,amour,same_prefix_fuzzy,medium,0.8333,1,4,0.8333
émerveillée,0,0,4,1,émerveillé,admiration,inflected_or_extended_marker,high,0.9524,1,10,0.9524
émerveillée,0,0,4,2,émerveiller,admiration,shared_long_stem_edit_distance,high,0.9091,1,10,0.9091
amusante,0,0,3,1,amusant,joie,inflected_or_extended_marker,high,0.9333,1,7,0.9333
enthousiasm,0,0,3,1,enthousiasme,joie,truncated_prefix_marker,high,0.9565,1,11,0.9565
enthousiasm,0,0,3,2,enthousiasmer,joie,truncated_prefix_marker,high,0.9167,2,11,0.9167
enthousiasm,0,0,3,3,enthousiasmant,joie,truncated_prefix_marker,high,0.88,3,11,0.88
enthousiasm,0,0,3,4,enthousiaste,joie,shared_long_stem_edit_distance,high,0.8696,2,10,0.8696
fières,0,0,3,1,fierté,fierte,same_prefix_fuzzy,medium,0.8333,2,4,0.8333
inquiétantes,0,0,3,1,inquiétant,peur,inflected_or_extended_marker,high,0.9091,2,10,0.9091
inquiétantes,0,0,3,2,inquiet,peur,inflected_or_extended_marker,medium,0.7368,5,7,0.7368
lassée,0,0,3,1,lasser,comportement,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
marrantes,0,0,3,1,marrant,joie,inflected_or_extended_marker,high,0.875,2,7,0.875
menacée,0,0,3,1,menace,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
menacée,0,0,3,2,menacé,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
menacée,0,0,3,3,menacer,peur,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
menaçait,0,0,3,1,menaçant,peur,shared_long_stem_edit_distance,high,0.875,1,6,0.875
mécontentements,0,0,3,1,mécontentement,colere,inflected_or_extended_marker,high,0.9655,1,14,0.9655
mécontentements,0,0,3,2,mécontent,colere,inflected_or_extended_marker,medium,0.75,6,9,0.75
préoccupations,0,0,3,1,préoccupation,peur,inflected_or_extended_marker,high,0.963,1,13,0.963
senti,0,0,3,1,sentiment,non_specifiee,truncated_prefix_marker,medium,0.7143,4,5,0.7143
senti,0,0,3,2,sentimental,amour,truncated_prefix_marker,medium,0.625,6,5,0.625
senti,0,0,3,3,sentimentalisé,amour,truncated_prefix_marker,medium,0.5263,9,5,0.5263
senti,0,0,3,4,sentimentalité,non_specifiee,truncated_prefix_marker,medium,0.5263,9,5,0.5263
senti,0,0,3,5,sentimentaliser,amour,truncated_prefix_marker,medium,0.5,10,5,0.5
terrorisé,0,0,3,1,terroriser,peur,truncated_prefix_marker,high,0.9474,1,9,0.9474
énerv,0,0,3,1,énervé,colere,truncated_prefix_marker,high,0.9091,1,5,0.9091
énerv,0,0,3,2,énerver,colere,truncated_prefix_marker,high,0.8333,2,5,0.8333
énerv,0,0,3,3,énervant,colere,truncated_prefix_marker,medium,0.7692,3,5,0.7692
énerv,0,0,3,4,énervement,colere,truncated_prefix_marker,medium,0.6667,5,5,0.6667
abattus,0,0,2,1,abattu,tristesse,inflected_or_extended_marker,high,0.9231,1,6,0.9231
abattus,0,0,2,2,abattre,tristesse,shared_long_stem_edit_distance,medium,0.7143,2,5,0.7143
accablés,0,0,2,1,accabler,tristesse,shared_long_stem_edit_distance,high,0.875,1,7,0.875
admire,0,0,2,1,admirer,admiration,truncated_prefix_marker,high,0.9231,1,6,0.9231
admirent,0,0,2,1,admirer,admiration,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
admiré,0,0,2,1,admirer,admiration,truncated_prefix_marker,high,0.9231,1,6,0.9231
affolée,0,0,2,1,affolé,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
affolée,0,0,2,2,affoler,peur,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
affreuse,0,0,2,1,affres,peur,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
affreuse,0,0,2,2,affreux,peur,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
affreuse,0,0,2,3,affreusement,peur,truncated_prefix_marker,medium,0.8,4,8,0.8
alarmante,0,0,2,1,alarmant,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
amusantes,0,0,2,1,amusant,joie,inflected_or_extended_marker,high,0.875,2,7,0.875
amusé,0,0,2,1,amuser,joie,truncated_prefix_marker,high,0.9091,1,5,0.9091
amusé,0,0,2,2,amusement,joie,truncated_prefix_marker,medium,0.7143,4,5,0.7143
angoisses,0,0,2,1,angoisse,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
angoisses,0,0,2,2,angoissé,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
angoisses,0,0,2,3,angoisser,peur,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
aucun,0,0,2,1,aucun respect,embarras,truncated_prefix_marker,medium,0.5556,8,5,0.5556
consternée,0,0,2,1,consterner,tristesse,shared_long_stem_edit_distance,high,0.9,1,9,0.9
contentes,0,0,2,1,contenter,joie,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
contentes,0,0,2,2,content,joie,inflected_or_extended_marker,high,0.875,2,7,0.875
dangers,0,0,2,1,danger,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
drôles,0,0,2,1,drôle,joie,inflected_or_extended_marker,high,0.9091,1,5,0.9091
désespérés,0,0,2,1,désespéré,tristesse,inflected_or_extended_marker,high,0.9474,1,9,0.9474
désespérés,0,0,2,2,désespérer,tristesse,shared_long_stem_edit_distance,high,0.9,1,9,0.9
effrayée,0,0,2,1,effrayer,peur,shared_long_stem_edit_distance,high,0.875,1,7,0.875
effrayés,0,0,2,1,effrayer,peur,shared_long_stem_edit_distance,high,0.875,1,7,0.875
embêté,0,0,2,1,embêter,deplaisir,truncated_prefix_marker,high,0.9231,1,6,0.9231
embêté,0,0,2,2,embêtement,deplaisir,truncated_prefix_marker,medium,0.75,4,6,0.75
embêtée,0,0,2,1,embêter,deplaisir,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
endeuillée,0,0,2,1,endeuiller,tristesse,shared_long_stem_edit_distance,high,0.9,1,9,0.9
ennuis,0,0,2,1,ennui,tristesse,inflected_or_extended_marker,high,0.9091,1,5,0.9091
enthousiasmante,0,0,2,1,enthousiasmant,joie,inflected_or_extended_marker,high,0.9655,1,14,0.9655
excitée,0,0,2,1,excité,comportement,inflected_or_extended_marker,high,0.9231,1,6,0.9231
excitée,0,0,2,2,exciter,comportement,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
fiere,0,0,2,1,fierté,fierte,same_prefix_fuzzy,medium,0.9091,1,4,0.9091
fiere,0,0,2,2,fier,fierte,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
fiere,0,0,2,3,fièrement,fierte,truncated_prefix_marker,medium,0.7143,4,5,0.7143
fiers,0,0,2,1,fier,fierte,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
fierter,0,0,2,1,fierté,fierte,inflected_or_extended_marker,high,0.9231,1,6,0.9231
féliciter,0,0,2,1,félicité,joie,inflected_or_extended_marker,high,0.9412,1,8,0.9412
horribles,0,0,2,1,horrible,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
humiliante,0,0,2,1,humiliant,embarras,inflected_or_extended_marker,high,0.9474,1,9,0.9474
humiliations,0,0,2,1,humiliation,embarras,inflected_or_extended_marker,high,0.9565,1,11,0.9565
inquiétanter,0,0,2,1,inquiétant,peur,inflected_or_extended_marker,high,0.9091,2,10,0.9091
inquiétanter,0,0,2,2,inquiet,peur,inflected_or_extended_marker,medium,0.7368,5,7,0.7368
inquiété,0,0,2,1,inquiéter,peur,truncated_prefix_marker,high,0.9412,1,8,0.9412
inquiété,0,0,2,2,inquiet,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
inquiété,0,0,2,3,inquiétude,peur,shared_long_stem_edit_distance,high,0.8889,2,7,0.8889
jalouse,0,0,2,1,jalouser,jalousie,truncated_prefix_marker,high,0.9333,1,7,0.9333
jalouse,0,0,2,2,jalousie,jalousie,shared_long_stem_edit_distance,high,0.9333,1,6,0.9333
jalouse,0,0,2,3,jalousement,jalousie,truncated_prefix_marker,medium,0.7778,4,7,0.7778
jalouse,0,0,2,4,jaloux,jalousie,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
jubile,0,0,2,1,jubiler,joie,truncated_prefix_marker,high,0.9231,1,6,0.9231
jubiles,0,0,2,1,jubiler,joie,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
plaisanterie,0,0,2,1,plaisant,amour,inflected_or_extended_marker,medium,0.8,4,8,0.8
pleurer,0,0,2,1,pleureur,comportement,shared_long_stem_edit_distance,high,0.9333,1,6,0.9333
pleurer,0,0,2,2,pleutre,peur,same_prefix_fuzzy,medium,0.8571,2,4,0.8571
pleurer,0,0,2,3,pleurard,comportement,shared_long_stem_edit_distance,medium,0.8,2,5,0.8
pleurer,0,0,2,4,pleurer de rire,joie,truncated_prefix_marker,medium,0.6364,8,7,0.6364
ravis,0,0,2,1,ravi,joie,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
ravis,0,0,2,2,ravissement,joie,truncated_prefix_marker,medium,0.625,6,5,0.625
redoutables,0,0,2,1,redoutable,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
redoutent,0,0,2,1,redouter,peur,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
regrettaient,0,0,2,1,regret,culpabilite,inflected_or_extended_marker,medium,0.6667,6,6,0.6667
réjouit,0,0,2,1,réjouir,joie,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
scandalisé,0,0,2,1,scandaliser,colere,truncated_prefix_marker,high,0.9524,1,10,0.9524
scandalisé,0,0,2,2,scandale,colere,shared_long_stem_edit_distance,high,0.8889,2,7,0.8889
terribles,0,0,2,1,terrible,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
terroristes,0,0,2,1,terroriser,peur,shared_long_stem_edit_distance,high,0.8571,2,8,0.8571
troublée,0,0,2,1,trouble,surprise,inflected_or_extended_marker,high,0.9333,1,7,0.9333
troublée,0,0,2,2,troubler,surprise,shared_long_stem_edit_distance,high,0.875,1,7,0.875
vénère,0,0,2,1,vénérer,amour,truncated_prefix_marker,high,0.9231,1,6,0.9231
ébahie,0,0,2,1,ébahi,surprise,inflected_or_extended_marker,high,0.9091,1,5,0.9091
ébahie,0,0,2,2,ébahir,surprise,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
étonnée,0,0,2,1,étonné,surprise,inflected_or_extended_marker,high,0.9231,1,6,0.9231
étonnée,0,0,2,2,étonner,surprise,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
admiratif,0,0,1,1,admiration,admiration,shared_long_stem_edit_distance,high,0.8421,2,8,0.8421
admiratifs,0,0,1,1,admiration,admiration,shared_long_stem_edit_distance,medium,0.8,2,8,0.8
admirée,0,0,1,1,admirer,admiration,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
affligés,0,0,1,1,affliger,tristesse,shared_long_stem_edit_distance,high,0.875,1,7,0.875
alarmantes,0,0,1,1,alarmant,peur,inflected_or_extended_marker,high,0.8889,2,8,0.8889
alarmants,0,0,1,1,alarmant,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
amusée,0,0,1,1,amuser,joie,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
angoissante,0,0,1,1,angoissant,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
angoissantes,0,0,1,1,angoissant,peur,inflected_or_extended_marker,high,0.9091,2,10,0.9091
angoissés,0,0,1,1,angoisse,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
angoissés,0,0,1,2,angoissé,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
angoissés,0,0,1,3,angoisser,peur,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
attristé,0,0,1,1,attrister,tristesse,truncated_prefix_marker,high,0.9412,1,8,0.9412
boudeuse,0,0,1,1,boudeur,colere,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
cauchemars,0,0,1,1,cauchemar,peur,inflected_or_extended_marker,high,0.9474,1,9,0.9474
consterné,0,0,1,1,consterner,tristesse,truncated_prefix_marker,high,0.9474,1,9,0.9474
crain,0,0,1,1,crainte,peur,truncated_prefix_marker,high,0.8333,2,5,0.8333
crain,0,0,1,2,craindre,peur,truncated_prefix_marker,medium,0.7692,3,5,0.7692
crain,0,0,1,3,craintif,peur,truncated_prefix_marker,medium,0.7692,3,5,0.7692
crains,0,0,1,1,crainte,peur,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
craintes,0,0,1,1,crainte,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
craintes,0,0,1,2,craintif,peur,shared_long_stem_edit_distance,medium,0.75,2,6,0.75
culpabilisé,0,0,1,1,culpabiliser,culpabilite,truncated_prefix_marker,high,0.9565,1,11,0.9565
culpabilisé,0,0,1,2,culpabilité,culpabilite,shared_long_stem_edit_distance,high,0.9091,1,9,0.9091
curieuse,0,0,1,1,curieux,desir,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
curieuse,0,0,1,2,curieusement,desir,truncated_prefix_marker,medium,0.8,4,8,0.8
degoutez,0,0,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
degoutez,0,0,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
degoutez,0,0,1,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
degoutée,0,0,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
degoutée,0,0,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
degoutée,0,0,1,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
dramatiques,0,0,1,1,dramatique,tristesse,inflected_or_extended_marker,high,0.9524,1,10,0.9524
découragés,0,0,1,1,décourager,tristesse,shared_long_stem_edit_distance,high,0.9,1,9,0.9
dégouteee,0,0,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.875,2,7,0.875
dégouteee,0,0,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
dégouteee,0,0,1,3,dégoût,degout,inflected_or_extended_marker,medium,0.8,3,6,0.8
dégouteeee,0,0,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.8235,3,7,0.8235
dégouteeee,0,0,1,2,dégoût,degout,inflected_or_extended_marker,medium,0.75,4,6,0.75
dégoutée,0,0,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
dégoutée,0,0,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
dégoutée,0,0,1,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
dégoûtantes,0,0,1,1,dégoûtant,degout,inflected_or_extended_marker,high,0.9,2,9,0.9
dégoûtantes,0,0,1,2,dégoût,degout,inflected_or_extended_marker,medium,0.7059,5,6,0.7059
dégoûtants,0,0,1,1,dégoûtant,degout,inflected_or_extended_marker,high,0.9474,1,9,0.9474
dégoûtants,0,0,1,2,dégoût,degout,inflected_or_extended_marker,medium,0.75,4,6,0.75
dégoûtée,0,0,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
dégoûtée,0,0,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
dégoûtée,0,0,1,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
délic,0,0,1,1,délice,joie,truncated_prefix_marker,high,0.9091,1,5,0.9091
délic,0,0,1,2,délicieux,joie,truncated_prefix_marker,medium,0.7143,4,5,0.7143
délic,0,0,1,3,délicieusement,joie,truncated_prefix_marker,medium,0.5263,9,5,0.5263
démoralisé,0,0,1,1,démoraliser,tristesse,truncated_prefix_marker,high,0.9524,1,10,0.9524
démoralisés,0,0,1,1,démoraliser,tristesse,shared_long_stem_edit_distance,high,0.9091,1,10,0.9091
désespérément,0,0,1,1,désespéré,tristesse,inflected_or_extended_marker,medium,0.8182,4,9,0.8182
désespérémer,0,0,1,1,désespérer,tristesse,shared_long_stem_edit_distance,high,0.9091,2,9,0.9091
désespérémer,0,0,1,2,désespéré,tristesse,inflected_or_extended_marker,high,0.8571,3,9,0.8571
effrai,0,0,1,1,effroi,peur,same_prefix_fuzzy,medium,0.8333,1,4,0.8333
effraie,0,0,1,1,effrayer,peur,shared_long_stem_edit_distance,medium,0.8,2,5,0.8
effrayante,0,0,1,1,effrayant,peur,inflected_or_extended_marker,high,0.9474,1,9,0.9474
embêtées,0,0,1,1,embêter,deplaisir,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
ennuie,0,0,1,1,ennui,tristesse,inflected_or_extended_marker,high,0.9091,1,5,0.9091
ennuie,0,0,1,2,ennuyé,tristesse,same_prefix_fuzzy,medium,0.8333,1,4,0.8333
entraîne,0,0,1,1,entrain,joie,inflected_or_extended_marker,high,0.9333,1,7,0.9333
entraîner,0,0,1,1,entrain,joie,inflected_or_extended_marker,high,0.875,2,7,0.875
exaspérés,0,0,1,1,exaspérer,colere,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
faut,0,0,1,1,faute,culpabilite,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
frustrée,0,0,1,1,frustrer,deplaisir,shared_long_stem_edit_distance,high,0.875,1,7,0.875
furieuses,0,0,1,1,furie,colere,inflected_or_extended_marker,medium,0.7143,4,5,0.7143
