marker_value,marker_type,Comportementale,Désignée,Montrée,Suggérée,total_count,P(Comportementale),P(Désignée),P(Montrée),P(Suggérée),entropy,normalized_entropy
insulter,word,4,4,2,0,10,0.4,0.4,0.2,0.0,1.5219280948873621,0.7609640474436811
célébré,lemma,2,1,0,2,5,0.4,0.2,0.0,0.4,1.5219280948873621,0.7609640474436811
fêter,lemma,2,0,1,2,5,0.4,0.0,0.2,0.4,1.5219280948873621,0.7609640474436811
place,lemma,2,0,1,2,5,0.4,0.0,0.2,0.4,1.5219280948873621,0.7609640474436811
s'est,word,2,2,0,1,5,0.4,0.4,0.0,0.2,1.5219280948873621,0.7609640474436811
pardon,lemma,0,1,2,2,5,0.0,0.2,0.4,0.4,1.5219280948873621,0.7609640474436811
mot,word,2,0,1,2,5,0.4,0.0,0.2,0.4,1.5219280948873621,0.7609640474436811
pardon,word,0,1,2,2,5,0.0,0.2,0.4,0.4,1.5219280948873621,0.7609640474436811
tête,word,2,1,0,2,5,0.4,0.2,0.0,0.4,1.5219280948873621,0.7609640474436811
mains,word,2,0,1,2,5,0.4,0.0,0.2,0.4,1.5219280948873621,0.7609640474436811
arrêter,lemma,10,0,6,5,21,0.47619047619047616,0.0,0.2857142857142857,0.23809523809523808,1.5190461643198379,0.7595230821599189
place,word,2,0,1,1,4,0.5,0.0,0.25,0.25,1.5,0.75
rester,lemma,1,0,1,2,4,0.25,0.0,0.25,0.5,1.5,0.75
féliciter,lemma,1,2,0,1,4,0.25,0.5,0.0,0.25,1.5,0.75
peine,word,0,2,2,4,8,0.0,0.25,0.25,0.5,1.5,0.75
polémique,word,1,1,0,2,4,0.25,0.25,0.0,0.5,1.5,0.75
soeur,word,1,0,1,2,4,0.25,0.0,0.25,0.5,1.5,0.75
loin,lemma,1,0,1,2,4,0.25,0.0,0.25,0.5,1.5,0.75
loin,word,1,0,1,2,4,0.25,0.0,0.25,0.5,1.5,0.75
dommage,lemma,0,1,1,2,4,0.0,0.25,0.25,0.5,1.5,0.75
amusant,word,2,4,2,0,8,0.25,0.5,0.25,0.0,1.5,0.75
emporter,lemma,2,1,0,1,4,0.5,0.25,0.0,0.25,1.5,0.75
aime,word,1,0,1,2,4,0.25,0.0,0.25,0.5,1.5,0.75
continue,word,1,0,1,2,4,0.25,0.0,0.25,0.5,1.5,0.75
vieux,lemma,1,0,1,2,4,0.25,0.0,0.25,0.5,1.5,0.75
polémique,lemma,1,1,0,2,4,0.25,0.25,0.0,0.5,1.5,0.75
tendre,lemma,2,5,0,6,13,0.15384615384615385,0.38461538461538464,0.0,0.46153846153846156,1.4604846813131116,0.7302423406565558
croire,lemma,0,2,5,6,13,0.0,0.15384615384615385,0.38461538461538464,0.46153846153846156,1.4604846813131116,0.7302423406565558
embête,lemma,2,3,0,1,6,0.3333333333333333,0.5,0.0,0.16666666666666666,1.4591479170272448,0.7295739585136224
fous,word,1,0,2,3,6,0.16666666666666666,0.0,0.3333333333333333,0.5,1.4591479170272448,0.7295739585136224
point,lemma,2,0,3,1,6,0.3333333333333333,0.0,0.5,0.16666666666666666,1.4591479170272448,0.7295739585136224
demander,lemma,1,0,2,3,6,0.16666666666666666,0.0,0.3333333333333333,0.5,1.4591479170272448,0.7295739585136224
tête,lemma,3,1,0,2,6,0.5,0.16666666666666666,0.0,0.3333333333333333,1.4591479170272446,0.7295739585136223
faute,lemma,0,3,1,2,6,0.0,0.5,0.16666666666666666,0.3333333333333333,1.4591479170272446,0.7295739585136223
air,lemma,3,0,1,3,7,0.42857142857142855,0.0,0.14285714285714285,0.42857142857142855,1.4488156357251847,0.7244078178625923
grand,word,2,0,3,6,11,0.18181818181818182,0.0,0.2727272727272727,0.5454545454545454,1.4353713907745331,0.7176856953872666
mettre,lemma,9,0,3,4,16,0.5625,0.0,0.1875,0.25,1.4197367178034825,0.7098683589017413
trouver,lemma,3,0,3,8,14,0.21428571428571427,0.0,0.21428571428571427,0.5714285714285714,1.41379956460568,0.70689978230284
honneur,lemma,3,4,0,1,8,0.375,0.5,0.0,0.125,1.4056390622295665,0.7028195311147832
arrêter,word,3,0,4,1,8,0.375,0.0,0.5,0.125,1.4056390622295665,0.7028195311147832
pays,lemma,3,0,1,4,8,0.375,0.0,0.125,0.5,1.4056390622295665,0.7028195311147832
mieux,word,0,1,3,4,8,0.0,0.125,0.375,0.5,1.4056390622295665,0.7028195311147832
mieux,lemma,0,1,3,4,8,0.0,0.125,0.375,0.5,1.4056390622295665,0.7028195311147832
parle,word,1,0,4,3,8,0.125,0.0,0.5,0.375,1.4056390622295665,0.7028195311147832
main,lemma,4,0,1,3,8,0.5,0.0,0.125,0.375,1.4056390622295665,0.7028195311147832
-,punctuation,4,1,31,24,60,0.06666666666666667,0.016666666666666666,0.5166666666666667,0.4,1.3799041682868372,0.6899520841434186
luire,lemma,2,0,6,9,17,0.11764705882352941,0.0,0.35294117647058826,0.5294117647058824,1.3792804872910602,0.6896402436455301
prend,word,2,0,1,4,7,0.2857142857142857,0.0,0.14285714285714285,0.5714285714285714,1.3787834934861753,0.6893917467430877
incroyable,word,0,4,1,2,7,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,1.3787834934861753,0.6893917467430877
énorme,lemma,0,4,1,2,7,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,1.3787834934861753,0.6893917467430877
parler,lemma,4,0,8,2,14,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,1.3787834934861753,0.6893917467430877
langue,word,1,0,1,3,5,0.2,0.0,0.2,0.6,1.3709505944546687,0.6854752972273344
langue,lemma,1,0,1,3,5,0.2,0.0,0.2,0.6,1.3709505944546687,0.6854752972273344
regarde,word,1,0,3,1,5,0.2,0.0,0.6,0.2,1.3709505944546687,0.6854752972273344
embête,word,1,3,0,1,5,0.2,0.6,0.0,0.2,1.3709505944546687,0.6854752972273344
regarder,lemma,1,0,3,1,5,0.2,0.0,0.6,0.2,1.3709505944546687,0.6854752972273344
blesser,lemma,1,3,0,1,5,0.2,0.6,0.0,0.2,1.3709505944546687,0.6854752972273344
croire,word,0,1,1,3,5,0.0,0.2,0.2,0.6,1.3709505944546687,0.6854752972273344
porter,word,3,0,1,1,5,0.6,0.0,0.2,0.2,1.3709505944546687,0.6854752972273344
plaire,lemma,0,3,1,1,5,0.0,0.6,0.2,0.2,1.3709505944546687,0.6854752972273344
battre,lemma,3,0,1,1,5,0.6,0.0,0.2,0.2,1.3709505944546687,0.6854752972273344
photos,word,1,0,3,1,5,0.2,0.0,0.6,0.2,1.3709505944546687,0.6854752972273344
faute,word,0,3,1,1,5,0.0,0.6,0.2,0.2,1.3709505944546687,0.6854752972273344
conflit,word,6,2,0,2,10,0.6,0.2,0.0,0.2,1.3709505944546687,0.6854752972273344
trouvé,word,1,0,1,3,5,0.2,0.0,0.2,0.6,1.3709505944546687,0.6854752972273344
soeur,lemma,1,0,1,3,5,0.2,0.0,0.2,0.6,1.3709505944546687,0.6854752972273344
super,lemma,0,5,1,4,10,0.0,0.5,0.1,0.4,1.360964047443681,0.6804820237218405
super,word,0,5,1,4,10,0.0,0.5,0.1,0.4,1.360964047443681,0.6804820237218405
mot,lemma,3,0,1,5,9,0.3333333333333333,0.0,0.1111111111111111,0.5555555555555556,1.3516441151533924,0.6758220575766962
pourquoi,lemma,1,0,5,3,9,0.1111111111111111,0.0,0.5555555555555556,0.3333333333333333,1.3516441151533924,0.6758220575766962
pourquoi,word,1,0,5,3,9,0.1111111111111111,0.0,0.5555555555555556,0.3333333333333333,1.3516441151533924,0.6758220575766962
vie,lemma,1,1,10,16,28,0.03571428571428571,0.03571428571428571,0.35714285714285715,0.5714285714285714,1.3352377453121176,0.6676188726560588
conflit,lemma,8,2,0,3,13,0.6153846153846154,0.15384615384615385,0.0,0.23076923076923078,1.3346791410515946,0.6673395705257973
laisser,lemma,1,0,6,5,12,0.08333333333333333,0.0,0.5,0.4166666666666667,1.3250112108241772,0.6625056054120886
vie,word,1,1,10,17,29,0.034482758620689655,0.034482758620689655,0.3448275862068966,0.5862068965517241,1.3163896416748344,0.6581948208374172
génial,word,0,10,4,2,16,0.0,0.625,0.25,0.125,1.2987949406953985,0.6493974703476992
juif,lemma,1,0,5,2,8,0.125,0.0,0.625,0.25,1.2987949406953985,0.6493974703476992
qu'on,word,1,0,5,2,8,0.125,0.0,0.625,0.25,1.2987949406953985,0.6493974703476992
d'un,word,2,0,1,5,8,0.25,0.0,0.125,0.625,1.2987949406953985,0.6493974703476992
génial,lemma,0,10,4,2,16,0.0,0.625,0.25,0.125,1.2987949406953985,0.6493974703476992
noir,lemma,3,1,0,6,10,0.3,0.1,0.0,0.6,1.295461844238322,0.647730922119161
photo,lemma,1,0,4,1,6,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,1.2516291673878228,0.6258145836939114
blague,lemma,1,4,0,1,6,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,1.2516291673878228,0.6258145836939114
énorme,word,0,4,1,1,6,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.2516291673878228,0.6258145836939114
violence,word,2,0,2,8,12,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,1.2516291673878228,0.6258145836939114
drôle,word,0,14,3,25,42,0.0,0.3333333333333333,0.07142857142857142,0.5952380952380952,1.2457873952707117,0.6228936976353558
idée,word,1,0,3,7,11,0.09090909090909091,0.0,0.2727272727272727,0.6363636363636364,1.2406705316766884,0.6203352658383442
parler,word,3,0,7,1,11,0.2727272727272727,0.0,0.6363636363636364,0.09090909090909091,1.2406705316766884,0.6203352658383442
aimer,lemma,1,0,8,10,19,0.05263157894736842,0.0,0.42105263157894735,0.5263157894736842,1.2363864108712896,0.6181932054356448
drôle,lemma,0,16,3,28,47,0.0,0.3404255319148936,0.06382978723404255,0.5957446808510638,1.2277627810440972,0.6138813905220486
temps,word,1,0,2,6,9,0.1111111111111111,0.0,0.2222222222222222,0.6666666666666666,1.224394445405986,0.612197222702993
temps,lemma,1,0,2,6,9,0.1111111111111111,0.0,0.2222222222222222,0.6666666666666666,1.224394445405986,0.612197222702993
ferme,word,1,0,6,2,9,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,1.224394445405986,0.612197222702993
sentir,lemma,2,0,1,6,9,0.2222222222222222,0.0,0.1111111111111111,0.6666666666666666,1.224394445405986,0.612197222702993
ferme,lemma,1,0,6,2,9,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,1.224394445405986,0.612197222702993
grand,lemma,5,0,3,17,25,0.2,0.0,0.12,0.68,1.2098003386604825,0.6049001693302413
amusant,lemma,2,9,2,0,13,0.15384615384615385,0.6923076923076923,0.15384615384615385,0.0,1.198183947911799,0.5990919739558995
casser,lemma,1,0,9,4,14,0.07142857142857142,0.0,0.6428571428571429,0.2857142857142857,1.1981174211304033,0.5990587105652017
assez,lemma,1,12,0,13,26,0.038461538461538464,0.46153846153846156,0.0,0.5,1.1956217818146277,0.5978108909073139
fois,lemma,1,0,3,8,12,0.08333333333333333,0.0,0.25,0.6666666666666666,1.188721875540867,0.5943609377704335
fois,word,1,0,3,8,12,0.08333333333333333,0.0,0.25,0.6666666666666666,1.188721875540867,0.5943609377704335
assez,word,1,12,0,16,29,0.034482758620689655,0.41379310344827586,0.0,0.5517241379310345,1.167651684484335,0.5838258422421675
bon,word,0,1,9,15,25,0.0,0.04,0.36,0.6,1.1585488318903812,0.5792744159451906
incroyable,lemma,0,7,1,2,10,0.0,0.7,0.1,0.2,1.1567796494470395,0.5783898247235197
porter,lemma,7,0,1,2,10,0.7,0.0,0.1,0.2,1.1567796494470395,0.5783898247235197
venir,lemma,2,0,1,7,10,0.2,0.0,0.1,0.7,1.1567796494470395,0.5783898247235197
menacé,word,2,7,0,1,10,0.2,0.7,0.0,0.1,1.1567796494470395,0.5783898247235197
arriver,lemma,1,0,2,7,10,0.1,0.0,0.2,0.7,1.1567796494470395,0.5783898247235197
suffit,word,0,1,1,5,7,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.1488348542809166,0.5744174271404583
enfants,word,1,0,1,5,7,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,1.1488348542809166,0.5744174271404583
prendre,lemma,7,0,1,14,22,0.3181818181818182,0.0,0.045454545454545456,0.6363636363636364,1.143320102127766,0.571660051063883
",",punctuation,4,0,42,14,60,0.06666666666666667,0.0,0.7,0.23333333333333334,1.1105522511832788,0.5552761255916394
horrible,lemma,0,11,2,2,15,0.0,0.7333333333333333,0.13333333333333333,0.13333333333333333,1.103307408607834,0.551653704303917
fête,word,20,0,1,9,30,0.6666666666666666,0.0,0.03333333333333333,0.3,1.07462769858425,0.537313849292125
bon,lemma,0,2,11,30,43,0.0,0.046511627906976744,0.2558139534883721,0.6976744186046512,1.0713702041610322,0.5356851020805161
entrer,lemma,1,0,1,6,8,0.125,0.0,0.125,0.75,1.061278124459133,0.5306390622295665
dormir,lemma,1,0,1,6,8,0.125,0.0,0.125,0.75,1.061278124459133,0.5306390622295665
fête,lemma,22,0,1,9,32,0.6875,0.0,0.03125,0.28125,1.0425993555312076,0.5212996777656038
sourire,word,9,1,0,2,12,0.75,0.08333333333333333,0.0,0.16666666666666666,1.0408520829727552,0.5204260414863776
horrible,word,0,9,2,1,12,0.0,0.75,0.16666666666666666,0.08333333333333333,1.0408520829727552,0.5204260414863776
.,punctuation,0,1,9,2,12,0.0,0.08333333333333333,0.75,0.16666666666666666,1.0408520829727552,0.5204260414863776
gros,word,2,0,21,5,28,0.07142857142857142,0.0,0.75,0.17857142857142858,1.0270582666007906,0.5135291333003953
crier,lemma,14,0,1,4,19,0.7368421052631579,0.0,0.05263157894736842,0.21052631578947367,1.0214554656116666,0.5107277328058333
exceptionnel,word,0,2,0,2,4,0.0,0.5,0.0,0.5,1.0,0.5
expulser,word,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
voix,lemma,3,0,0,3,6,0.5,0.0,0.0,0.5,1.0,0.5
expulser,lemma,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
excellent,lemma,0,0,2,2,4,0.0,0.0,0.5,0.5,1.0,0.5
timidement,word,2,2,0,0,4,0.5,0.5,0.0,0.0,1.0,0.5
énerve,word,2,2,0,0,4,0.5,0.5,0.0,0.0,1.0,0.5
oreille,lemma,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
voulaient,word,0,2,0,2,4,0.0,0.5,0.0,0.5,1.0,0.5
énerv,lemma,2,2,0,0,4,0.5,0.5,0.0,0.0,1.0,0.5
tirer,lemma,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
conflits,word,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
condamné,lemma,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
timidement,lemma,2,2,0,0,4,0.5,0.5,0.0,0.0,1.0,0.5
persécutions,word,0,2,0,2,4,0.0,0.5,0.0,0.5,1.0,0.5
persécuter,lemma,0,2,0,2,4,0.0,0.5,0.0,0.5,1.0,0.5
jeter,lemma,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
proteste,word,2,0,2,0,4,0.5,0.0,0.5,0.0,1.0,0.5
l'air,word,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
pile,lemma,0,0,5,5,10,0.0,0.0,0.5,0.5,1.0,0.5
protest,lemma,2,0,2,0,4,0.5,0.0,0.5,0.0,1.0,0.5
humeur,lemma,0,2,0,2,4,0.0,0.5,0.0,0.5,1.0,0.5
encore,word,0,0,6,6,12,0.0,0.0,0.5,0.5,1.0,0.5
regard,word,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
boum,word,0,0,2,2,4,0.0,0.0,0.5,0.5,1.0,0.5
s'amuse,word,2,2,0,0,4,0.5,0.5,0.0,0.0,1.0,0.5
punir,word,3,0,0,3,6,0.5,0.0,0.0,0.5,1.0,0.5
punir,lemma,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
sortir,lemma,0,0,2,2,4,0.0,0.0,0.5,0.5,1.0,0.5
gagnera,word,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
croit,word,0,0,3,3,6,0.0,0.0,0.5,0.5,1.0,0.5
cru,word,0,0,2,2,4,0.0,0.0,0.5,0.5,1.0,0.5
d'être,word,0,0,2,2,4,0.0,0.0,0.5,0.5,1.0,0.5
dansé,lemma,2,0,0,2,4,0.5,0.0,0.0,0.5,1.0,0.5
bonbons,word,0,0,2,2,4,0.0,0.0,0.5,0.5,1.0,0.5
r,lemma,0,0,2,2,4,0.0,0.0,0.5,0.5,1.0,0.5
humiliation,lemma,0,2,0,2,4,0.0,0.5,0.0,0.5,1.0,0.5
humiliations,word,0,2,0,2,4,0.0,0.5,0.0,0.5,1.0,0.5
humeur,word,0,2,0,2,4,0.0,0.5,0.0,0.5,1.0,0.5
encore,lemma,0,0,6,6,12,0.0,0.0,0.5,0.5,1.0,0.5
frustrant,word,0,2,0,2,4,0.0,0.5,0.0,0.5,1.0,0.5
frustrer,lemma,0,3,0,3,6,0.0,0.5,0.0,0.5,1.0,0.5
laisser,word,0,0,4,4,8,0.0,0.0,0.5,0.5,1.0,0.5
laisse,lemma,0,0,3,3,6,0.0,0.0,0.5,0.5,1.0,0.5
voix,word,3,0,0,3,6,0.5,0.0,0.0,0.5,1.0,0.5
piles,word,0,0,4,4,8,0.0,0.0,0.5,0.5,1.0,0.5
falloir,lemma,0,0,9,8,17,0.0,0.0,0.5294117647058824,0.47058823529411764,0.9975025463691152,0.4987512731845576
attaqué,word,6,0,0,7,13,0.46153846153846156,0.0,0.0,0.5384615384615384,0.9957274520849255,0.49786372604246276
protéger,lemma,11,0,0,13,24,0.4583333333333333,0.0,0.0,0.5416666666666666,0.9949848281859701,0.49749241409298506
protéger,word,11,0,0,13,24,0.4583333333333333,0.0,0.0,0.5416666666666666,0.9949848281859701,0.49749241409298506
voir,word,0,0,5,6,11,0.0,0.0,0.45454545454545453,0.5454545454545454,0.9940302114769565,0.49701510573847824
rir,lemma,17,3,0,2,22,0.7727272727272727,0.13636363636363635,0.0,0.09090909090909091,0.9938972639364229,0.49694863196821143
tensions,word,0,5,0,4,9,0.0,0.5555555555555556,0.0,0.4444444444444444,0.9910760598382222,0.4955380299191111
tension,lemma,0,5,0,4,9,0.0,0.5555555555555556,0.0,0.4444444444444444,0.9910760598382222,0.4955380299191111
silence,lemma,5,0,0,4,9,0.5555555555555556,0.0,0.0,0.4444444444444444,0.9910760598382222,0.4955380299191111
amus,lemma,5,4,0,0,9,0.5555555555555556,0.4444444444444444,0.0,0.0,0.9910760598382222,0.4955380299191111
silence,word,5,0,0,4,9,0.5555555555555556,0.0,0.0,0.4444444444444444,0.9910760598382222,0.4955380299191111
menacer,word,1,7,0,1,9,0.1111111111111111,0.7777777777777778,0.0,0.1111111111111111,0.9864267287308424,0.4932133643654212
histoire,lemma,0,0,3,4,7,0.0,0.0,0.42857142857142855,0.5714285714285714,0.9852281360342515,0.49261406801712576
insulte,word,4,3,0,0,7,0.5714285714285714,0.42857142857142855,0.0,0.0,0.9852281360342515,0.49261406801712576
occuper,lemma,3,0,0,4,7,0.42857142857142855,0.0,0.0,0.5714285714285714,0.9852281360342515,0.49261406801712576
pris,word,3,0,0,4,7,0.42857142857142855,0.0,0.0,0.5714285714285714,0.9852281360342515,0.49261406801712576
enfermer,lemma,3,0,0,4,7,0.42857142857142855,0.0,0.0,0.5714285714285714,0.9852281360342515,0.49261406801712576
menacer,lemma,9,52,0,6,67,0.13432835820895522,0.7761194029850746,0.0,0.08955223880597014,0.9845673194033762,0.4922836597016881
rendre,lemma,7,0,0,5,12,0.5833333333333334,0.0,0.0,0.4166666666666667,0.9798687566511528,0.4899343783255764
exploits,word,0,2,0,3,5,0.0,0.4,0.0,0.6,0.9709505944546686,0.4854752972273343
exploser,lemma,0,0,3,2,5,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
explosé,word,0,0,3,2,5,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
noir,word,2,0,0,3,5,0.4,0.0,0.0,0.6,0.9709505944546686,0.4854752972273343
immense,word,2,0,0,3,5,0.4,0.0,0.0,0.6,0.9709505944546686,0.4854752972273343
étrange,lemma,0,6,0,4,10,0.0,0.6,0.0,0.4,0.9709505944546686,0.4854752972273343
immense,lemma,2,0,0,3,5,0.4,0.0,0.0,0.6,0.9709505944546686,0.4854752972273343
jouer,word,0,0,3,2,5,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
gronder,lemma,2,0,0,3,5,0.4,0.0,0.0,0.6,0.9709505944546686,0.4854752972273343
avis,lemma,0,0,3,2,5,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
avis,word,0,0,3,2,5,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
battre,word,3,0,0,2,5,0.6,0.0,0.0,0.4,0.9709505944546686,0.4854752972273343
gêner,lemma,0,3,0,2,5,0.0,0.6,0.0,0.4,0.9709505944546686,0.4854752972273343
problème,word,0,0,2,3,5,0.0,0.0,0.4,0.6,0.9709505944546686,0.4854752972273343
croit,lemma,0,0,2,3,5,0.0,0.0,0.4,0.6,0.9709505944546686,0.4854752972273343
servir,lemma,0,0,2,3,5,0.0,0.0,0.4,0.6,0.9709505944546686,0.4854752972273343
cacher,word,2,0,0,3,5,0.4,0.0,0.0,0.6,0.9709505944546686,0.4854752972273343
savoir,lemma,0,0,6,4,10,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
réjouit,word,3,2,0,0,5,0.6,0.4,0.0,0.0,0.9709505944546686,0.4854752972273343
qu'il,word,0,0,4,6,10,0.0,0.0,0.4,0.6,0.9709505944546686,0.4854752972273343
quitté,word,3,0,0,2,5,0.6,0.0,0.0,0.4,0.9709505944546686,0.4854752972273343
célébrer,lemma,3,0,0,2,5,0.6,0.0,0.0,0.4,0.9709505944546686,0.4854752972273343
célébrer,word,3,0,0,2,5,0.6,0.0,0.0,0.4,0.9709505944546686,0.4854752972273343
pauvre,word,0,0,3,2,5,0.0,0.0,0.6,0.4,0.9709505944546686,0.4854752972273343
partir,word,2,0,0,3,5,0.4,0.0,0.0,0.6,0.9709505944546686,0.4854752972273343
drôles,word,0,2,0,3,5,0.0,0.4,0.0,0.6,0.9709505944546686,0.4854752972273343
