marker_value,marker_type,Admiration,Colère,Culpabilité,Dégoût,Embarras,Fierté,Jalousie,Joie,Peur,Surprise,Tristesse,total_count,P(Colère),P(Dégoût),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilité),P(Embarras),P(Fierté),P(Jalousie),entropy,normalized_entropy
coup,lemma,0,5,0,0,0,1,0,3,5,1,4,19,0.2631578947368421,0.0,0.15789473684210525,0.2631578947368421,0.05263157894736842,0.21052631578947367,0.0,0.0,0.0,0.05263157894736842,0.0,2.354550226546896,0.680617652293522
vraiment,word,1,1,0,0,0,1,0,0,1,2,4,10,0.1,0.0,0.0,0.1,0.2,0.4,0.1,0.0,0.0,0.1,0.0,2.3219280948873626,0.6711877414712397
vraiment,lemma,1,1,0,0,0,1,0,0,1,2,4,10,0.1,0.0,0.0,0.1,0.2,0.4,0.1,0.0,0.0,0.1,0.0,2.3219280948873626,0.6711877414712397
seul,word,1,1,0,0,1,1,0,0,0,0,1,5,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,2.321928094887362,0.6711877414712396
vrai,lemma,1,1,0,0,0,1,0,1,0,1,0,5,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,2.321928094887362,0.6711877414712396
vrai,word,1,1,0,0,0,1,0,1,0,1,0,5,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,2.321928094887362,0.6711877414712396
exploser,lemma,1,1,0,1,0,1,0,1,0,0,0,5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2.321928094887362,0.6711877414712396
explosé,word,1,1,0,1,0,1,0,1,0,0,0,5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2.321928094887362,0.6711877414712396
crier,lemma,0,4,0,1,1,0,0,3,8,1,1,19,0.21052631578947367,0.05263157894736842,0.15789473684210525,0.42105263157894735,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,2.3134597501718237,0.6687398408768425
vivre,lemma,0,2,0,0,1,1,0,2,1,0,5,12,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.0,0.4166666666666667,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,2.2841591278514217,0.6602700615747894
mort,word,1,2,0,0,1,0,0,1,4,1,8,18,0.1111111111111111,0.0,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.4444444444444444,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,2.2810361125534233,0.6593673077000854
jour,lemma,0,1,0,1,0,1,0,4,1,0,1,9,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,2.2810361125534233,0.6593673077000854
argent,lemma,0,8,0,1,0,1,0,1,1,2,3,17,0.47058823529411764,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.0,0.0,0.0,0.058823529411764705,0.0,2.2783518117113117,0.6585913707433755
imposer,lemma,0,1,0,0,0,1,0,1,2,0,1,6,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,2.2516291673878226,0.6508667942032513
avant,word,1,0,0,1,0,0,0,1,0,2,1,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,2.2516291673878226,0.6508667942032513
avant,lemma,1,0,0,1,0,0,0,1,0,2,1,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,2.2516291673878226,0.6508667942032513
vite,lemma,0,1,0,0,2,0,0,2,2,0,1,8,0.125,0.0,0.25,0.25,0.0,0.125,0.0,0.0,0.25,0.0,0.0,2.25,0.6503958592152477
vite,word,0,1,0,0,2,0,0,2,2,0,1,8,0.125,0.0,0.25,0.25,0.0,0.125,0.0,0.0,0.25,0.0,0.0,2.25,0.6503958592152477
confiance,lemma,0,1,0,0,1,0,0,2,1,0,2,7,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,2.2359263506290326,0.6463276622041702
an,lemma,1,2,0,0,1,0,0,0,0,1,2,7,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,2.2359263506290326,0.6463276622041702
beaucoup,word,1,2,0,0,0,0,0,2,0,1,1,7,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,2.2359263506290326,0.6463276622041702
ans,word,1,2,0,0,1,0,0,0,0,1,2,7,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,2.2359263506290326,0.6463276622041702
beaucoup,lemma,1,2,0,0,0,0,0,2,0,1,1,7,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,2.2359263506290326,0.6463276622041702
confiance,word,0,1,0,0,1,0,0,2,1,0,2,7,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,2.2359263506290326,0.6463276622041702
deux,word,0,2,0,0,0,0,0,3,1,2,3,11,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,2.2312702546075758,0.6449817486164083
deux,lemma,0,2,0,0,0,0,0,3,1,2,3,11,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,2.2312702546075758,0.6449817486164083
c'est,word,0,20,0,2,0,2,0,10,1,3,9,47,0.425531914893617,0.0425531914893617,0.2127659574468085,0.02127659574468085,0.06382978723404255,0.19148936170212766,0.0,0.0,0.0,0.0425531914893617,0.0,2.215396184406038,0.6403931132706429
première,word,2,0,0,0,0,2,0,5,0,4,2,15,0.0,0.0,0.3333333333333333,0.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,2.1995812306460647,0.6358215664087907
pays,word,0,2,0,0,0,2,0,1,3,0,1,9,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,2.197159723424149,0.6351215938442601
!,punctuation,28,100,0,12,4,23,1,146,13,349,33,709,0.14104372355430184,0.01692524682651622,0.2059238363892807,0.018335684062059238,0.4922425952045134,0.0465444287729196,0.039492242595204514,0.0,0.005641748942172073,0.03244005641748942,0.0014104372355430183,2.1828009348539523,0.630970973120081
qu'il,word,0,1,0,0,0,0,0,1,3,2,3,10,0.1,0.0,0.1,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,2.1709505944546685,0.6275454565307541
coup,word,0,2,0,0,0,1,0,3,1,1,0,8,0.25,0.0,0.375,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,2.1556390622295662,0.6231194311274442
unique,word,1,0,0,0,0,3,0,2,0,1,1,8,0.0,0.0,0.25,0.0,0.125,0.125,0.125,0.0,0.0,0.375,0.0,2.1556390622295662,0.6231194311274442
sou,lemma,0,3,0,2,0,1,0,1,0,1,0,8,0.375,0.25,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,2.1556390622295662,0.6231194311274442
pays,lemma,0,1,0,0,0,2,0,1,3,0,1,8,0.125,0.0,0.125,0.375,0.0,0.125,0.0,0.0,0.0,0.25,0.0,2.1556390622295662,0.6231194311274442
fort,lemma,1,3,0,0,1,1,0,0,2,0,0,8,0.375,0.0,0.0,0.25,0.0,0.0,0.125,0.0,0.125,0.125,0.0,2.1556390622295662,0.6231194311274442
parle,word,1,3,0,1,0,0,0,0,1,0,2,8,0.375,0.125,0.0,0.125,0.0,0.25,0.125,0.0,0.0,0.0,0.0,2.1556390622295662,0.6231194311274442
falloir,lemma,0,5,0,0,0,0,0,5,2,1,4,17,0.29411764705882354,0.0,0.29411764705882354,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,2.133387491316597,0.6166872846461866
luire,lemma,0,7,0,0,1,2,0,5,1,0,1,17,0.4117647058823529,0.0,0.29411764705882354,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.11764705882352941,0.0,2.130926080730337,0.6159757774225724
malade,word,0,1,0,0,0,0,0,1,3,1,1,7,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,2.1280852788913944,0.6151546015323949
voir,word,0,4,0,1,0,2,0,3,1,0,0,11,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,2.1180782093497093,0.6122619097133766
temps,word,0,1,0,0,0,0,0,3,1,1,3,9,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.113283334294875,0.610875879988435
temps,lemma,0,1,0,0,0,0,0,3,1,1,3,9,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.113283334294875,0.610875879988435
mort,lemma,1,4,0,0,1,0,0,1,7,1,13,28,0.14285714285714285,0.0,0.03571428571428571,0.25,0.03571428571428571,0.4642857142857143,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,2.1017406081205534,0.6075392838516198
prendre,lemma,0,7,0,1,1,0,0,0,9,2,2,22,0.3181818181818182,0.045454545454545456,0.0,0.4090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.045454545454545456,0.0,0.0,2.0875766428471136,0.6034449796898803
silence,lemma,0,1,0,0,1,0,0,0,1,2,4,9,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.0,2.0588138903312014,0.5951306796294438
silence,word,0,1,0,0,1,0,0,0,1,2,4,9,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.0,2.0588138903312014,0.5951306796294438
sentir,lemma,0,0,0,0,1,0,0,4,1,1,2,9,0.0,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,2.058813890331201,0.5951306796294437
mot,lemma,1,0,0,0,0,1,0,4,0,1,2,9,0.0,0.0,0.4444444444444444,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,2.058813890331201,0.5951306796294437
arriver,lemma,1,1,0,0,0,0,0,0,1,4,3,10,0.1,0.0,0.0,0.1,0.4,0.3,0.1,0.0,0.0,0.0,0.0,2.046439344671015,0.5915536337374192
faut,word,0,2,0,0,0,0,0,5,1,1,2,11,0.18181818181818182,0.0,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,2.0403733936884962,0.5898001806702046
bon,word,0,4,0,0,1,2,0,14,1,1,2,25,0.16,0.0,0.56,0.04,0.04,0.08,0.0,0.0,0.04,0.08,0.0,2.0317374334224665,0.5873038283158165
difficile,lemma,0,2,0,1,3,0,0,0,5,2,14,27,0.07407407407407407,0.037037037037037035,0.0,0.18518518518518517,0.07407407407407407,0.5185185185185185,0.0,0.0,0.1111111111111111,0.0,0.0,2.0264616915928486,0.58577879692014
passer,lemma,0,0,0,1,0,0,0,3,6,3,1,14,0.0,0.07142857142857142,0.21428571428571427,0.42857142857142855,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,2.0202442071537563,0.5839815408606196
prix,lemma,1,5,0,0,0,6,0,6,0,1,0,19,0.2631578947368421,0.0,0.3157894736842105,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.3157894736842105,0.0,2.0042859090703917,0.5793685581968228
tombe,lemma,0,0,0,0,1,0,0,1,0,1,1,4,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,2.0,0.5781296526357758
longtemps,word,0,0,0,0,0,1,0,1,1,0,1,4,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
manger,word,0,1,0,1,0,0,0,0,1,0,1,4,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
aime,word,0,1,0,1,1,0,0,1,0,0,0,4,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.0,0.5781296526357758
suivie,lemma,1,0,0,0,0,1,0,1,0,1,0,4,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
sai,lemma,0,1,0,1,0,1,0,1,0,0,0,4,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
tombe,word,0,0,0,0,1,0,0,1,0,1,1,4,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,2.0,0.5781296526357758
carrémer,lemma,0,1,0,0,0,1,0,1,0,0,1,4,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
comment,word,0,1,0,0,1,0,0,0,1,0,1,4,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2.0,0.5781296526357758
entendre,lemma,0,4,0,0,1,0,0,1,0,1,1,8,0.5,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.0,2.0,0.5781296526357758
essayer,lemma,0,0,0,0,0,1,0,1,1,0,1,4,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
longtemps,lemma,0,0,0,0,0,1,0,1,1,0,1,4,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
bouche,word,1,1,0,0,0,0,0,1,0,1,0,4,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
bouche,lemma,1,1,0,0,0,0,0,1,0,1,0,4,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,2.0,0.5781296526357758
comment,lemma,0,1,0,0,1,0,0,0,1,0,1,4,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2.0,0.5781296526357758
carrément,word,0,1,0,0,0,1,0,1,0,0,1,4,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
grandes,word,0,1,0,0,0,1,0,1,1,0,0,4,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
suivie,word,1,0,0,0,0,1,0,1,0,1,0,4,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,2.0,0.5781296526357758
record,lemma,5,0,0,0,0,6,0,6,0,4,0,21,0.0,0.0,0.2857142857142857,0.0,0.19047619047619047,0.0,0.23809523809523808,0.0,0.0,0.2857142857142857,0.0,1.9814035902506322,0.5727540846814384
?,punctuation,1,42,0,2,0,1,0,2,13,36,4,101,0.4158415841584158,0.019801980198019802,0.019801980198019802,0.12871287128712872,0.3564356435643564,0.039603960396039604,0.009900990099009901,0.0,0.0,0.009900990099009901,0.0,1.9780100159749099,0.5717731217228299
record,word,6,0,0,0,0,4,0,4,0,4,0,18,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,1.974937501201927,0.5708849657736185
jouer,lemma,0,2,0,0,0,2,0,3,0,0,2,9,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.0,1.974937501201927,0.5708849657736185
chose,lemma,0,5,0,0,1,0,0,1,0,1,3,11,0.45454545454545453,0.0,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,0.0,1.971747257128181,0.5699627784245295
yeux,word,0,1,0,0,1,0,0,2,1,5,0,10,0.1,0.0,0.2,0.1,0.5,0.0,0.0,0.0,0.1,0.0,0.0,1.9609640474436814,0.5668457317899301
malade,lemma,0,1,0,0,0,0,0,1,5,1,2,10,0.1,0.0,0.1,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,1.9609640474436814,0.5668457317899301
danseur,lemma,1,0,0,0,0,2,0,5,1,0,1,10,0.0,0.0,0.5,0.1,0.0,0.1,0.1,0.0,0.0,0.2,0.0,1.9609640474436814,0.5668457317899301
cp,word,0,2,0,2,0,1,0,0,2,0,0,7,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.950212064914747,0.5637377118276308
cp,lemma,0,2,0,2,0,1,0,0,2,0,0,7,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.950212064914747,0.5637377118276308
parler,lemma,0,8,0,0,1,0,0,1,1,1,2,14,0.5714285714285714,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.0,1.9502120649147467,0.5637377118276307
demande,lemma,0,2,0,0,0,0,0,1,2,0,2,7,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.9502120649147465,0.5637377118276307
demande,word,0,2,0,0,0,0,0,1,2,0,2,7,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.9502120649147465,0.5637377118276307
histoire,lemma,0,1,0,0,0,2,0,2,0,2,0,7,0.14285714285714285,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.9502120649147465,0.5637377118276307
impressionner,lemma,8,0,0,0,0,3,0,1,2,9,0,23,0.0,0.0,0.043478260869565216,0.08695652173913043,0.391304347826087,0.0,0.34782608695652173,0.0,0.0,0.13043478260869565,0.0,1.9459874988768266,0.5625165383796109
prix,word,1,6,0,0,0,8,0,8,0,1,0,24,0.25,0.0,0.3333333333333333,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.3333333333333333,0.0,1.9387218755408675,0.5604163022319106
qu'est-ce,word,0,2,0,0,0,0,0,0,3,4,2,11,0.18181818181818182,0.0,0.0,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.9362600275315274,0.5597046685646697
remporté,word,2,0,0,0,0,7,0,11,0,2,2,24,0.0,0.0,0.4583333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.2916666666666667,0.0,1.9305778232455937,0.5580621431696535
déjà,word,4,1,0,0,0,2,0,3,0,10,0,20,0.05,0.0,0.15,0.0,0.5,0.0,0.2,0.0,0.0,0.1,0.0,1.9232196723355077,0.5559351605548087
déjà,lemma,4,1,0,0,0,2,0,3,0,10,0,20,0.05,0.0,0.15,0.0,0.5,0.0,0.2,0.0,0.0,0.1,0.0,1.9232196723355077,0.5559351605548087
unique,lemma,1,0,0,0,0,2,0,1,0,1,0,5,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.4,0.0,1.9219280948873623,0.5555618109440844
vivre,word,0,2,0,0,0,1,0,1,0,0,1,5,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,1.9219280948873623,0.5555618109440844
école,word,0,1,0,0,0,1,0,1,0,0,2,5,0.2,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,1.9219280948873623,0.5555618109440844
