corpus,file_id,unit_id,type,start_idx,end_idx,text_span,mode,categorie1,categorie2,remarque,marker_type,marker_value
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,téléphone
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,portable
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,le
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,sortent
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,pendant
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,les
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,cours
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,pour
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,chercher
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,des
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,pokémon
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,dans
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,les
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,salles
