marker_value,marker_type,Colere,Degout,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilite,Embarras,Fierte,Jalousie,total_count,P(Colere),P(Degout),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilite),P(Embarras),P(Fierte),P(Jalousie),entropy,normalized_entropy
un,lemma,254.0,7.0,183.0,245.0,118.0,109.0,37.0,3.0,21.0,41.0,0.0,1018.0,0.24950884086444008,0.0068762278978389,0.17976424361493124,0.2406679764243615,0.11591355599214145,0.10707269155206287,0.036345776031434185,0.0029469548133595285,0.0206286836935167,0.04027504911591356,0.0,2.6949465104375276,0.7790142449756219
tout,word,18.0,0.0,15.0,11.0,10.0,16.0,1.0,0.0,3.0,5.0,0.0,79.0,0.22784810126582278,0.0,0.189873417721519,0.13924050632911392,0.12658227848101267,0.20253164556962025,0.012658227848101266,0.0,0.0379746835443038,0.06329113924050633,0.0,2.692393840701488,0.7782763579417267
y,lemma,8.0,1.0,12.0,15.0,7.0,6.0,3.0,0.0,0.0,3.0,0.0,55.0,0.14545454545454545,0.01818181818181818,0.21818181818181817,0.2727272727272727,0.12727272727272726,0.10909090909090909,0.05454545454545454,0.0,0.0,0.05454545454545454,0.0,2.685106197054864,0.7761697564967487
me,word,2.0,1.0,3.0,6.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0,21.0,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.2857142857142857,0.047619047619047616,0.23809523809523808,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,2.684017280829845,0.7758549891172888
on,lemma,9.0,3.0,5.0,7.0,4.0,18.0,0.0,0.0,4.0,2.0,0.0,52.0,0.17307692307692307,0.057692307692307696,0.09615384615384616,0.1346153846153846,0.07692307692307693,0.34615384615384615,0.0,0.0,0.07692307692307693,0.038461538461538464,0.0,2.6695938052575166,0.7716856696560733
c,word,36.0,2.0,26.0,12.0,15.0,17.0,4.0,0.0,1.0,7.0,0.0,120.0,0.3,0.016666666666666666,0.21666666666666667,0.1,0.125,0.14166666666666666,0.03333333333333333,0.0,0.008333333333333333,0.058333333333333334,0.0,2.6644739754249165,0.7702057069347357
n,word,48.0,4.0,5.0,13.0,16.0,35.0,3.0,2.0,9.0,3.0,1.0,139.0,0.34532374100719426,0.02877697841726619,0.03597122302158273,0.09352517985611511,0.11510791366906475,0.2517985611510791,0.02158273381294964,0.014388489208633094,0.06474820143884892,0.02158273381294964,0.007194244604316547,2.6631312708870465,0.7698175782807001
ça,lemma,23.0,2.0,8.0,15.0,7.0,12.0,2.0,0.0,1.0,3.0,0.0,73.0,0.3150684931506849,0.0273972602739726,0.1095890410958904,0.2054794520547945,0.0958904109589041,0.1643835616438356,0.0273972602739726,0.0,0.0136986301369863,0.0410958904109589,0.0,2.6546025604052272,0.7673522280665575
ça,word,23.0,2.0,8.0,15.0,7.0,12.0,2.0,0.0,1.0,3.0,0.0,73.0,0.3150684931506849,0.0273972602739726,0.1095890410958904,0.2054794520547945,0.0958904109589041,0.1643835616438356,0.0273972602739726,0.0,0.0136986301369863,0.0410958904109589,0.0,2.6546025604052272,0.7673522280665575
plus,word,51.0,3.0,30.0,71.0,15.0,25.0,12.0,0.0,6.0,8.0,0.0,221.0,0.23076923076923078,0.013574660633484163,0.13574660633484162,0.3212669683257919,0.06787330316742081,0.11312217194570136,0.05429864253393665,0.0,0.027149321266968326,0.03619909502262444,0.0,2.651629111485213,0.7664927085709283
plus,lemma,51.0,3.0,30.0,71.0,15.0,25.0,12.0,0.0,6.0,8.0,0.0,221.0,0.23076923076923078,0.013574660633484163,0.13574660633484162,0.3212669683257919,0.06787330316742081,0.11312217194570136,0.05429864253393665,0.0,0.027149321266968326,0.03619909502262444,0.0,2.651629111485213,0.7664927085709283
y,word,8.0,1.0,11.0,15.0,7.0,5.0,3.0,0.0,0.0,2.0,0.0,52.0,0.15384615384615385,0.019230769230769232,0.21153846153846154,0.28846153846153844,0.1346153846153846,0.09615384615384616,0.057692307692307696,0.0,0.0,0.038461538461538464,0.0,2.6490335802537546,0.7657424317863042
on,word,8.0,3.0,5.0,6.0,4.0,18.0,0.0,0.0,3.0,2.0,0.0,49.0,0.16326530612244897,0.061224489795918366,0.10204081632653061,0.12244897959183673,0.08163265306122448,0.3673469387755102,0.0,0.0,0.061224489795918366,0.04081632653061224,0.0,2.64148860923659,0.763561446049654
qu,word,20.0,1.0,12.0,29.0,18.0,17.0,1.0,0.0,3.0,4.0,0.0,105.0,0.19047619047619047,0.009523809523809525,0.11428571428571428,0.2761904761904762,0.17142857142857143,0.1619047619047619,0.009523809523809525,0.0,0.02857142857142857,0.0380952380952381,0.0,2.6414839310520124,0.7635600937510416
chose,word,4.0,0.0,3.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,17.0,0.23529411764705882,0.0,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.0,0.0,0.11764705882352941,0.058823529411764705,0.0,2.6312929881819005,0.7606142506202772
devenir,lemma,3.0,0.0,3.0,5.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,20.0,0.15,0.0,0.15,0.25,0.15,0.2,0.0,0.0,0.05,0.05,0.0,2.6282129458410015,0.7597239187159535
son,word,28.0,1.0,20.0,27.0,6.0,23.0,4.0,0.0,0.0,7.0,1.0,117.0,0.23931623931623933,0.008547008547008548,0.17094017094017094,0.23076923076923078,0.05128205128205128,0.19658119658119658,0.03418803418803419,0.0,0.0,0.05982905982905983,0.008547008547008548,2.625666884354214,0.7589879418944806
avoir,lemma,318.0,8.0,139.0,196.0,91.0,124.0,21.0,9.0,29.0,21.0,0.0,956.0,0.33263598326359833,0.008368200836820083,0.14539748953974896,0.20502092050209206,0.09518828451882845,0.1297071129707113,0.021966527196652718,0.009414225941422594,0.030334728033472803,0.021966527196652718,0.0,2.6226968511711086,0.7581294097682478
grand,word,2.0,0.0,5.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,18.0,0.1111111111111111,0.0,0.2777777777777778,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.05555555555555555,0.0,2.6213526136130225,0.7577408379719898
est,word,92.0,3.0,49.0,50.0,24.0,41.0,7.0,0.0,5.0,13.0,0.0,284.0,0.323943661971831,0.01056338028169014,0.17253521126760563,0.176056338028169,0.08450704225352113,0.1443661971830986,0.02464788732394366,0.0,0.017605633802816902,0.045774647887323945,0.0,2.616994468866958,0.7564810516179005
grand,lemma,12.0,0.0,20.0,7.0,12.0,3.0,6.0,0.0,0.0,9.0,0.0,69.0,0.17391304347826086,0.0,0.2898550724637681,0.10144927536231885,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.0,0.0,0.13043478260869565,0.0,2.616884835199482,0.7564493603808528
non,word,5.0,1.0,1.0,1.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,18.0,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.2777777777777778,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,2.6158045319402516,0.7561370827068528
non,lemma,5.0,1.0,1.0,1.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,18.0,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.2777777777777778,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,2.6158045319402516,0.7561370827068528
sur,lemma,17.0,1.0,16.0,27.0,8.0,9.0,2.0,0.0,5.0,1.0,0.0,86.0,0.19767441860465115,0.011627906976744186,0.18604651162790697,0.313953488372093,0.09302325581395349,0.10465116279069768,0.023255813953488372,0.0,0.05813953488372093,0.011627906976744186,0.0,2.612220611131318,0.7551010972606814
réussir,lemma,0.0,0.0,5.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,17.0,0.0,0.0,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.0,0.11764705882352941,0.0,2.609850166028943,0.7544158849588671
l,word,116.0,5.0,58.0,72.0,23.0,29.0,9.0,1.0,12.0,9.0,1.0,335.0,0.34626865671641793,0.014925373134328358,0.17313432835820897,0.21492537313432836,0.06865671641791045,0.08656716417910448,0.026865671641791045,0.0029850746268656717,0.03582089552238806,0.026865671641791045,0.0029850746268656717,2.608511292470188,0.7540288637061441
gros,lemma,4.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,15.0,0.26666666666666666,0.0,0.2,0.2,0.06666666666666667,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,2.6062389286533896,0.7533720032541101
à,word,112.0,1.0,59.0,87.0,26.0,56.0,9.0,2.0,14.0,9.0,0.0,375.0,0.2986666666666667,0.0026666666666666666,0.15733333333333333,0.232,0.06933333333333333,0.14933333333333335,0.024,0.005333333333333333,0.037333333333333336,0.024,0.0,2.6045582452144385,0.7528861767877344
œil,lemma,5.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,17.0,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.29411764705882354,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,2.6039757266107144,0.752717791148722
sur,word,17.0,1.0,15.0,27.0,7.0,9.0,2.0,0.0,5.0,1.0,0.0,84.0,0.20238095238095238,0.011904761904761904,0.17857142857142858,0.32142857142857145,0.08333333333333333,0.10714285714285714,0.023809523809523808,0.0,0.05952380952380952,0.011904761904761904,0.0,2.6034764735452116,0.7525734746480538
monde,lemma,4.0,1.0,17.0,4.0,6.0,2.0,2.0,0.0,1.0,4.0,0.0,41.0,0.0975609756097561,0.024390243902439025,0.4146341463414634,0.0975609756097561,0.14634146341463414,0.04878048780487805,0.04878048780487805,0.0,0.024390243902439025,0.0975609756097561,0.0,2.6015363142380177,0.7520126428348907
monde,word,4.0,1.0,17.0,4.0,6.0,2.0,2.0,0.0,1.0,4.0,0.0,41.0,0.0975609756097561,0.024390243902439025,0.4146341463414634,0.0975609756097561,0.14634146341463414,0.04878048780487805,0.04878048780487805,0.0,0.024390243902439025,0.0975609756097561,0.0,2.6015363142380177,0.7520126428348907
il,word,18.0,0.0,28.0,42.0,16.0,18.0,6.0,0.0,2.0,5.0,0.0,135.0,0.13333333333333333,0.0,0.2074074074074074,0.3111111111111111,0.11851851851851852,0.13333333333333333,0.044444444444444446,0.0,0.014814814814814815,0.037037037037037035,0.0,2.600371262939662,0.7516758674836801
gagner,word,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,11.0,0.09090909090909091,0.0,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,2.59490661824394,0.7500962309138223
le,word,129.0,5.0,97.0,84.0,32.0,32.0,13.0,1.0,8.0,16.0,0.0,417.0,0.30935251798561153,0.011990407673860911,0.23261390887290168,0.2014388489208633,0.07673860911270983,0.07673860911270983,0.03117505995203837,0.002398081534772182,0.019184652278177457,0.03836930455635491,0.0,2.590450619091095,0.7488081582926325
premier,lemma,1.0,0.0,6.0,2.0,8.0,3.0,4.0,0.0,0.0,4.0,0.0,28.0,0.03571428571428571,0.0,0.21428571428571427,0.07142857142857142,0.2857142857142857,0.10714285714285714,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,2.5836169753972325,0.7468327922651478
dire,word,7.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,5.0,1.0,0.0,21.0,0.3333333333333333,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.0,0.047619047619047616,0.23809523809523808,0.047619047619047616,0.0,2.582031116540498,0.7463743762501611
quelque,word,4.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,16.0,0.25,0.0,0.1875,0.25,0.0625,0.0625,0.0,0.0,0.125,0.0625,0.0,2.577819531114783,0.7451569550405539
à,lemma,167.0,2.0,79.0,122.0,39.0,74.0,13.0,2.0,18.0,11.0,0.0,527.0,0.31688804554079697,0.003795066413662239,0.14990512333965844,0.2314990512333966,0.07400379506641366,0.14041745730550284,0.024667931688804556,0.003795066413662239,0.03415559772296015,0.020872865275142316,0.0,2.5758610474800876,0.7445908263088442
sentir,lemma,3.0,0.0,8.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,22.0,0.13636363636363635,0.0,0.36363636363636365,0.18181818181818182,0.045454545454545456,0.13636363636363635,0.0,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,2.572623663895164,0.7436550125851439
peu,lemma,3.0,2.0,4.0,13.0,8.0,14.0,0.0,1.0,1.0,1.0,0.0,47.0,0.06382978723404255,0.0425531914893617,0.0851063829787234,0.2765957446808511,0.1702127659574468,0.2978723404255319,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0,2.5723851762137198,0.7435860741849283
peu,word,3.0,2.0,4.0,13.0,8.0,14.0,0.0,1.0,1.0,1.0,0.0,47.0,0.06382978723404255,0.0425531914893617,0.0851063829787234,0.2765957446808511,0.1702127659574468,0.2978723404255319,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0,2.5723851762137198,0.7435860741849283
fou,lemma,4.0,0.0,5.0,4.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,25.0,0.16,0.0,0.2,0.16,0.28,0.04,0.04,0.0,0.12,0.0,0.0,2.5632156925345844,0.7409354989777943
son,lemma,152.0,4.0,82.0,137.0,21.0,79.0,12.0,1.0,7.0,28.0,1.0,524.0,0.2900763358778626,0.007633587786259542,0.15648854961832062,0.26145038167938933,0.04007633587786259,0.15076335877862596,0.022900763358778626,0.0019083969465648854,0.013358778625954198,0.05343511450381679,0.0019083969465648854,2.5621463621238716,0.7406263931683451
jamais,word,3.0,0.0,2.0,3.0,10.0,9.0,3.0,0.0,1.0,0.0,1.0,32.0,0.09375,0.0,0.0625,0.09375,0.3125,0.28125,0.09375,0.0,0.03125,0.0,0.03125,2.5620853603642235,0.7406087597052874
jamais,lemma,3.0,0.0,2.0,3.0,10.0,9.0,3.0,0.0,1.0,0.0,1.0,32.0,0.09375,0.0,0.0625,0.09375,0.3125,0.28125,0.09375,0.0,0.03125,0.0,0.03125,2.5620853603642235,0.7406087597052874
du,word,55.0,1.0,29.0,32.0,24.0,38.0,2.0,0.0,2.0,7.0,0.0,190.0,0.2894736842105263,0.005263157894736842,0.15263157894736842,0.16842105263157894,0.12631578947368421,0.2,0.010526315789473684,0.0,0.010526315789473684,0.03684210526315789,0.0,2.5594973815671422,0.7398606660637947
de,word,372.0,12.0,167.0,272.0,68.0,116.0,30.0,2.0,28.0,34.0,1.0,1102.0,0.33756805807622503,0.010889292196007259,0.1515426497277677,0.24682395644283123,0.06170598911070781,0.10526315789473684,0.02722323049001815,0.0018148820326678765,0.025408348457350273,0.030852994555353903,0.0009074410163339383,2.557165497380321,0.7391866003663378
rester,lemma,3.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,14.0,0.21428571428571427,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,2.556656707462823,0.7390395270972039
m,word,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,2.5503407095463886,0.7372137942564657
être,lemma,263.0,6.0,99.0,206.0,65.0,117.0,17.0,3.0,17.0,22.0,0.0,815.0,0.3226993865030675,0.007361963190184049,0.12147239263803682,0.252760736196319,0.07975460122699386,0.14355828220858896,0.020858895705521473,0.0036809815950920245,0.020858895705521473,0.026993865030674847,0.0,2.546001546138526,0.735959494739607
au,word,20.0,0.0,11.0,27.0,8.0,9.0,4.0,0.0,3.0,1.0,0.0,83.0,0.24096385542168675,0.0,0.13253012048192772,0.3253012048192771,0.0963855421686747,0.10843373493975904,0.04819277108433735,0.0,0.03614457831325301,0.012048192771084338,0.0,2.541804675005775,0.7347463269145397
fou,word,4.0,0.0,2.0,1.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,17.0,0.23529411764705882,0.0,0.11764705882352941,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.0,0.17647058823529413,0.0,0.0,2.5366082543914996,0.7332442244921995
fait,word,21.0,1.0,10.0,14.0,8.0,16.0,0.0,0.0,1.0,1.0,1.0,73.0,0.2876712328767123,0.0136986301369863,0.136986301369863,0.1917808219178082,0.1095890410958904,0.2191780821917808,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0136986301369863,2.5355654392083182,0.7329427833023916
de,lemma,559.0,16.0,224.0,371.0,111.0,174.0,34.0,2.0,38.0,48.0,2.0,1579.0,0.3540215326155795,0.01013299556681444,0.14186193793540217,0.23495883470550982,0.07029765674477517,0.11019632678910703,0.021532615579480684,0.001266624445851805,0.024065864471184292,0.030398986700443317,0.001266624445851805,2.5342394209159123,0.7325594780550029
quelque,lemma,5.0,0.0,6.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,21.0,0.23809523809523808,0.0,0.2857142857142857,0.19047619047619047,0.09523809523809523,0.047619047619047616,0.0,0.0,0.09523809523809523,0.047619047619047616,0.0,2.5294881142662007,0.7311860424235209
la,word,151.0,4.0,103.0,202.0,38.0,60.0,17.0,2.0,7.0,27.0,0.0,611.0,0.24713584288052373,0.006546644844517185,0.1685761047463175,0.33060556464811786,0.062193126022913256,0.09819967266775777,0.027823240589198037,0.0032733224222585926,0.011456628477905073,0.044189852700491,0.0,2.5283143537544728,0.7308467495450596
tous,word,8.0,3.0,11.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,34.0,0.23529411764705882,0.08823529411764706,0.3235294117647059,0.08823529411764706,0.058823529411764705,0.14705882352941177,0.058823529411764705,0.0,0.0,0.0,0.0,2.5235462740805152,0.7294684654222372
-,punctuation,46.0,2.0,19.0,48.0,13.0,11.0,4.0,1.0,7.0,1.0,0.0,152.0,0.3026315789473684,0.013157894736842105,0.125,0.3157894736842105,0.08552631578947369,0.07236842105263158,0.02631578947368421,0.006578947368421052,0.046052631578947366,0.006578947368421052,0.0,2.5197457939441517,0.7283698802916946
très,lemma,62.0,1.0,24.0,65.0,11.0,22.0,10.0,1.0,3.0,7.0,0.0,206.0,0.30097087378640774,0.0048543689320388345,0.11650485436893204,0.3155339805825243,0.05339805825242718,0.10679611650485436,0.04854368932038835,0.0048543689320388345,0.014563106796116505,0.03398058252427184,0.0,2.5193156950054774,0.7282455538166872
très,word,62.0,1.0,24.0,65.0,11.0,22.0,10.0,1.0,3.0,7.0,0.0,206.0,0.30097087378640774,0.0048543689320388345,0.11650485436893204,0.3155339805825243,0.05339805825242718,0.10679611650485436,0.04854368932038835,0.0048543689320388345,0.014563106796116505,0.03398058252427184,0.0,2.5193156950054774,0.7282455538166872
dire,lemma,13.0,0.0,6.0,3.0,1.0,5.0,0.0,1.0,8.0,1.0,0.0,38.0,0.34210526315789475,0.0,0.15789473684210525,0.07894736842105263,0.02631578947368421,0.13157894736842105,0.0,0.02631578947368421,0.21052631578947367,0.02631578947368421,0.0,2.5116112156340744,0.7260184598253229
premier,word,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,0.125,0.0,0.125,0.0,0.25,0.125,0.125,0.0,0.0,0.25,0.0,2.5,0.7226620657947196
dix,word,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,0.25,0.125,0.125,0.125,0.0,0.125,0.25,0.0,0.0,0.0,0.0,2.5,0.7226620657947196
dix,lemma,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,0.25,0.125,0.125,0.125,0.0,0.125,0.25,0.0,0.0,0.0,0.0,2.5,0.7226620657947196
