source_file,text_span,mode,emotion,token_index,char_start,char_end,surface,surface_lower,lemma_spacy,pos_spacy,lemma_stanza,pos_stanza,is_alpha,surface_is_stopword,lemma_spacy_is_stopword,lemma_stanza_is_stopword,kept_for_analysis,drop_reason
CyberAggAdo,t insulte Paul,Comportementale,Colère,1,2,9,insulte,insulte,insulte,NOUN,insulte,VERB,True,False,False,False,True,
CyberAggAdo,t insulte Paul,Comportementale,Colère,2,10,14,Paul,paul,paul,PROPN,paul,PROPN,True,False,False,False,True,
CyberAggAdo,vu comme il est gros,Montrée,Dégoût,0,0,2,vu,vu,voir,VERB,voir,VERB,True,False,False,False,True,
CyberAggAdo,vu comme il est gros,Montrée,Dégoût,1,3,8,comme,comme,comme,SCONJ,comme,SCONJ,True,True,True,True,False,stopword_surface
CyberAggAdo,vu comme il est gros,Montrée,Dégoût,2,9,11,il,il,il,PRON,lui,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,vu comme il est gros,Montrée,Dégoût,3,12,15,est,est,être,AUX,être,AUX,True,True,True,True,False,stopword_surface
CyberAggAdo,vu comme il est gros,Montrée,Dégoût,4,16,20,gros,gros,gros,ADJ,gros,ADJ,True,False,False,False,True,
CyberAggAdo,mskn,Désignée,Tristesse,0,0,4,mskn,mskn,mskn,NOUN,mskn,X,True,False,False,False,True,
CyberAggAdo,il a pas d ami,Suggérée,Tristesse,0,0,2,il,il,il,PRON,lui,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,il a pas d ami,Suggérée,Tristesse,1,3,4,a,a,avoir,VERB,avoir,VERB,True,True,True,True,False,stopword_surface
CyberAggAdo,il a pas d ami,Suggérée,Tristesse,2,5,8,pas,pas,pas,ADV,pas,ADV,True,True,True,True,False,stopword_surface
CyberAggAdo,il a pas d ami,Suggérée,Tristesse,3,9,10,d,d,d,ADP,de,ADP,True,True,True,True,False,stopword_surface
CyberAggAdo,il a pas d ami,Suggérée,Tristesse,4,11,14,ami,ami,ami,NOUN,ami,NOUN,True,False,False,False,True,
CyberAggAdo,c ta mere que je paye julien,Montrée,Colère,0,0,1,c,c,c,NOUN,c,INTJ,True,True,True,True,False,stopword_surface
CyberAggAdo,c ta mere que je paye julien,Montrée,Colère,1,2,4,ta,ta,ta,NOUN,son,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,c ta mere que je paye julien,Montrée,Colère,2,5,9,mere,mere,mere,NOUN,mere,NOUN,True,False,False,False,True,
CyberAggAdo,c ta mere que je paye julien,Montrée,Colère,3,10,13,que,que,que,PRON,que,SCONJ,True,True,True,True,False,stopword_surface
CyberAggAdo,c ta mere que je paye julien,Montrée,Colère,4,14,16,je,je,je,PRON,moi,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,c ta mere que je paye julien,Montrée,Colère,5,17,21,paye,paye,payer,VERB,payer,VERB,True,False,False,False,True,
CyberAggAdo,c ta mere que je paye julien,Montrée,Colère,6,22,28,julien,julien,julien,ADV,julien,ADJ,True,False,False,False,True,
CyberAggAdo,drôle,Désignée,Joie,0,0,5,drôle,drôle,drôle,NOUN,drôle,ADJ,True,False,False,False,True,
CyberAggAdo,trop marrant,Désignée,Joie,0,0,4,trop,trop,trop,ADV,trop,ADV,True,True,True,True,False,stopword_surface
CyberAggAdo,trop marrant,Désignée,Joie,1,5,12,marrant,marrant,marrant,ADJ,marrant,ADJ,True,False,False,False,True,
CyberAggAdo,drole,Désignée,Joie,0,0,5,drole,drole,drole,NOUN,drole,NOUN,True,False,False,False,True,
CyberAggAdo,vous etes des gamins,Montrée,Colère,0,0,4,vous,vous,vous,PRON,vous,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,vous etes des gamins,Montrée,Colère,1,5,9,etes,etes,ete,NOUN,etettre,VERB,True,False,False,False,True,
CyberAggAdo,vous etes des gamins,Montrée,Colère,2,10,13,des,des,de,ADP,un,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,vous etes des gamins,Montrée,Colère,3,14,20,gamins,gamins,gamin,NOUN,gamin,NOUN,True,False,False,False,True,
CyberAggAdo,personne t'as demandé ton avis,Montrée,Colère,0,0,8,personne,personne,personn,ADJ,personne,PRON,True,True,False,True,False,stopword_surface
CyberAggAdo,personne t'as demandé ton avis,Montrée,Colère,2,11,13,as,as,avoir,AUX,avoir,AUX,True,True,True,True,False,stopword_surface
CyberAggAdo,personne t'as demandé ton avis,Montrée,Colère,3,14,21,demandé,demandé,demander,VERB,demander,VERB,True,False,False,False,True,
CyberAggAdo,personne t'as demandé ton avis,Montrée,Colère,4,22,25,ton,ton,ton,ADJ,son,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,personne t'as demandé ton avis,Montrée,Colère,5,26,30,avis,avis,avis,NOUN,avis,NOUN,True,False,False,False,True,
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,0,0,9,seulement,seulement,seulement,ADV,seulement,ADV,True,False,False,False,True,
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,1,10,12,si,si,si,SCONJ,si,SCONJ,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,2,13,15,tu,tu,tu,ADP,toi,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,3,16,23,accepte,accepte,accepter,VERB,accepter,VERB,True,False,False,False,True,
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,4,24,26,de,de,de,ADP,de,ADP,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,5,27,32,faire,faire,faire,VERB,faire,VERB,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,6,33,36,mes,mes,mon,DET,son,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,7,37,44,devoirs,devoirs,devoir,NOUN,devoir,NOUN,True,False,True,True,False,stopword_lemma_spacy
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,9,51,52,a,a,avoir,AUX,a,ADP,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,10,53,55,la,la,le,DET,le,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,11,56,59,fin,fin,fin,NOUN,fin,NOUN,True,False,False,False,True,
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,12,60,62,de,de,de,ADP,de,ADP,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,13,63,64,l,l,l,DET,le,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,14,65,70,annee,annee,annee,NOUN,annee,NOUN,True,False,False,False,True,
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,15,71,73,ou,ou,ou,CCONJ,ou,CCONJ,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,16,74,79,sinon,sinon,sinon,ADV,sinon,ADV,True,False,False,False,True,
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,17,80,84,tout,tout,tout,ADJ,tout,ADJ,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,18,85,87,le,le,le,DET,le,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,19,88,93,lycée,lycée,lycée,NOUN,lycée,NOUN,True,False,False,False,True,
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,20,94,96,la,la,le,DET,lui,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,seulement si tu accepte de faire mes devoirs jusqu'a la fin de l annee ou sinon tout le lycée la verra,Suggérée,Peur,21,97,102,verra,verra,verra,NOUN,voir,VERB,True,False,False,False,True,
CyberAggAdo,brice ferme la,Comportementale,Colère,0,0,5,brice,brice,brice,NOUN,brice,NOUN,True,False,False,False,True,
CyberAggAdo,brice ferme la,Comportementale,Colère,1,6,11,ferme,ferme,ferme,ADJ,fermer,VERB,True,False,False,False,True,
CyberAggAdo,brice ferme la,Comportementale,Colère,2,12,14,la,la,le,DET,le,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,T'es malade toi !,Montrée,Colère,1,2,4,es,es,être,ADP,être,AUX,True,True,True,True,False,stopword_surface
CyberAggAdo,T'es malade toi !,Montrée,Colère,2,5,11,malade,malade,malade,ADJ,malade,ADJ,True,False,False,False,True,
CyberAggAdo,T'es malade toi !,Montrée,Colère,3,12,15,toi,toi,toi,NOUN,toi,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,t expert en informatique pour savoir j ai combien de moyenne ?,Montrée,Colère,0,0,1,t,t,t,ADP,t,INTJ,True,True,True,True,False,stopword_surface
CyberAggAdo,t expert en informatique pour savoir j ai combien de moyenne ?,Montrée,Colère,1,2,8,expert,expert,expert,NOUN,expert,NOUN,True,False,False,False,True,
CyberAggAdo,t expert en informatique pour savoir j ai combien de moyenne ?,Montrée,Colère,2,9,11,en,en,en,ADP,en,ADP,True,True,True,True,False,stopword_surface
CyberAggAdo,t expert en informatique pour savoir j ai combien de moyenne ?,Montrée,Colère,3,12,24,informatique,informatique,informatique,ADJ,informatique,NOUN,True,False,False,False,True,
CyberAggAdo,t expert en informatique pour savoir j ai combien de moyenne ?,Montrée,Colère,4,25,29,pour,pour,pour,ADP,pour,ADP,True,True,True,True,False,stopword_surface
CyberAggAdo,t expert en informatique pour savoir j ai combien de moyenne ?,Montrée,Colère,5,30,36,savoir,savoir,savoir,VERB,savoir,VERB,True,False,False,False,True,
CyberAggAdo,t expert en informatique pour savoir j ai combien de moyenne ?,Montrée,Colère,6,37,38,j,j,j,NOUN,j,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,t expert en informatique pour savoir j ai combien de moyenne ?,Montrée,Colère,7,39,41,ai,ai,avoir,AUX,avoir,VERB,True,True,True,True,False,stopword_surface
CyberAggAdo,t expert en informatique pour savoir j ai combien de moyenne ?,Montrée,Colère,8,42,49,combien,combien,combien,ADV,combien,ADV,True,False,False,False,True,
CyberAggAdo,t expert en informatique pour savoir j ai combien de moyenne ?,Montrée,Colère,9,50,52,de,de,de,ADP,de,ADP,True,True,True,True,False,stopword_surface
CyberAggAdo,t expert en informatique pour savoir j ai combien de moyenne ?,Montrée,Colère,10,53,60,moyenne,moyenne,moyenne,NOUN,moyenne,NOUN,True,False,False,False,True,
CyberAggAdo,raconter de la merde,Montrée,Colère,0,0,8,raconter,raconter,raconter,VERB,raconter,VERB,True,False,False,False,True,
CyberAggAdo,raconter de la merde,Montrée,Colère,1,9,11,de,de,de,ADP,de,ADP,True,True,True,True,False,stopword_surface
CyberAggAdo,raconter de la merde,Montrée,Colère,2,12,14,la,la,le,DET,le,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,raconter de la merde,Montrée,Colère,3,15,20,merde,merde,merde,NOUN,merde,NOUN,True,False,False,False,True,
CyberAggAdo,tellement t'as r a dire,Suggérée,Colère,0,0,9,tellement,tellement,tellement,ADV,tellement,ADV,True,False,False,False,True,
CyberAggAdo,tellement t'as r a dire,Suggérée,Colère,2,12,14,as,as,avoir,AUX,avoir,VERB,True,True,True,True,False,stopword_surface
CyberAggAdo,tellement t'as r a dire,Suggérée,Colère,3,15,16,r,r,r,PRON,r,X,True,False,False,False,True,
CyberAggAdo,tellement t'as r a dire,Suggérée,Colère,4,17,18,a,a,avoir,AUX,avoir,VERB,True,True,True,True,False,stopword_surface
CyberAggAdo,tellement t'as r a dire,Suggérée,Colère,5,19,23,dire,dire,dire,VERB,dire,VERB,True,True,True,True,False,stopword_surface
CyberAggAdo,au pire vos gueule,Montrée,Colère,0,0,2,au,au,au,ADP,,,True,True,True,False,False,stopword_surface
CyberAggAdo,au pire vos gueule,Montrée,Colère,1,3,7,pire,pire,pire,NOUN,pire,NOUN,True,False,False,False,True,
CyberAggAdo,au pire vos gueule,Montrée,Colère,2,8,11,vos,vos,votre,DET,son,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,au pire vos gueule,Montrée,Colère,3,12,18,gueule,gueule,gueul,ADJ,gueule,NOUN,True,False,False,False,True,
CyberAggAdo,tdc,Montrée,Colère,0,0,3,tdc,tdc,tdc,NOUN,tdc,INTJ,True,False,False,False,True,
CyberAggAdo,cassez pas la tete,Suggérée,Colère,0,0,6,cassez,cassez,casser,VERB,casser,VERB,True,False,False,False,True,
CyberAggAdo,cassez pas la tete,Suggérée,Colère,1,7,10,pas,pas,pas,ADV,pas,ADV,True,True,True,True,False,stopword_surface
CyberAggAdo,cassez pas la tete,Suggérée,Colère,2,11,13,la,la,le,DET,le,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,cassez pas la tete,Suggérée,Colère,3,14,18,tete,tete,tete,ADV,tete,NOUN,True,False,False,False,True,
CyberAggAdo,bande de brut,Montrée,Colère,0,0,5,bande,bande,bande,NOUN,bande,NOUN,True,False,False,False,True,
CyberAggAdo,bande de brut,Montrée,Colère,1,6,8,de,de,de,ADP,de,ADP,True,True,True,True,False,stopword_surface
CyberAggAdo,bande de brut,Montrée,Colère,2,9,13,brut,brut,brut,ADJ,brut,NOUN,True,False,False,False,True,
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,0,0,4,faut,faut,falloir,VERB,falloir,VERB,True,False,False,False,True,
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,1,5,7,le,le,le,PRON,lui,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,2,8,16,brusquer,brusquer,brusquer,VERB,brusquer,VERB,True,False,False,False,True,
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,3,17,19,un,un,un,DET,un,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,4,20,23,peu,peu,peu,ADV,peu,NOUN,True,False,False,False,True,
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,5,24,26,le,le,le,DET,le,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,6,27,31,paul,paul,paul,NOUN,paul,NOUN,True,False,False,False,True,
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,7,32,36,peut,peut,pouvoir,VERB,pouvoir,VERB,True,True,True,True,False,stopword_surface
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,8,37,41,être,être,être,AUX,être,AUX,True,True,True,True,False,stopword_surface
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,9,42,44,ça,ça,cela,PRON,ça,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,10,45,48,lui,lui,luire,PRON,lui,PRON,True,True,False,True,False,stopword_surface
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,11,49,53,fera,fera,faire,VERB,faire,AUX,True,False,True,True,False,stopword_lemma_spacy
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,12,54,63,commencer,commencer,commencer,VERB,commencer,VERB,True,False,False,False,True,
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,13,64,66,un,un,un,DET,un,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,14,67,73,régime,régime,régime,NOUN,régime,NOUN,True,False,False,False,True,
CyberAggAdo,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,Montrée,Colère,15,74,77,mdr,mdr,mdr,NOUN,mdr,NOUN,True,False,False,False,True,
CyberAggAdo,on va se battre,Comportementale,Colère,0,0,2,on,on,on,PRON,on,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,on va se battre,Comportementale,Colère,1,3,5,va,va,aller,VERB,aller,VERB,True,True,True,True,False,stopword_surface
CyberAggAdo,on va se battre,Comportementale,Colère,2,6,8,se,se,se,PRON,soi,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,on va se battre,Comportementale,Colère,3,9,15,battre,battre,battre,VERB,battre,VERB,True,False,False,False,True,
CyberAggAdo,pourquoi tu cherche les problème,Montrée,Colère,0,0,8,pourquoi,pourquoi,pourquoi,ADV,pourquoi,ADV,True,False,False,False,True,
CyberAggAdo,pourquoi tu cherche les problème,Montrée,Colère,1,9,11,tu,tu,tu,ADP,toi,PRON,True,True,True,True,False,stopword_surface
CyberAggAdo,pourquoi tu cherche les problème,Montrée,Colère,2,12,19,cherche,cherche,cherche,NOUN,chercher,VERB,True,False,False,False,True,
CyberAggAdo,pourquoi tu cherche les problème,Montrée,Colère,3,20,23,les,les,le,DET,le,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,pourquoi tu cherche les problème,Montrée,Colère,4,24,32,problème,problème,problème,NOUN,problème,NOUN,True,False,False,False,True,
CyberAggAdo,drole,Désignée,Joie,0,0,5,drole,drole,drole,NOUN,drole,NOUN,True,False,False,False,True,
CyberAggAdo,sa change quoi a ta vie ????,Montrée,Colère,0,0,2,sa,sa,son,DET,son,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,sa change quoi a ta vie ????,Montrée,Colère,1,3,9,change,change,change,NOUN,change,NOUN,True,False,False,False,True,
CyberAggAdo,sa change quoi a ta vie ????,Montrée,Colère,2,10,14,quoi,quoi,quoi,PRON,quoi,INTJ,True,True,True,True,False,stopword_surface
CyberAggAdo,sa change quoi a ta vie ????,Montrée,Colère,3,15,16,a,a,avoir,AUX,avoir,VERB,True,True,True,True,False,stopword_surface
CyberAggAdo,sa change quoi a ta vie ????,Montrée,Colère,4,17,19,ta,ta,ton,PRON,son,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,sa change quoi a ta vie ????,Montrée,Colère,5,20,23,vie,vie,vie,NOUN,vie,NOUN,True,False,False,False,True,
CyberAggAdo,fermé ta gueule,Montrée,Colère,0,0,5,fermé,fermé,fermer,VERB,fermer,VERB,True,False,False,False,True,
CyberAggAdo,fermé ta gueule,Montrée,Colère,1,6,8,ta,ta,ton,PRON,son,DET,True,True,True,True,False,stopword_surface
CyberAggAdo,fermé ta gueule,Montrée,Colère,2,9,15,gueule,gueule,gueul,ADJ,gueule,NOUN,True,False,False,False,True,
CyberAggAdo,t'inquiète,Désignée,Tristesse,1,2,10,inquiète,inquiète,inquiet,ADJ,inquiéter,VERB,True,False,False,False,True,
CyberAggAdo,mais ferme la pierre etles autres la,Montrée,Colère,0,0,4,mais,mais,mais,CCONJ,mais,CCONJ,True,True,True,True,False,stopword_surface
CyberAggAdo,mais ferme la pierre etles autres la,Montrée,Colère,1,5,10,ferme,ferme,ferme,ADJ,fermer,VERB,True,False,False,False,True,
