marker_value,spacy_count,stanza_count,total_count,match_key,lexicon_match_status,exact_lexicon_term,exact_lexicon_category,in_lexique_emotionnel,best_candidate_term,best_candidate_category,best_candidate_confidence,best_candidate_repair_type
monde,16,16,32,monde,no_match,,,False,,,,
petit,16,16,32,petit,no_match,,,False,petit ami,amour,medium,truncated_prefix_marker
protestation,16,16,32,protestation,no_match,,,False,,,,
refuser,16,16,32,refuser,no_match,,,False,,,,
croire,13,18,31,croire,no_match,,,False,,,,
sourire,17,14,31,sourire,exact,sourire,comportement,True,,,,
violent,13,18,31,violent,no_match,,,False,,,,
choquante,14,16,30,choquante,no_match,,,False,,,,
horrible,15,15,30,horrible,exact,horrible,peur,True,,,,
impressionner,23,7,30,impressionner,no_match,,,False,,,,
laisser,12,18,30,laisser,no_match,,,False,,,,
malheur,15,15,30,malheur,exact,malheur,tristesse,True,,,,
manifestent,15,15,30,manifestent,no_match,,,False,,,,
perdre,14,16,30,perdre,no_match,,,False,,,,
pute,15,15,30,pute,no_match,,,False,,,,
bonheur,14,14,28,bonheur,exact,bonheur,joie,True,,,,
critique,14,14,28,critique,exact,critique,mepris,True,,,,
impressionnant,7,21,28,impressionnant,no_match,,,False,,,,
injuste,14,14,28,injuste,no_match,,,False,,,,
passer,14,14,28,passer,no_match,,,False,,,,
risque,14,14,28,risque,no_match,,,False,,,,
trouver,14,14,28,trouver,no_match,,,False,,,,
attentat,12,15,27,attentat,no_match,,,False,,,,
chance,13,13,26,chance,no_match,,,False,,,,
conflit,13,13,26,conflit,no_match,,,False,,,,
mere,13,13,26,mere,no_match,,,False,,,,
contre,12,13,25,contre,no_match,,,False,contrit,culpabilite,medium,shared_long_stem_edit_distance
dur,12,13,25,dur,no_match,,,False,,,,
rendre,12,13,25,rendre,no_match,,,False,,,,
vivre,12,13,25,vivre,no_match,,,False,,,,
champion,16,8,24,champion,no_match,,,False,,,,
désaccord,12,12,24,desaccord,no_match,,,False,,,,
encore,12,12,24,encore,no_match,,,False,,,,
fois,12,12,24,fois,no_match,,,False,,,,
grever,24,0,24,grever,no_match,,,False,,,,
injustice,12,12,24,injustice,no_match,,,False,,,,
pourtant,12,12,24,pourtant,no_match,,,False,,,,
rêve,12,12,24,reve,no_match,,,False,,,,
savoir,10,14,24,savoir,no_match,,,False,,,,
décevoir,6,17,23,decevoir,exact,décevoir,deplaisir,True,,,,
idée,11,12,23,idee,no_match,,,False,,,,
bande,11,11,22,bande,no_match,,,False,,,,
cher,11,11,22,cher,no_match,,,False,chéri,amour,medium,same_prefix_fuzzy
chose,11,11,22,chose,no_match,,,False,,,,
deux,11,11,22,deux,no_match,,,False,,,,
détruire,8,14,22,detruire,no_match,,,False,,,,
ftg,11,11,22,ftg,no_match,,,False,,,,
inquiétude,11,11,22,inquietude,exact,inquiétude,peur,True,,,,
merci,11,11,22,merci,no_match,,,False,,,,
médaille,6,16,22,medaille,no_match,,,False,,,,
panique,11,11,22,panique,exact,panique,peur,True,,,,
pauvre,11,11,22,pauvre,no_match,,,False,,,,
rir,22,0,22,rir,no_match,,,False,,,,
rue,11,11,22,rue,no_match,,,False,,,,
taire,20,2,22,taire,no_match,,,False,,,,
travailler,11,11,22,travailler,no_match,,,False,,,,
amusant,13,8,21,amusant,exact,amusant,joie,True,,,,
noir,10,11,21,noir,no_match,,,False,,,,
arriver,10,10,20,arriver,no_match,,,False,,,,
attendre,10,10,20,attendre,repaired_high,,,False,attendri,empathie,high,shared_long_stem_edit_distance
frrrintek,10,10,20,frrrintek,no_match,,,False,,,,
gens,10,10,20,gens,no_match,,,False,,,,
incroyable,10,10,20,incroyable,no_match,,,False,,,,
malade,10,10,20,malade,no_match,,,False,,,,
nouveau,10,10,20,nouveau,no_match,,,False,,,,
pile,10,10,20,pile,no_match,,,False,,,,
porter,10,10,20,porter,no_match,,,False,,,,
problème,8,12,20,probleme,no_match,,,False,,,,
respecter,10,10,20,respecter,exact,respecter,admiration,True,,,,
route,10,10,20,route,no_match,,,False,,,,
sale,9,11,20,sale,no_match,,,False,,,,
super,10,10,20,super,no_match,,,False,,,,
travail,10,10,20,travail,no_match,,,False,,,,
tristesse,10,10,20,tristesse,exact,tristesse,tristesse,True,,,,
venir,10,10,20,venir,no_match,,,False,,,,
vraiment,10,10,20,vraiment,no_match,,,False,,,,
étrange,10,10,20,etrange,no_match,,,False,,,,
accus,19,0,19,accus,no_match,,,False,,,,
affronter,10,9,19,affronter,repaired_high,,,False,affront,embarras,high,inflected_or_extended_marker
battre,5,14,19,battre,no_match,,,False,,,,
cacher,11,8,19,cacher,no_match,,,False,,,,
chasser,9,10,19,chasser,no_match,,,False,,,,
craignent,19,0,19,craignent,no_match,,,False,,,,
demander,6,13,19,demander,no_match,,,False,,,,
effrayer,11,8,19,effrayer,exact,effrayer,peur,True,,,,
marrant,11,8,19,marrant,exact,marrant,joie,True,,,,
mécontent,10,9,19,mecontent,exact,mécontent,colere,True,,,,
penser,9,10,19,penser,no_match,,,False,,,,
sentir,9,10,19,sentir,no_match,,,False,,,,
aise,9,9,18,aise,no_match,,,False,,,,
contestation,9,9,18,contestation,no_match,,,False,,,,
dérange,9,9,18,derange,no_match,,,False,,,,
ferme,9,9,18,ferme,no_match,,,False,,,,
jouer,9,9,18,jouer,no_match,,,False,,,,
jour,9,9,18,jour,no_match,,,False,,,,
mot,9,9,18,mot,no_match,,,False,,,,
normal,9,9,18,normal,no_match,,,False,,,,
peine,9,9,18,peine,exact,peine,tristesse,True,,,,
plainte,9,9,18,plainte,no_match,,,False,,,,
porc,9,9,18,porc,no_match,,,False,,,,
pourquoi,9,9,18,pourquoi,no_match,,,False,,,,
révolte,9,9,18,revolte,exact,révolte,colere,True,,,,
silence,9,9,18,silence,no_match,,,False,,,,
surprenant,9,9,18,surprenant,exact,surprenant,surprise,True,,,,
temps,9,9,18,temps,no_match,,,False,,,,
tension,9,9,18,tension,exact,tension,deplaisir,True,,,,
troupe,9,9,18,troupe,no_match,,,False,,,,
œil,1,17,18,œil,no_match,,,False,,,,
agresser,8,9,17,agresser,no_match,,,False,,,,
agression,8,9,17,agression,no_match,,,False,,,,
blague,6,11,17,blague,no_match,,,False,,,,
effondrer,7,10,17,effondrer,no_match,,,False,,,,
luire,17,0,17,luire,no_match,,,False,,,,
maison,8,9,17,maison,no_match,,,False,,,,
pays,8,9,17,pays,no_match,,,False,,,,
plaindre,9,8,17,plaindre,no_match,,,False,plaire,amour,medium,same_prefix_fuzzy
refuge,8,9,17,refuge,no_match,,,False,,,,
rejeter,8,9,17,rejeter,no_match,,,False,,,,
réfugier,10,7,17,refugier,no_match,,,False,,,,
école,8,9,17,ecole,no_match,,,False,,,,
amour,8,8,16,amour,exact,amour,amour,True,,,,
attaque,7,9,16,attaque,no_match,,,False,,,,
casser,14,2,16,casser,no_match,,,False,,,,
con,9,7,16,con,no_match,,,False,,,,
danseur,10,6,16,danseur,no_match,,,False,,,,
dormir,8,8,16,dormir,no_match,,,False,,,,
empêcher,8,8,16,empecher,no_match,,,False,,,,
enfant,8,8,16,enfant,no_match,,,False,,,,
entendre,8,8,16,entendre,no_match,,,False,,,,
exceptionnel,6,10,16,exceptionnel,no_match,,,False,,,,
famille,8,8,16,famille,no_match,,,False,,,,
fort,8,8,16,fort,no_match,,,False,,,,
honneur,8,8,16,honneur,exact,honneur,fierte,True,,,,
imposer,6,10,16,imposer,no_match,,,False,,,,
main,8,8,16,main,no_match,,,False,,,,
mieux,8,8,16,mieux,no_match,,,False,,,,
oeil,16,0,16,oeil,no_match,,,False,,,,
peu,8,8,16,peu,no_match,,,False,,,,
recevoir,8,8,16,recevoir,no_match,,,False,,,,
regretter,8,8,16,regretter,exact,regretter,culpabilite,True,,,,
récompense,8,8,16,recompense,no_match,,,False,,,,
souvenir,8,8,16,souvenir,no_match,,,False,,,,
star,8,8,16,star,no_match,,,False,,,,
subir,7,9,16,subir,no_match,,,False,,,,
surprendre,2,14,16,surprendre,exact,surprendre,surprise,True,,,,
surpris,16,0,16,surpris,exact,surpris,surprise,True,,,,
sûr,8,8,16,sur,no_match,,,False,,,,
terroriste,7,9,16,terroriste,repaired_high,,,False,terroriser,peur,high,shared_long_stem_edit_distance
tranquille,8,8,16,tranquille,exact,tranquille,apaisement,True,,,,
vite,8,8,16,vite,no_match,,,False,,,,
voler,8,8,16,voler,no_match,,,False,,,,
contester,7,8,15,contester,no_match,,,False,contenter,joie,medium,same_prefix_fuzzy
célébrer,5,10,15,celebrer,no_match,,,False,,,,
gueule,6,9,15,gueule,no_match,,,False,,,,
harceler,10,5,15,harceler,no_match,,,False,,,,
juif,8,7,15,juif,no_match,,,False,,,,
manifesté,15,0,15,manifeste,no_match,,,False,,,,
new,7,8,15,new,no_match,,,False,,,,
ravi,4,11,15,ravi,exact,ravi,joie,True,,,,
renvoyer,8,7,15,renvoyer,no_match,,,False,,,,
reproche,13,2,15,reproche,exact,reproche,culpabilite,True,,,,
réjouir,8,7,15,rejouir,exact,réjouir,joie,True,,,,
spectaculaire,7,8,15,spectaculaire,no_match,,,False,,,,
suffire,8,7,15,suffire,no_match,,,False,,,,
air,7,7,14,air,no_match,,,False,,,,
an,7,7,14,an,no_match,,,False,,,,
arrete,7,7,14,arrete,no_match,,,False,,,,
beaucoup,7,7,14,beaucoup,no_match,,,False,,,,
confiance,7,7,14,confiance,exact,confiance,audace,True,,,,
cool,7,7,14,cool,no_match,,,False,,,,
cp,7,7,14,cp,no_match,,,False,,,,
disputer,7,7,14,disputer,exact,disputer,colere,True,,,,
effrayant,6,8,14,effrayant,exact,effrayant,peur,True,,,,
hasard,7,7,14,hasard,no_match,,,False,,,,
histoire,7,7,14,histoire,no_match,,,False,,,,
insolite,7,7,14,insolite,no_match,,,False,,,,
larme,7,7,14,larme,no_match,,,False,,,,
malheureusement,7,7,14,malheureusement,exact,malheureusement,tristesse,True,,,,
marre,7,7,14,marre,repaired_high,,,False,marrer,joie,high,truncated_prefix_marker
merveilleux,7,7,14,merveilleux,exact,merveilleux,joie,True,,,,
moment,7,7,14,moment,no_match,,,False,,,,
occasion,7,7,14,occasion,no_match,,,False,,,,
occuper,7,7,14,occuper,no_match,,,False,,,,
olympique,7,7,14,olympique,no_match,,,False,,,,
paul,7,7,14,paul,no_match,,,False,,,,
redouter,6,8,14,redouter,exact,redouter,peur,True,,,,
stop,7,7,14,stop,no_match,,,False,,,,
tendre,13,1,14,tendre,exact,tendre,amour,True,,,,
venger,7,7,14,venger,no_match,,,False,,,,
énorme,7,7,14,enorme,no_match,,,False,,,,
amuse,0,13,13,amuse,repaired_high,,,False,amuser,joie,high,truncated_prefix_marker
arme,4,9,13,arme,no_match,,,False,,,,
catastrophe,5,8,13,catastrophe,no_match,,,False,,,,
crasseuse,6,7,13,crasseuse,no_match,,,False,,,,
embête,6,7,13,embete,repaired_high,,,False,embêter,deplaisir,high,truncated_prefix_marker
enfermer,7,6,13,enfermer,no_match,,,False,,,,
enfuir,8,5,13,enfuir,no_match,,,False,,,,
exploser,5,8,13,exploser,no_match,,,False,,,,
opposer,6,7,13,opposer,no_match,,,False,,,,
partir,7,6,13,partir,no_match,,,False,,,,
persécuter,4,9,13,persecuter,no_match,,,False,,,,
servir,5,8,13,servir,no_match,,,False,,,,
tête,6,7,13,tete,no_match,,,False,,,,
admirer,6,6,12,admirer,exact,admirer,admiration,True,,,,
ailey,6,6,12,ailey,no_match,,,False,,,,
alvin,6,6,12,alvin,no_match,,,False,,,,
ami,6,6,12,ami,exact,ami,amour,True,,,,
angoisse,6,6,12,angoisse,exact,angoisse,peur,True,,,,
appeler,6,6,12,appeler,no_match,,,False,appéter,desir,medium,same_prefix_fuzzy
avant,6,6,12,avant,no_match,,,False,,,,
avis,5,7,12,avis,no_match,,,False,,,,
continuer,6,6,12,continuer,no_match,,,False,,,,
couille,6,6,12,couille,no_match,,,False,,,,
danse,6,6,12,danse,no_match,,,False,,,,
danser,8,4,12,danser,no_match,,,False,,,,
descendre,10,2,12,descendre,no_match,,,False,,,,
devenir,6,6,12,devenir,no_match,,,False,,,,
dictature,6,6,12,dictature,no_match,,,False,,,,
disparaître,4,8,12,disparaitre,no_match,,,False,,,,
encourager,6,6,12,encourager,no_match,,,False,,,,
enthousiasme,4,8,12,enthousiasme,exact,enthousiasme,joie,True,,,,
famine,6,6,12,famine,no_match,,,False,,,,
faute,6,6,12,faute,exact,faute,culpabilite,True,,,,
gouine,6,6,12,gouine,no_match,,,False,,,,
hausse,6,6,12,hausse,no_match,,,False,,,,
honte,2,10,12,honte,exact,honte,embarras,True,,,,
hors,6,6,12,hors,no_match,,,False,,,,
héros,6,6,12,heros,no_match,,,False,,,,
inégalité,6,6,12,inegalite,no_match,,,False,,,,
julien,7,5,12,julien,no_match,,,False,,,,
maltraité,5,7,12,maltraite,no_match,,,False,,,,
manger,7,5,12,manger,no_match,,,False,,,,
mariage,5,7,12,mariage,no_match,,,False,,,,
moquer,6,6,12,moquer,no_match,,,False,,,,
mouvement,6,6,12,mouvement,no_match,,,False,,,,
photo,6,6,12,photo,no_match,,,False,,,,
réclame,12,0,12,reclame,no_match,,,False,,,,
seul,6,6,12,seul,no_match,,,False,,,,
sexuel,6,6,12,sexuel,no_match,,,False,,,,
supporter,7,5,12,supporter,no_match,,,False,,,,
sécheresse,6,6,12,secheresse,no_match,,,False,,,,
tendu,0,12,12,tendu,exact,tendu,deplaisir,True,,,,
tenir,5,7,12,tenir,no_match,,,False,,,,
tomber,4,8,12,tomber,no_match,,,False,,,,
voix,6,6,12,voix,no_match,,,False,,,,
vrai,5,7,12,vrai,no_match,,,False,,,,
émerveiller,6,6,12,emerveiller,exact,émerveiller,admiration,True,,,,
cadeau,4,7,11,cadeau,no_match,,,False,,,,
dangereuse,11,0,11,dangereuse,repaired_high,,,False,dangereux,peur,high,shared_long_stem_edit_distance
dansé,4,7,11,danse,no_match,,,False,,,,
entrer,8,3,11,entrer,no_match,,,False,,,,
fâché,5,6,11,fache,exact,fâché,colere,True,,,,
plaire,5,6,11,plaire,exact,plaire,amour,True,,,,
pleuré,0,11,11,pleure,repaired_high,,,False,pleureur,comportement,high,truncated_prefix_marker
puissant,6,5,11,puissant,no_match,,,False,,,,
quel,4,7,11,quel,no_match,,,False,,,,
regarder,5,6,11,regarder,no_match,,,False,,,,
retrouver,5,6,11,retrouver,no_match,,,False,,,,
réduire,5,6,11,reduire,no_match,,,False,,,,
révolter,8,3,11,revolter,exact,révolter,colere,True,,,,
sortir,4,7,11,sortir,no_match,,,False,,,,
tirer,4,7,11,tirer,no_match,,,False,,,,
traiter,9,2,11,traiter,no_match,,,False,,,,
v,10,1,11,v,no_match,,,False,,,,
vs,0,11,11,vs,no_match,,,False,,,,
échapper,6,5,11,echapper,no_match,,,False,,,,
ah,5,5,10,ah,no_match,,,False,,,,
ailleurs,5,5,10,ailleurs,no_match,,,False,,,,
anglais,5,5,10,anglais,no_match,,,False,,,,
arracher,6,4,10,arracher,no_match,,,False,,,,
bravo,5,5,10,bravo,exact,bravo,admiration,True,,,,
brice,5,5,10,brice,no_match,,,False,,,,
casse,0,10,10,casse,no_match,,,False,,,,
cauchemar,5,5,10,cauchemar,exact,cauchemar,peur,True,,,,
chien,5,5,10,chien,no_match,,,False,,,,
commun,5,5,10,commun,no_match,,,False,,,,
corruption,5,5,10,corruption,no_match,,,False,,,,
douer,10,0,10,douer,no_match,,,False,,,,
doué,0,10,10,doue,no_match,,,False,,,,
découverte,5,5,10,decouverte,no_match,,,False,,,,
défendre,5,5,10,defendre,no_match,,,False,,,,
dépression,5,5,10,depression,no_match,,,False,,,,
espionner,5,5,10,espionner,no_match,,,False,,,,
excuse,5,5,10,excuse,no_match,,,False,,,,
fille,5,5,10,fille,no_match,,,False,,,,
forcer,5,5,10,forcer,no_match,,,False,,,,
frapper,3,7,10,frapper,no_match,,,False,,,,
fuite,5,5,10,fuite,no_match,,,False,,,,
fêter,5,5,10,feter,no_match,,,False,,,,
harcelé,4,6,10,harcele,no_match,,,False,,,,
heure,5,5,10,heure,repaired_high,,,False,heureux,joie,high,truncated_prefix_marker
immense,5,5,10,immense,no_match,,,False,,,,
important,5,5,10,important,repaired_high,,,False,importun,colere,high,shared_long_stem_edit_distance
inédit,5,5,10,inedit,no_match,,,False,,,,
langue,5,5,10,langue,no_match,,,False,,,,
lutte,5,5,10,lutte,no_match,,,False,,,,
maladie,3,7,10,maladie,no_match,,,False,,,,
moquerie,5,5,10,moquerie,no_match,,,False,,,,
méfiance,5,5,10,mefiance,exact,méfiance,peur,True,,,,
méfier,7,3,10,mefier,exact,méfier,peur,True,,,,
offrir,5,5,10,offrir,no_match,,,False,,,,
pardon,5,5,10,pardon,no_match,,,False,,,,
parent,5,5,10,parent,no_match,,,False,,,,
pd,5,5,10,pd,no_match,,,False,,,,
pierre,5,5,10,pierre,no_match,,,False,,,,
place,5,5,10,place,no_match,,,False,placide,apaisement,medium,same_prefix_fuzzy
point,6,4,10,point,no_match,,,False,,,,
prestigieux,6,4,10,prestigieux,no_match,,,False,,,,
préférer,6,4,10,preferer,exact,préférer,amour,True,,,,
rage,5,5,10,rage,exact,rage,colere,True,,,,
ravager,5,5,10,ravager,no_match,,,False,,,,
repas,5,5,10,repas,no_match,,,False,,,,
rester,4,6,10,rester,no_match,,,False,,,,
râler,4,6,10,raler,no_match,,,False,,,,
réclament,0,10,10,reclament,no_match,,,False,,,,
réveiller,5,5,10,reveiller,no_match,,,False,,,,
satisfaire,6,4,10,satisfaire,exact,satisfaire,joie,True,,,,
scandale,5,5,10,scandale,exact,scandale,colere,True,,,,
soeur,5,5,10,soeur,no_match,,,False,,,,
surveiller,5,5,10,surveiller,no_match,,,False,,,,
tas,5,5,10,tas,no_match,,,False,,,,
unique,5,5,10,unique,no_match,,,False,,,,
violer,9,1,10,violer,no_match,,,False,,,,
york,5,5,10,york,no_match,,,False,,,,
amus,9,0,9,amus,no_match,,,False,,,,
angoisser,5,4,9,angoisser,exact,angoisser,peur,True,,,,
blessé,3,6,9,blesse,no_match,,,False,,,,
condamner,2,7,9,condamner,repaired_high,,,False,condamné,culpabilite,high,inflected_or_extended_marker
conséquence,3,6,9,consequence,no_match,,,False,,,,
déchirer,5,4,9,dechirer,no_match,,,False,,,,
exclame,4,5,9,exclame,no_match,,,False,,,,
inspirer,4,5,9,inspirer,no_match,,,False,,,,
jaloux,7,2,9,jaloux,exact,jaloux,jalousie,True,,,,
lever,5,4,9,lever,no_match,,,False,,,,
manquer,5,4,9,manquer,no_match,,,False,,,,
persécuté,7,2,9,persecute,no_match,,,False,,,,
punir,4,5,9,punir,no_match,,,False,,,,
ravir,8,1,9,ravir,exact,ravir,joie,True,,,,
sécurité,4,5,9,securite,no_match,,,False,,,,
accident,4,4,8,accident,no_match,,,False,,,,
acclamer,4,4,8,acclamer,exact,acclamer,admiration,True,,,,
affrontement,4,4,8,affrontement,no_match,,,False,affront,embarras,medium,inflected_or_extended_marker
agressé,4,4,8,agresse,no_match,,,False,,,,
agréable,4,4,8,agreable,no_match,,,False,,,,
animal,4,4,8,animal,no_match,,,False,,,,
arabe,4,4,8,arabe,no_match,,,False,,,,
augmentation,4,4,8,augmentation,no_match,,,False,,,,
bah,4,4,8,bah,no_match,,,False,,,,
bille,4,4,8,bille,no_match,,,False,,,,
bombardement,4,4,8,bombardement,no_match,,,False,,,,
bouche,4,4,8,bouche,no_match,,,False,,,,
cause,4,4,8,cause,no_match,,,False,,,,
championne,0,8,8,championne,no_match,,,False,,,,
choc,4,4,8,choc,no_match,,,False,,,,
comment,4,4,8,comment,no_match,,,False,,,,
condition,4,4,8,condition,no_match,,,False,,,,
coupable,4,4,8,coupable,exact,coupable,culpabilite,True,,,,
cri,4,4,8,cri,exact,cri,comportement,True,,,,
crise,4,4,8,crise,no_match,,,False,,,,
critiqué,1,7,8,critique,exact,critique,mepris,True,,,,
croisière,4,4,8,croisiere,no_match,,,False,,,,
deuil,4,4,8,deuil,exact,deuil,tristesse,True,,,,
deuxième,4,4,8,deuxieme,no_match,,,False,,,,
disparu,6,2,8,disparu,no_match,,,False,,,,
dommage,4,4,8,dommage,no_match,,,False,,,,
droit,4,4,8,droit,no_match,,,False,,,,
défense,4,4,8,defense,no_match,,,False,,,,
déposer,4,4,8,deposer,no_match,,,False,,,,
détresse,4,4,8,detresse,exact,détresse,tristesse,True,,,,
eau,4,4,8,eau,no_match,,,False,,,,
eh,4,4,8,eh,no_match,,,False,,,,
embêtant,4,4,8,embetant,exact,embêtant,deplaisir,True,,,,
emporter,4,4,8,emporter,no_match,,,False,,,,
emprisonner,4,4,8,emprisonner,no_match,,,False,,,,
essayer,4,4,8,essayer,no_match,,,False,,,,
ete,4,4,8,ete,no_match,,,False,,,,
euro,4,4,8,euro,no_match,,,False,,,,
excellent,4,4,8,excellent,no_match,,,False,,,,
expulser,4,4,8,expulser,no_match,,,False,,,,
fan,4,4,8,fan,no_match,,,False,,,,
faux,4,4,8,faux,no_match,,,False,,,,
feu,3,5,8,feu,no_match,,,False,,,,
furieux,5,3,8,furieux,exact,furieux,colere,True,,,,
féliciter,4,4,8,feliciter,repaired_high,,,False,félicité,joie,high,inflected_or_extended_marker
gronder,5,3,8,gronder,no_match,,,False,,,,
hont,8,0,8,hont,no_match,,,False,honte,embarras,medium,same_prefix_fuzzy
humeur,4,4,8,humeur,exact,humeur,non_specifiee,True,,,,
humiliation,4,4,8,humiliation,exact,humiliation,embarras,True,,,,
importer,4,4,8,importer,repaired_high,,,False,importuner,colere,high,shared_long_stem_edit_distance
jeter,4,4,8,jeter,no_match,,,False,,,,
joyeux,4,4,8,joyeux,exact,joyeux,joie,True,,,,
lancer,3,5,8,lancer,no_match,,,False,,,,
loin,4,4,8,loin,no_match,,,False,,,,
longtemps,4,4,8,longtemps,no_match,,,False,,,,
magique,4,4,8,magique,no_match,,,False,,,,
malgré,4,4,8,malgre,no_match,,,False,,,,
manifeste,4,4,8,manifeste,no_match,,,False,,,,
marier,5,3,8,marier,no_match,,,False,,,,
mentir,4,4,8,mentir,no_match,,,False,,,,
nobel,4,4,8,nobel,no_match,,,False,,,,
odeur,4,4,8,odeur,no_match,,,False,,,,
oreille,4,4,8,oreille,no_match,,,False,,,,
oser,3,5,8,oser,no_match,,,False,,,,
personn,8,0,8,personn,no_match,,,False,,,,
pk,4,4,8,pk,no_match,,,False,,,,
plaisant,0,8,8,plaisant,exact,plaisant,amour,True,,,,
polémique,4,4,8,polemique,no_match,,,False,,,,
pote,4,4,8,pote,no_match,,,False,,,,
