marker_value,spacy_count,stanza_count,total_count,candidate_rank,lexicon_term_candidate,lexicon_category,repair_type,confidence,score,levenshtein_distance_norm_noaccent,shared_prefix_len_norm_noaccent,sequence_ratio_norm_noaccent
importer,4,4,8,1,importuner,colere,shared_long_stem_edit_distance,high,0.8889,2,6,0.8889
importer,4,4,8,2,importun,colere,shared_long_stem_edit_distance,medium,0.75,2,6,0.75
rêver,3,5,8,1,révérence,admiration,truncated_prefix_marker,medium,0.7143,4,5,0.7143
rêver,3,5,8,2,révérencieux,admiration,truncated_prefix_marker,medium,0.5882,7,5,0.5882
rêver,3,5,8,3,révérencieusement,admiration,truncated_prefix_marker,medium,0.4545,12,5,0.4545
fierter,7,0,7,1,fierté,fierte,inflected_or_extended_marker,high,0.9231,1,6,0.9231
plaisante,7,0,7,1,plaisant,amour,inflected_or_extended_marker,high,0.9412,1,8,0.9412
amusent,2,4,6,1,amusement,joie,shared_long_stem_edit_distance,high,0.875,2,5,0.875
amusent,2,4,6,2,amusant,joie,same_prefix_fuzzy,medium,0.8571,1,4,0.8571
amusent,2,4,6,3,amuser,joie,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
décourage,3,3,6,1,décourager,tristesse,truncated_prefix_marker,high,0.9474,1,9,0.9474
décourage,3,3,6,2,décourageant,tristesse,truncated_prefix_marker,high,0.8571,3,9,0.8571
décourage,3,3,6,3,découragement,tristesse,truncated_prefix_marker,medium,0.8182,4,9,0.8182
déçue,6,0,6,1,déçu,deplaisir,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
fière,3,3,6,1,fierté,fierte,same_prefix_fuzzy,medium,0.9091,1,4,0.9091
fière,3,3,6,2,fier,fierte,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
fière,3,3,6,3,fièrement,fierte,truncated_prefix_marker,medium,0.7143,4,5,0.7143
payer,3,3,6,1,payer la tête,mepris,truncated_prefix_marker,medium,0.5556,8,5,0.5556
relation,3,3,6,1,relaxation,apaisement,same_prefix_fuzzy,medium,0.8889,2,4,0.8889
rigole,1,5,6,1,rigoler,joie,truncated_prefix_marker,high,0.9231,1,6,0.9231
rigole,1,5,6,2,rigolade,joie,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
rigole,1,5,6,3,rigolo,joie,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
terrorisme,3,3,6,1,terroriser,peur,shared_long_stem_edit_distance,high,0.9,2,8,0.9
amusante,0,5,5,1,amusant,joie,inflected_or_extended_marker,high,0.9333,1,7,0.9333
inquiétante,5,0,5,1,inquiétant,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
inquiétante,5,0,5,2,inquiet,peur,inflected_or_extended_marker,medium,0.7778,4,7,0.7778
jalou,0,5,5,1,jaloux,jalousie,truncated_prefix_marker,high,0.9091,1,5,0.9091
jalou,0,5,5,2,jalouser,jalousie,truncated_prefix_marker,medium,0.7692,3,5,0.7692
jalou,0,5,5,3,jalousie,jalousie,truncated_prefix_marker,medium,0.7692,3,5,0.7692
jalou,0,5,5,4,jalousement,jalousie,truncated_prefix_marker,medium,0.625,6,5,0.625
redoute,5,0,5,1,redouter,peur,truncated_prefix_marker,high,0.9333,1,7,0.9333
amusé,0,4,4,1,amuser,joie,truncated_prefix_marker,high,0.9091,1,5,0.9091
amusé,0,4,4,2,amusement,joie,truncated_prefix_marker,medium,0.7143,4,5,0.7143
applaudi,4,0,4,1,applaudir,admiration,truncated_prefix_marker,high,0.9412,1,8,0.9412
applaudi,4,0,4,2,applaudissement,admiration,truncated_prefix_marker,medium,0.6957,7,8,0.6957
contente,2,2,4,1,contenter,joie,truncated_prefix_marker,high,0.9412,1,8,0.9412
contente,2,2,4,2,content,joie,inflected_or_extended_marker,high,0.9333,1,7,0.9333
contente,2,2,4,3,contentement,joie,truncated_prefix_marker,medium,0.8,4,8,0.8
courant,2,2,4,1,courage,audace,shared_long_stem_edit_distance,medium,0.7143,2,5,0.7143
effrayé,2,2,4,1,effrayer,peur,truncated_prefix_marker,high,0.9333,1,7,0.9333
entier,2,2,4,1,enticher,amour,same_prefix_fuzzy,medium,0.8571,2,4,0.8571
grogné,0,4,4,1,grogner,comportement,truncated_prefix_marker,high,0.9231,1,6,0.9231
grogné,0,4,4,2,grognon,colere,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
grogné,0,4,4,3,grognement,comportement,truncated_prefix_marker,medium,0.75,4,6,0.75
grommèle,2,2,4,1,grommeler,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
grommèle,2,2,4,2,grommelage,colere,shared_long_stem_edit_distance,high,0.8889,2,7,0.8889
hourrah,2,2,4,1,hourra,admiration,inflected_or_extended_marker,high,0.9231,1,6,0.9231
jubile,2,2,4,1,jubiler,joie,truncated_prefix_marker,high,0.9231,1,6,0.9231
menaçante,4,0,4,1,menaçant,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
plaisanterie,2,2,4,1,plaisant,amour,inflected_or_extended_marker,medium,0.8,4,8,0.8
plein,2,2,4,1,plein de soi,orgueil,truncated_prefix_marker,medium,0.5882,7,5,0.5882
plein,2,2,4,2,plein de soi-même,orgueil,truncated_prefix_marker,medium,0.4545,12,5,0.4545
plein,2,2,4,3,plein de son importance,orgueil,truncated_prefix_marker,medium,0.3571,18,5,0.3571
redoubler,2,2,4,1,redouter,peur,same_prefix_fuzzy,medium,0.8235,2,5,0.8235
remord,2,2,4,1,remords,culpabilite,truncated_prefix_marker,high,0.9231,1,6,0.9231
rigol,4,0,4,1,rigolo,joie,truncated_prefix_marker,high,0.9091,1,5,0.9091
rigol,4,0,4,2,rigoler,joie,truncated_prefix_marker,high,0.8333,2,5,0.8333
rigol,4,0,4,3,rigolade,joie,truncated_prefix_marker,medium,0.7692,3,5,0.7692
énerv,4,0,4,1,énervé,colere,truncated_prefix_marker,high,0.9091,1,5,0.9091
énerv,4,0,4,2,énerver,colere,truncated_prefix_marker,high,0.8333,2,5,0.8333
énerv,4,0,4,3,énervant,colere,truncated_prefix_marker,medium,0.7692,3,5,0.7692
énerv,4,0,4,4,énervement,colere,truncated_prefix_marker,medium,0.6667,5,5,0.6667
crie,3,0,3,1,crier,comportement,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
embêtée,1,2,3,1,embêter,deplaisir,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
heureur,0,3,3,1,heureux,joie,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
inquiète,1,2,3,1,inquiéter,peur,truncated_prefix_marker,high,0.9412,1,8,0.9412
inquiète,1,2,3,2,inquiet,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
inquiète,1,2,3,3,inquiétude,peur,shared_long_stem_edit_distance,high,0.8889,2,7,0.8889
lassée,1,2,3,1,lasser,comportement,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
marrante,0,3,3,1,marrant,joie,inflected_or_extended_marker,high,0.9333,1,7,0.9333
marrante,0,3,3,2,marrade,joie,shared_long_stem_edit_distance,medium,0.8,2,5,0.8
redoutent,0,3,3,1,redouter,peur,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
rigolé,0,3,3,1,rigoler,joie,truncated_prefix_marker,high,0.9231,1,6,0.9231
rigolé,0,3,3,2,rigolade,joie,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
rigolé,0,3,3,3,rigolo,joie,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
révoltée,0,3,3,1,révolte,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
révoltée,0,3,3,2,révolté,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
révoltée,0,3,3,3,révolter,colere,shared_long_stem_edit_distance,high,0.875,1,7,0.875
sanglant,1,2,3,1,sanglot,comportement,shared_long_stem_edit_distance,medium,0.8,2,5,0.8
soupçonner,2,1,3,1,soupçonneux,peur,shared_long_stem_edit_distance,high,0.8571,2,9,0.8571
sourir,3,0,3,1,sourire,comportement,truncated_prefix_marker,high,0.9231,1,6,0.9231
accablé,0,2,2,1,accabler,tristesse,truncated_prefix_marker,high,0.9333,1,7,0.9333
accablé,0,2,2,2,accablement,tristesse,truncated_prefix_marker,medium,0.7778,4,7,0.7778
admiratif,1,1,2,1,admiration,admiration,shared_long_stem_edit_distance,high,0.8421,2,8,0.8421
affolée,0,2,2,1,affolé,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
affolée,0,2,2,2,affoler,peur,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
affreuse,0,2,2,1,affres,peur,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
affreuse,0,2,2,2,affreux,peur,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
affreuse,0,2,2,3,affreusement,peur,truncated_prefix_marker,medium,0.8,4,8,0.8
aimerait,0,2,2,1,aimer,amour,inflected_or_extended_marker,medium,0.7692,3,5,0.7692
alarmante,0,2,2,1,alarmant,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
atteindra,1,1,2,1,attendri,empathie,same_prefix_fuzzy,medium,0.8235,2,4,0.8235
attendai,2,0,2,1,attendri,empathie,shared_long_stem_edit_distance,high,0.875,1,6,0.875
attendai,2,0,2,2,attendrir,empathie,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
attendra,0,2,2,1,attendri,empathie,shared_long_stem_edit_distance,high,0.875,1,7,0.875
attendra,0,2,2,2,attendrir,empathie,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
bisous,0,2,2,1,bisou,amour,inflected_or_extended_marker,high,0.9091,1,5,0.9091
bougeon,1,1,2,1,bougon,colere,same_prefix_fuzzy,medium,0.9231,1,4,0.9231
camarade,1,1,2,1,camaraderie,amour,truncated_prefix_marker,high,0.8421,3,8,0.8421
charge,1,1,2,1,charme,amour,same_prefix_fuzzy,medium,0.8333,1,4,0.8333
complexer,1,1,2,1,complexé,embarras,inflected_or_extended_marker,high,0.9412,1,8,0.9412
contesté,2,0,2,1,contenter,joie,same_prefix_fuzzy,medium,0.8235,2,5,0.8235
contesté,2,0,2,2,content,joie,shared_long_stem_edit_distance,medium,0.8,2,5,0.8
contraire,1,1,2,1,contrarié,deplaisir,same_prefix_fuzzy,medium,0.8889,2,6,0.8889
convier,2,0,2,1,convoiter,desir,same_prefix_fuzzy,medium,0.875,2,4,0.875
copine,1,1,2,1,copiner,amour,truncated_prefix_marker,high,0.9231,1,6,0.9231
copine,1,1,2,2,copinerie,amour,truncated_prefix_marker,medium,0.8,3,6,0.8
dedans,1,1,2,1,dédain,mepris,same_prefix_fuzzy,medium,0.8333,2,4,0.8333
démoralisé,1,1,2,1,démoraliser,tristesse,truncated_prefix_marker,high,0.9524,1,10,0.9524
désespérément,0,2,2,1,désespéré,tristesse,inflected_or_extended_marker,medium,0.8182,4,9,0.8182
désespérémer,2,0,2,1,désespérer,tristesse,shared_long_stem_edit_distance,high,0.9091,2,9,0.9091
désespérémer,2,0,2,2,désespéré,tristesse,inflected_or_extended_marker,high,0.8571,3,9,0.8571
effacer,1,1,2,1,effarer,surprise,same_prefix_fuzzy,medium,0.8571,1,4,0.8571
embêté,0,2,2,1,embêter,deplaisir,truncated_prefix_marker,high,0.9231,1,6,0.9231
embêté,0,2,2,2,embêtement,deplaisir,truncated_prefix_marker,medium,0.75,4,6,0.75
endeuillée,1,1,2,1,endeuiller,tristesse,shared_long_stem_edit_distance,high,0.9,1,9,0.9
enthousiasmante,1,1,2,1,enthousiasmant,joie,inflected_or_extended_marker,high,0.9655,1,14,0.9655
excitée,0,2,2,1,excité,comportement,inflected_or_extended_marker,high,0.9231,1,6,0.9231
excitée,0,2,2,2,exciter,comportement,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
fiere,1,1,2,1,fierté,fierte,same_prefix_fuzzy,medium,0.9091,1,4,0.9091
fiere,1,1,2,2,fier,fierte,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
fiere,1,1,2,3,fièrement,fierte,truncated_prefix_marker,medium,0.7143,4,5,0.7143
frustrée,0,2,2,1,frustrer,deplaisir,shared_long_stem_edit_distance,high,0.875,1,7,0.875
furieur,0,2,2,1,furieux,colere,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
furieur,0,2,2,2,furie,colere,inflected_or_extended_marker,high,0.8333,2,5,0.8333
gloir,2,0,2,1,gloire,admiration,truncated_prefix_marker,high,0.9091,1,5,0.9091
grogn,2,0,2,1,grognon,colere,truncated_prefix_marker,high,0.8333,2,5,0.8333
grogn,2,0,2,2,grogner,comportement,truncated_prefix_marker,high,0.8333,2,5,0.8333
grogn,2,0,2,3,grognement,comportement,truncated_prefix_marker,medium,0.6667,5,5,0.6667
grogne,0,2,2,1,grogner,comportement,truncated_prefix_marker,high,0.9231,1,6,0.9231
grogne,0,2,2,2,grognon,colere,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
grogne,0,2,2,3,grognement,comportement,truncated_prefix_marker,medium,0.75,4,6,0.75
grommlèle,1,1,2,1,grommeler,colere,same_prefix_fuzzy,medium,0.8889,2,5,0.8889
humiliante,0,2,2,1,humiliant,embarras,inflected_or_extended_marker,high,0.9474,1,9,0.9474
interdi,1,1,2,1,intérêt,desir,shared_long_stem_edit_distance,medium,0.7143,2,5,0.7143
interdit,0,2,2,1,intérêt,desir,shared_long_stem_edit_distance,medium,0.8,2,5,0.8
internet,1,1,2,1,intérêt,desir,shared_long_stem_edit_distance,high,0.9333,1,5,0.9333
lâcher,0,2,2,1,lâche,peur,inflected_or_extended_marker,high,0.9091,1,5,0.9091
lâcher,0,2,2,2,lâcheté,peur,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
menaçaient,0,2,2,1,menaçant,peur,shared_long_stem_edit_distance,high,0.8889,2,6,0.8889
méfie,0,2,2,1,méfier,peur,truncated_prefix_marker,high,0.9091,1,5,0.9091
méfient,0,2,2,1,méfiant,peur,same_prefix_fuzzy,medium,0.8571,1,4,0.8571
méfient,0,2,2,2,méfier,peur,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
oppresseur,1,1,2,1,oppresser,deplaisir,shared_long_stem_edit_distance,high,0.9474,1,8,0.9474
oppresseur,1,1,2,2,oppressé,deplaisir,inflected_or_extended_marker,high,0.8889,2,8,0.8889
peste,0,2,2,1,pester,colere,truncated_prefix_marker,high,0.9091,1,5,0.9091
pleurnichant,1,1,2,1,pleurnichage,comportement,shared_long_stem_edit_distance,high,0.8333,2,10,0.8333
pleurnichant,1,1,2,2,pleurnichard,comportement,shared_long_stem_edit_distance,high,0.8333,2,10,0.8333
pleurniche,1,1,2,1,pleurnicher,comportement,truncated_prefix_marker,high,0.9524,1,10,0.9524
pleurniche,1,1,2,2,pleurnicheur,comportement,truncated_prefix_marker,high,0.9091,2,10,0.9091
pleurniche,1,1,2,3,pleurnichage,comportement,shared_long_stem_edit_distance,high,0.9091,2,9,0.9091
pleurniche,1,1,2,4,pleurnicherie,comportement,truncated_prefix_marker,high,0.8696,3,10,0.8696
pleurniche,1,1,2,5,pleurnichement,comportement,truncated_prefix_marker,high,0.8333,4,10,0.8333
regrettaient,1,1,2,1,regret,culpabilite,inflected_or_extended_marker,medium,0.6667,6,6,0.6667
ronchonn,2,0,2,1,ronchonne,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
ronchonn,2,0,2,2,ronchon,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
ronchonn,2,0,2,3,ronchonner,colere,truncated_prefix_marker,high,0.8889,2,8,0.8889
ronchonn,2,0,2,4,ronchonnant,colere,truncated_prefix_marker,high,0.8421,3,8,0.8421
ronchonn,2,0,2,5,ronchonneur,colere,truncated_prefix_marker,high,0.8421,3,8,0.8421
sanglote,1,1,2,1,sangloter,comportement,truncated_prefix_marker,high,0.9412,1,8,0.9412
sanglote,1,1,2,2,sanglot,comportement,inflected_or_extended_marker,high,0.9333,1,7,0.9333
scandalisé,0,2,2,1,scandaliser,colere,truncated_prefix_marker,high,0.9524,1,10,0.9524
scandalisé,0,2,2,2,scandale,colere,shared_long_stem_edit_distance,high,0.8889,2,7,0.8889
sidéré,1,1,2,1,sidérer,surprise,truncated_prefix_marker,high,0.9231,1,6,0.9231
sourit,0,2,2,1,souriant,comportement,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
sourit,0,2,2,2,sourire,comportement,shared_long_stem_edit_distance,medium,0.7692,2,5,0.7692
suspendre,1,1,2,1,suspense,peur,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
temer,2,0,2,1,témérité,audace,truncated_prefix_marker,medium,0.7692,3,5,0.7692
temer,2,0,2,2,téméraire,audace,truncated_prefix_marker,medium,0.7143,4,5,0.7143
terrorisé,0,2,2,1,terroriser,peur,truncated_prefix_marker,high,0.9474,1,9,0.9474
tétanisé,0,2,2,1,tétaniser,comportement,truncated_prefix_marker,high,0.9412,1,8,0.9412
tétanisé,0,2,2,2,tétanie,comportement,shared_long_stem_edit_distance,high,0.9333,1,6,0.9333
vénère,1,1,2,1,vénérer,amour,truncated_prefix_marker,high,0.9231,1,6,0.9231
ébahie,1,1,2,1,ébahi,surprise,inflected_or_extended_marker,high,0.9091,1,5,0.9091
ébahie,1,1,2,2,ébahir,surprise,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
émerveillés,0,2,2,1,émerveillé,admiration,inflected_or_extended_marker,high,0.9524,1,10,0.9524
émerveillés,0,2,2,2,émerveiller,admiration,shared_long_stem_edit_distance,high,0.9091,1,10,0.9091
étonnée,2,0,2,1,étonné,surprise,inflected_or_extended_marker,high,0.9231,1,6,0.9231
étonnée,2,0,2,2,étonner,surprise,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
admire,1,0,1,1,admirer,admiration,truncated_prefix_marker,high,0.9231,1,6,0.9231
admirent,1,0,1,1,admirer,admiration,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
admiré,1,0,1,1,admirer,admiration,truncated_prefix_marker,high,0.9231,1,6,0.9231
admirée,0,1,1,1,admirer,admiration,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
ador,1,0,1,1,adoré,amour,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
affligé,0,1,1,1,affliger,tristesse,truncated_prefix_marker,high,0.9333,1,7,0.9333
affligé,0,1,1,2,affligeant,tristesse,truncated_prefix_marker,high,0.8235,3,7,0.8235
affronteront,0,1,1,1,affront,embarras,inflected_or_extended_marker,medium,0.7368,5,7,0.7368
aime,1,0,1,1,aimer,amour,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
aimerai,1,0,1,1,aimer,amour,inflected_or_extended_marker,high,0.8333,2,5,0.8333
aimeriez,0,1,1,1,aimer,amour,inflected_or_extended_marker,medium,0.7692,3,5,0.7692
alertent,0,1,1,1,alerte,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
alertent,0,1,1,2,alerter,peur,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
amusait,0,1,1,1,amusant,joie,shared_long_stem_edit_distance,high,0.8571,1,5,0.8571
amusée,0,1,1,1,amuser,joie,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
angoissante,1,0,1,1,angoissant,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
angoissée,0,1,1,1,angoisse,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
angoissée,0,1,1,2,angoissé,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
angoissée,0,1,1,3,angoisser,peur,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
applaudissent,0,1,1,1,applaudissement,admiration,shared_long_stem_edit_distance,high,0.9286,2,11,0.9286
attristé,0,1,1,1,attrister,tristesse,truncated_prefix_marker,high,0.9412,1,8,0.9412
boudeuse,0,1,1,1,boudeur,colere,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
bougonne,0,1,1,1,bougonner,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
bougonne,0,1,1,2,bougon,colere,inflected_or_extended_marker,high,0.8571,2,6,0.8571
chérie,0,1,1,1,chéri,amour,inflected_or_extended_marker,high,0.9091,1,5,0.9091
chérie,0,1,1,2,chérir,amour,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
contenent,0,1,1,1,content,joie,shared_long_stem_edit_distance,high,0.875,2,6,0.875
contener,1,0,1,1,contenter,joie,shared_long_stem_edit_distance,high,0.9412,1,6,0.9412
contener,1,0,1,2,content,joie,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
crain,1,0,1,1,crainte,peur,truncated_prefix_marker,high,0.8333,2,5,0.8333
crain,1,0,1,2,craindre,peur,truncated_prefix_marker,medium,0.7692,3,5,0.7692
crain,1,0,1,3,craintif,peur,truncated_prefix_marker,medium,0.7692,3,5,0.7692
craintife,0,1,1,1,craintif,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
craintife,0,1,1,2,crainte,peur,shared_long_stem_edit_distance,high,0.875,2,6,0.875
criera,0,1,1,1,crier,comportement,inflected_or_extended_marker,high,0.9091,1,5,0.9091
crève,1,0,1,1,crève-coeur,tristesse,truncated_prefix_marker,medium,0.625,6,5,0.625
culpabilisé,0,1,1,1,culpabiliser,culpabilite,truncated_prefix_marker,high,0.9565,1,11,0.9565
culpabilisé,0,1,1,2,culpabilité,culpabilite,shared_long_stem_edit_distance,high,0.9091,1,9,0.9091
curieuse,0,1,1,1,curieux,desir,shared_long_stem_edit_distance,medium,0.8,2,6,0.8
curieuse,0,1,1,2,curieusement,desir,truncated_prefix_marker,medium,0.8,4,8,0.8
degoutez,0,1,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
degoutez,0,1,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
degoutez,0,1,1,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
degoutée,0,1,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
degoutée,0,1,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
degoutée,0,1,1,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
drol,1,0,1,1,drôle,joie,same_prefix_fuzzy,medium,0.8889,1,4,0.8889
découragé,0,1,1,1,décourager,tristesse,truncated_prefix_marker,high,0.9474,1,9,0.9474
découragé,0,1,1,2,décourageant,tristesse,truncated_prefix_marker,high,0.8571,3,9,0.8571
découragé,0,1,1,3,découragement,tristesse,truncated_prefix_marker,medium,0.8182,4,9,0.8182
décrier,1,0,1,1,décrisper,apaisement,shared_long_stem_edit_distance,high,0.875,2,5,0.875
dégouteee,1,0,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.875,2,7,0.875
dégouteee,1,0,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
dégouteee,1,0,1,3,dégoût,degout,inflected_or_extended_marker,medium,0.8,3,6,0.8
dégouteeee,0,1,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.8235,3,7,0.8235
dégouteeee,0,1,1,2,dégoût,degout,inflected_or_extended_marker,medium,0.75,4,6,0.75
dégoûtée,0,1,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
