marker_value,spacy_count,stanza_count,total_count,candidate_rank,lexicon_term_candidate,lexicon_category,repair_type,confidence,score,levenshtein_distance_norm_noaccent,shared_prefix_len_norm_noaccent,sequence_ratio_norm_noaccent
grogné,0,4,4,1,grogner,comportement,truncated_prefix_marker,high,0.9231,1,6,0.9231
grommèle,2,2,4,1,grommeler,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
grommèle,2,2,4,2,grommelage,colere,shared_long_stem_edit_distance,high,0.8889,2,7,0.8889
hourrah,2,2,4,1,hourra,admiration,inflected_or_extended_marker,high,0.9231,1,6,0.9231
jubile,2,2,4,1,jubiler,joie,truncated_prefix_marker,high,0.9231,1,6,0.9231
menaçante,4,0,4,1,menaçant,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
remord,2,2,4,1,remords,culpabilite,truncated_prefix_marker,high,0.9231,1,6,0.9231
rigol,4,0,4,1,rigolo,joie,truncated_prefix_marker,high,0.9091,1,5,0.9091
rigol,4,0,4,2,rigoler,joie,truncated_prefix_marker,high,0.8333,2,5,0.8333
énerv,4,0,4,1,énervé,colere,truncated_prefix_marker,high,0.9091,1,5,0.9091
énerv,4,0,4,2,énerver,colere,truncated_prefix_marker,high,0.8333,2,5,0.8333
embêtée,1,2,3,1,embêter,deplaisir,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
heureur,0,3,3,1,heureux,joie,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
inquiète,1,2,3,1,inquiéter,peur,truncated_prefix_marker,high,0.9412,1,8,0.9412
inquiète,1,2,3,2,inquiet,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
inquiète,1,2,3,3,inquiétude,peur,shared_long_stem_edit_distance,high,0.8889,2,7,0.8889
lassée,1,2,3,1,lasser,comportement,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
marrante,0,3,3,1,marrant,joie,inflected_or_extended_marker,high,0.9333,1,7,0.9333
redoutent,0,3,3,1,redouter,peur,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
rigolé,0,3,3,1,rigoler,joie,truncated_prefix_marker,high,0.9231,1,6,0.9231
rigolé,0,3,3,2,rigolade,joie,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
rigolé,0,3,3,3,rigolo,joie,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
révoltée,0,3,3,1,révolte,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
révoltée,0,3,3,2,révolté,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
révoltée,0,3,3,3,révolter,colere,shared_long_stem_edit_distance,high,0.875,1,7,0.875
soupçonner,2,1,3,1,soupçonneux,peur,shared_long_stem_edit_distance,high,0.8571,2,9,0.8571
sourir,3,0,3,1,sourire,comportement,truncated_prefix_marker,high,0.9231,1,6,0.9231
accablé,0,2,2,1,accabler,tristesse,truncated_prefix_marker,high,0.9333,1,7,0.9333
admiratif,1,1,2,1,admiration,admiration,shared_long_stem_edit_distance,high,0.8421,2,8,0.8421
affolée,0,2,2,1,affolé,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
affolée,0,2,2,2,affoler,peur,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
affreuse,0,2,2,1,affres,peur,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
alarmante,0,2,2,1,alarmant,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
attendai,2,0,2,1,attendri,empathie,shared_long_stem_edit_distance,high,0.875,1,6,0.875
attendai,2,0,2,2,attendrir,empathie,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
attendra,0,2,2,1,attendri,empathie,shared_long_stem_edit_distance,high,0.875,1,7,0.875
attendra,0,2,2,2,attendrir,empathie,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
bisous,0,2,2,1,bisou,amour,inflected_or_extended_marker,high,0.9091,1,5,0.9091
camarade,1,1,2,1,camaraderie,amour,truncated_prefix_marker,high,0.8421,3,8,0.8421
complexer,1,1,2,1,complexé,embarras,inflected_or_extended_marker,high,0.9412,1,8,0.9412
copine,1,1,2,1,copiner,amour,truncated_prefix_marker,high,0.9231,1,6,0.9231
démoralisé,1,1,2,1,démoraliser,tristesse,truncated_prefix_marker,high,0.9524,1,10,0.9524
désespérémer,2,0,2,1,désespérer,tristesse,shared_long_stem_edit_distance,high,0.9091,2,9,0.9091
désespérémer,2,0,2,2,désespéré,tristesse,inflected_or_extended_marker,high,0.8571,3,9,0.8571
embêté,0,2,2,1,embêter,deplaisir,truncated_prefix_marker,high,0.9231,1,6,0.9231
endeuillée,1,1,2,1,endeuiller,tristesse,shared_long_stem_edit_distance,high,0.9,1,9,0.9
enthousiasmante,1,1,2,1,enthousiasmant,joie,inflected_or_extended_marker,high,0.9655,1,14,0.9655
excitée,0,2,2,1,excité,comportement,inflected_or_extended_marker,high,0.9231,1,6,0.9231
excitée,0,2,2,2,exciter,comportement,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
frustrée,0,2,2,1,frustrer,deplaisir,shared_long_stem_edit_distance,high,0.875,1,7,0.875
furieur,0,2,2,1,furieux,colere,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
furieur,0,2,2,2,furie,colere,inflected_or_extended_marker,high,0.8333,2,5,0.8333
gloir,2,0,2,1,gloire,admiration,truncated_prefix_marker,high,0.9091,1,5,0.9091
grogn,2,0,2,1,grognon,colere,truncated_prefix_marker,high,0.8333,2,5,0.8333
grogn,2,0,2,2,grogner,comportement,truncated_prefix_marker,high,0.8333,2,5,0.8333
grogne,0,2,2,1,grogner,comportement,truncated_prefix_marker,high,0.9231,1,6,0.9231
humiliante,0,2,2,1,humiliant,embarras,inflected_or_extended_marker,high,0.9474,1,9,0.9474
internet,1,1,2,1,intérêt,desir,shared_long_stem_edit_distance,high,0.9333,1,5,0.9333
lâcher,0,2,2,1,lâche,peur,inflected_or_extended_marker,high,0.9091,1,5,0.9091
menaçaient,0,2,2,1,menaçant,peur,shared_long_stem_edit_distance,high,0.8889,2,6,0.8889
méfie,0,2,2,1,méfier,peur,truncated_prefix_marker,high,0.9091,1,5,0.9091
oppresseur,1,1,2,1,oppresser,deplaisir,shared_long_stem_edit_distance,high,0.9474,1,8,0.9474
oppresseur,1,1,2,2,oppressé,deplaisir,inflected_or_extended_marker,high,0.8889,2,8,0.8889
peste,0,2,2,1,pester,colere,truncated_prefix_marker,high,0.9091,1,5,0.9091
pleurnichant,1,1,2,1,pleurnichage,comportement,shared_long_stem_edit_distance,high,0.8333,2,10,0.8333
pleurnichant,1,1,2,2,pleurnichard,comportement,shared_long_stem_edit_distance,high,0.8333,2,10,0.8333
pleurniche,1,1,2,1,pleurnicher,comportement,truncated_prefix_marker,high,0.9524,1,10,0.9524
pleurniche,1,1,2,2,pleurnicheur,comportement,truncated_prefix_marker,high,0.9091,2,10,0.9091
pleurniche,1,1,2,3,pleurnichage,comportement,shared_long_stem_edit_distance,high,0.9091,2,9,0.9091
pleurniche,1,1,2,4,pleurnicherie,comportement,truncated_prefix_marker,high,0.8696,3,10,0.8696
pleurniche,1,1,2,5,pleurnichement,comportement,truncated_prefix_marker,high,0.8333,4,10,0.8333
ronchonn,2,0,2,1,ronchonne,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
ronchonn,2,0,2,2,ronchon,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
ronchonn,2,0,2,3,ronchonner,colere,truncated_prefix_marker,high,0.8889,2,8,0.8889
ronchonn,2,0,2,4,ronchonnant,colere,truncated_prefix_marker,high,0.8421,3,8,0.8421
ronchonn,2,0,2,5,ronchonneur,colere,truncated_prefix_marker,high,0.8421,3,8,0.8421
sanglote,1,1,2,1,sangloter,comportement,truncated_prefix_marker,high,0.9412,1,8,0.9412
sanglote,1,1,2,2,sanglot,comportement,inflected_or_extended_marker,high,0.9333,1,7,0.9333
scandalisé,0,2,2,1,scandaliser,colere,truncated_prefix_marker,high,0.9524,1,10,0.9524
scandalisé,0,2,2,2,scandale,colere,shared_long_stem_edit_distance,high,0.8889,2,7,0.8889
sidéré,1,1,2,1,sidérer,surprise,truncated_prefix_marker,high,0.9231,1,6,0.9231
sourit,0,2,2,1,souriant,comportement,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
suspendre,1,1,2,1,suspense,peur,shared_long_stem_edit_distance,high,0.8235,2,6,0.8235
terrorisé,0,2,2,1,terroriser,peur,truncated_prefix_marker,high,0.9474,1,9,0.9474
tétanisé,0,2,2,1,tétaniser,comportement,truncated_prefix_marker,high,0.9412,1,8,0.9412
tétanisé,0,2,2,2,tétanie,comportement,shared_long_stem_edit_distance,high,0.9333,1,6,0.9333
vénère,1,1,2,1,vénérer,amour,truncated_prefix_marker,high,0.9231,1,6,0.9231
ébahie,1,1,2,1,ébahi,surprise,inflected_or_extended_marker,high,0.9091,1,5,0.9091
ébahie,1,1,2,2,ébahir,surprise,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
émerveillés,0,2,2,1,émerveillé,admiration,inflected_or_extended_marker,high,0.9524,1,10,0.9524
émerveillés,0,2,2,2,émerveiller,admiration,shared_long_stem_edit_distance,high,0.9091,1,10,0.9091
étonnée,2,0,2,1,étonné,surprise,inflected_or_extended_marker,high,0.9231,1,6,0.9231
étonnée,2,0,2,2,étonner,surprise,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
admire,1,0,1,1,admirer,admiration,truncated_prefix_marker,high,0.9231,1,6,0.9231
admiré,1,0,1,1,admirer,admiration,truncated_prefix_marker,high,0.9231,1,6,0.9231
admirée,0,1,1,1,admirer,admiration,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
affligé,0,1,1,1,affliger,tristesse,truncated_prefix_marker,high,0.9333,1,7,0.9333
affligé,0,1,1,2,affligeant,tristesse,truncated_prefix_marker,high,0.8235,3,7,0.8235
aimerai,1,0,1,1,aimer,amour,inflected_or_extended_marker,high,0.8333,2,5,0.8333
alertent,0,1,1,1,alerte,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
amusait,0,1,1,1,amusant,joie,shared_long_stem_edit_distance,high,0.8571,1,5,0.8571
amusée,0,1,1,1,amuser,joie,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
angoissante,1,0,1,1,angoissant,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
angoissée,0,1,1,1,angoisse,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
angoissée,0,1,1,2,angoissé,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
angoissée,0,1,1,3,angoisser,peur,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
applaudissent,0,1,1,1,applaudissement,admiration,shared_long_stem_edit_distance,high,0.9286,2,11,0.9286
attristé,0,1,1,1,attrister,tristesse,truncated_prefix_marker,high,0.9412,1,8,0.9412
bougonne,0,1,1,1,bougonner,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
bougonne,0,1,1,2,bougon,colere,inflected_or_extended_marker,high,0.8571,2,6,0.8571
chérie,0,1,1,1,chéri,amour,inflected_or_extended_marker,high,0.9091,1,5,0.9091
chérie,0,1,1,2,chérir,amour,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
contenent,0,1,1,1,content,joie,shared_long_stem_edit_distance,high,0.875,2,6,0.875
contener,1,0,1,1,contenter,joie,shared_long_stem_edit_distance,high,0.9412,1,6,0.9412
crain,1,0,1,1,crainte,peur,truncated_prefix_marker,high,0.8333,2,5,0.8333
craintife,0,1,1,1,craintif,peur,inflected_or_extended_marker,high,0.9412,1,8,0.9412
craintife,0,1,1,2,crainte,peur,shared_long_stem_edit_distance,high,0.875,2,6,0.875
criera,0,1,1,1,crier,comportement,inflected_or_extended_marker,high,0.9091,1,5,0.9091
culpabilisé,0,1,1,1,culpabiliser,culpabilite,truncated_prefix_marker,high,0.9565,1,11,0.9565
culpabilisé,0,1,1,2,culpabilité,culpabilite,shared_long_stem_edit_distance,high,0.9091,1,9,0.9091
degoutez,0,1,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
degoutez,0,1,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
degoutez,0,1,1,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
degoutée,0,1,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
degoutée,0,1,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
degoutée,0,1,1,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
découragé,0,1,1,1,décourager,tristesse,truncated_prefix_marker,high,0.9474,1,9,0.9474
découragé,0,1,1,2,décourageant,tristesse,truncated_prefix_marker,high,0.8571,3,9,0.8571
décrier,1,0,1,1,décrisper,apaisement,shared_long_stem_edit_distance,high,0.875,2,5,0.875
dégouteee,1,0,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.875,2,7,0.875
dégouteee,1,0,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
dégouteeee,0,1,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.8235,3,7,0.8235
dégoûtée,0,1,1,1,dégoûté,degout,inflected_or_extended_marker,high,0.9333,1,7,0.9333
dégoûtée,0,1,1,2,dégoûter,degout,shared_long_stem_edit_distance,high,0.875,1,7,0.875
dégoûtée,0,1,1,3,dégoût,degout,inflected_or_extended_marker,high,0.8571,2,6,0.8571
délic,1,0,1,1,délice,joie,truncated_prefix_marker,high,0.9091,1,5,0.9091
détent,1,0,1,1,détente,apaisement,truncated_prefix_marker,high,0.9231,1,6,0.9231
effrayante,0,1,1,1,effrayant,peur,inflected_or_extended_marker,high,0.9474,1,9,0.9474
engueule,0,1,1,1,engueuler,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
engueule,0,1,1,2,engueulade,colere,shared_long_stem_edit_distance,high,0.8889,2,7,0.8889
enthousiasm,1,0,1,1,enthousiasme,joie,truncated_prefix_marker,high,0.9565,1,11,0.9565
enthousiasm,1,0,1,2,enthousiasmer,joie,truncated_prefix_marker,high,0.9167,2,11,0.9167
enthousiasm,1,0,1,3,enthousiasmant,joie,truncated_prefix_marker,high,0.88,3,11,0.88
enthousiasm,1,0,1,4,enthousiaste,joie,shared_long_stem_edit_distance,high,0.8696,2,10,0.8696
entraine,1,0,1,1,entrain,joie,inflected_or_extended_marker,high,0.9333,1,7,0.9333
entrainer,0,1,1,1,entrain,joie,inflected_or_extended_marker,high,0.875,2,7,0.875
espèr,1,0,1,1,espérer,desir,truncated_prefix_marker,high,0.8333,2,5,0.8333
exaspéré,0,1,1,1,exaspérer,colere,truncated_prefix_marker,high,0.9412,1,8,0.9412
fâchée,0,1,1,1,fâché,colere,inflected_or_extended_marker,high,0.9091,1,5,0.9091
fâchée,0,1,1,2,fâcherie,colere,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
fâchée,0,1,1,3,fâcher,colere,shared_long_stem_edit_distance,high,0.8333,1,5,0.8333
félicitée,0,1,1,1,félicité,joie,inflected_or_extended_marker,high,0.9412,1,8,0.9412
glorieur,0,1,1,1,glorieux,admiration,shared_long_stem_edit_distance,high,0.875,1,7,0.875
glorieuse,1,0,1,1,glorieux,admiration,shared_long_stem_edit_distance,high,0.8235,2,7,0.8235
humiliée,0,1,1,1,humilié,embarras,inflected_or_extended_marker,high,0.9333,1,7,0.9333
humiliée,0,1,1,2,humilier,embarras,shared_long_stem_edit_distance,high,0.875,1,7,0.875
indignée,0,1,1,1,indigné,colere,inflected_or_extended_marker,high,0.9333,1,7,0.9333
indignée,0,1,1,2,indigner,colere,shared_long_stem_edit_distance,high,0.875,1,7,0.875
inquiétée,0,1,1,1,inquiéter,peur,shared_long_stem_edit_distance,high,0.8889,1,8,0.8889
inquiétée,0,1,1,2,inquiet,peur,inflected_or_extended_marker,high,0.875,2,7,0.875
inquiétée,0,1,1,3,inquiétude,peur,shared_long_stem_edit_distance,high,0.8421,2,7,0.8421
irrespectueuse,1,0,1,1,irrespectueux,embarras,shared_long_stem_edit_distance,high,0.8889,2,12,0.8889
irrespectueuse,1,0,1,2,irrespectueusement,embarras,truncated_prefix_marker,high,0.875,4,14,0.875
isolent,0,1,1,1,isolement,tristesse,shared_long_stem_edit_distance,high,0.875,2,5,0.875
isolent,0,1,1,2,isolé,tristesse,inflected_or_extended_marker,high,0.8333,2,5,0.8333
joviale,0,1,1,1,jovial,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
joviale,0,1,1,2,jovialité,joie,shared_long_stem_edit_distance,high,0.875,2,6,0.875
lamente,0,1,1,1,lamenter,tristesse,truncated_prefix_marker,high,0.9333,1,7,0.9333
malheureuse,0,1,1,1,malheureux,tristesse,shared_long_stem_edit_distance,high,0.8571,2,9,0.8571
malheureuse,0,1,1,2,malheureusement,tristesse,truncated_prefix_marker,high,0.8462,4,11,0.8462
menacée,1,0,1,1,menace,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
menacée,1,0,1,2,menacé,peur,inflected_or_extended_marker,high,0.9231,1,6,0.9231
menacée,1,0,1,3,menacer,peur,shared_long_stem_edit_distance,high,0.8571,1,6,0.8571
mécontente,0,1,1,1,mécontenter,colere,truncated_prefix_marker,high,0.9524,1,10,0.9524
mécontente,0,1,1,2,mécontent,colere,inflected_or_extended_marker,high,0.9474,1,9,0.9474
mécontente,0,1,1,3,mécontentement,colere,truncated_prefix_marker,high,0.8333,4,10,0.8333
méfiante,0,1,1,1,méfiant,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
méfiante,0,1,1,2,méfiance,peur,shared_long_stem_edit_distance,high,0.875,1,6,0.875
offensive,0,1,1,1,offense,embarras,shared_long_stem_edit_distance,high,0.875,2,6,0.875
offensive,0,1,1,2,offensé,embarras,shared_long_stem_edit_distance,high,0.875,2,6,0.875
passionn,1,0,1,1,passionné,amour,truncated_prefix_marker,high,0.9412,1,8,0.9412
passionn,1,0,1,2,passion,amour,inflected_or_extended_marker,high,0.9333,1,7,0.9333
passionn,1,0,1,3,passionnel,amour,truncated_prefix_marker,high,0.8889,2,8,0.8889
passionn,1,0,1,4,passionner,amour,truncated_prefix_marker,high,0.8889,2,8,0.8889
pitier,1,0,1,1,pitie,empathie,inflected_or_extended_marker,high,0.9091,1,5,0.9091
pitier,1,0,1,2,pitié,empathie,inflected_or_extended_marker,high,0.9091,1,5,0.9091
plair,1,0,1,1,plaire,amour,truncated_prefix_marker,high,0.9091,1,5,0.9091
redoutables,1,0,1,1,redoutable,peur,inflected_or_extended_marker,high,0.9524,1,10,0.9524
reposter,1,0,1,1,reposer,apaisement,shared_long_stem_edit_distance,high,0.9333,1,5,0.9333
reposter,1,0,1,2,reposé,apaisement,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
repostez,0,1,1,1,reposé,apaisement,shared_long_stem_edit_distance,high,0.8571,2,5,0.8571
rigolot,0,1,1,1,rigolo,joie,inflected_or_extended_marker,high,0.9231,1,6,0.9231
rigolote,0,1,1,1,rigolo,joie,inflected_or_extended_marker,high,0.8571,2,6,0.8571
réjoui,0,1,1,1,réjouir,joie,truncated_prefix_marker,high,0.9231,1,6,0.9231
stressée,0,1,1,1,stressé,peur,inflected_or_extended_marker,high,0.9333,1,7,0.9333
stressée,0,1,1,2,stresser,peur,shared_long_stem_edit_distance,high,0.875,1,7,0.875
stressée,0,1,1,3,stress,peur,inflected_or_extended_marker,high,0.8571,2,6,0.8571
surprend,1,0,1,1,surprendre,surprise,truncated_prefix_marker,high,0.8889,2,8,0.8889
tente,1,0,1,1,tenter,desir,truncated_prefix_marker,high,0.9091,1,5,0.9091
tremblaient,0,1,1,1,tremblant,comportement,shared_long_stem_edit_distance,high,0.9,2,7,0.9
troublée,1,0,1,1,trouble,surprise,inflected_or_extended_marker,high,0.9333,1,7,0.9333
troublée,1,0,1,2,troubler,surprise,shared_long_stem_edit_distance,high,0.875,1,7,0.875
énervait,0,1,1,1,énervant,colere,shared_long_stem_edit_distance,high,0.875,1,6,0.875
épouvant,1,0,1,1,épouvante,peur,truncated_prefix_marker,high,0.9412,1,8,0.9412
épouvant,1,0,1,2,épouvanter,peur,truncated_prefix_marker,high,0.8889,2,8,0.8889
épouvant,1,0,1,3,épouvantail,peur,truncated_prefix_marker,high,0.8421,3,8,0.8421
étonn,1,0,1,1,étonné,surprise,truncated_prefix_marker,high,0.9091,1,5,0.9091
étonn,1,0,1,2,étonner,surprise,truncated_prefix_marker,high,0.8333,2,5,0.8333
étonnerait,0,1,1,1,étonner,surprise,inflected_or_extended_marker,high,0.8235,3,7,0.8235
