marker_value,marker_type,Colere,Degout,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilite,Embarras,Fierte,Jalousie,total_count,P(Colere),P(Degout),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilite),P(Embarras),P(Fierte),P(Jalousie),entropy,normalized_entropy
t,word,17.0,5.0,3.0,1.0,0.0,0.0,0,0.0,1.0,0.0,2.0,29.0,0.5862068965517241,0.1724137931034483,0.10344827586206896,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.06896551724137931,1.8286225027877085,0.5285904461693104
il,lemma,22.0,9.0,4.0,0.0,0.0,6.0,0,0.0,0.0,0.0,1.0,42.0,0.5238095238095238,0.21428571428571427,0.09523809523809523,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.023809523809523808,1.8173984792709441,0.525345975760849
tout,word,3.0,0.0,0.0,1.0,0.0,3.0,0,0.0,0.0,1.0,0.0,8.0,0.375,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,1.811278124459133,0.523576796460169
croire,lemma,5.0,3.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.789929075309999,0.5174055372758225
suis,word,5.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,1.0,0.0,10.0,0.5,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,1.7609640474436812,0.5090327665263525
parce,lemma,4.0,1.0,0.0,0.0,0.0,2.0,0,0.0,0.0,1.0,0.0,8.0,0.5,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.0,1.75,0.5058634460563037
parce,word,4.0,1.0,0.0,0.0,0.0,2.0,0,0.0,0.0,1.0,0.0,8.0,0.5,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.0,1.75,0.5058634460563037
paul,word,16.0,12.0,2.0,0.0,0.0,3.0,0,0.0,0.0,0.0,1.0,34.0,0.47058823529411764,0.35294117647058826,0.058823529411764705,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.029411764705882353,1.7411558556380649,0.5033069150023907
mon,lemma,14.0,3.0,2.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,22.0,0.6363636363636364,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,1.7295290545023005,0.4999460157514483
mais,word,54.0,23.0,5.0,0.0,2.0,4.0,0,0.0,3.0,0.0,1.0,92.0,0.5869565217391305,0.25,0.05434782608695652,0.0,0.021739130434782608,0.043478260869565216,0.0,0.0,0.03260869565217391,0.0,0.010869565217391304,1.7282317595055032,0.499571013398516
mais,lemma,54.0,23.0,5.0,0.0,2.0,4.0,0,0.0,3.0,0.0,1.0,92.0,0.5869565217391305,0.25,0.05434782608695652,0.0,0.021739130434782608,0.043478260869565216,0.0,0.0,0.03260869565217391,0.0,0.010869565217391304,1.7282317595055032,0.499571013398516
vas,word,7.0,0.0,2.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,13.0,0.5384615384615384,0.0,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.7272486062639207,0.4992868183774941
paul,lemma,17.0,13.0,2.0,0.0,0.0,3.0,0,0.0,0.0,0.0,1.0,36.0,0.4722222222222222,0.3611111111111111,0.05555555555555555,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.027777777777777776,1.7158285531297168,0.4959856827017144
meme,lemma,8.0,6.0,1.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,18.0,0.4444444444444444,0.3333333333333333,0.05555555555555555,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.7107770844150674,0.49452548077506403
',punctuation,119.0,27.0,14.0,2.0,3.0,13.0,0,1.0,0.0,4.0,0.0,183.0,0.6502732240437158,0.14754098360655737,0.07650273224043716,0.01092896174863388,0.01639344262295082,0.07103825136612021,0.0,0.00546448087431694,0.0,0.02185792349726776,0.0,1.695870061568944,0.4902163848051326
de,lemma,103.0,54.0,11.0,3.0,0.0,4.0,0,0.0,0.0,4.0,4.0,183.0,0.5628415300546448,0.29508196721311475,0.060109289617486336,0.01639344262295082,0.0,0.02185792349726776,0.0,0.0,0.0,0.02185792349726776,0.02185792349726776,1.68902161574922,0.4882367400037066
se,lemma,6.0,1.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,11.0,0.5454545454545454,0.09090909090909091,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.6858157091530304,0.48731002517028765
se,word,6.0,1.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,11.0,0.5454545454545454,0.09090909090909091,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.6858157091530304,0.48731002517028765
meme,word,8.0,8.0,1.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,20.0,0.4,0.4,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,1.6841837197791887,0.48683827444538547
aller,lemma,46.0,7.0,4.0,4.0,0.0,4.0,0,0.0,4.0,0.0,0.0,69.0,0.6666666666666666,0.10144927536231885,0.057971014492753624,0.057971014492753624,0.0,0.057971014492753624,0.0,0.0,0.057971014492753624,0.0,0.0,1.677577580937215,0.4849286720683985
des,word,25.0,9.0,5.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,42.0,0.5952380952380952,0.21428571428571427,0.11904761904761904,0.0,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.023809523809523808,0.0,1.6724276553552904,0.4834400097245094
de,word,86.0,46.0,7.0,3.0,0.0,2.0,0,0.0,0.0,4.0,4.0,152.0,0.5657894736842105,0.3026315789473684,0.046052631578947366,0.019736842105263157,0.0,0.013157894736842105,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,1.6614209947622058,0.4802583712918295
lui,lemma,23.0,4.0,3.0,0.0,3.0,0.0,0,0.0,1.0,1.0,0.0,35.0,0.6571428571428571,0.11428571428571428,0.08571428571428572,0.0,0.08571428571428572,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,1.6563773028410171,0.4788004173626301
pas,lemma,67.0,16.0,7.0,2.0,3.0,9.0,0,0.0,0.0,0.0,0.0,104.0,0.6442307692307693,0.15384615384615385,0.0673076923076923,0.019230769230769232,0.028846153846153848,0.08653846153846154,0.0,0.0,0.0,0.0,0.0,1.6488659418889937,0.47662914711362253
pas,word,67.0,16.0,7.0,2.0,3.0,9.0,0,0.0,0.0,0.0,0.0,104.0,0.6442307692307693,0.15384615384615385,0.0673076923076923,0.019230769230769232,0.028846153846153848,0.08653846153846154,0.0,0.0,0.0,0.0,0.0,1.6488659418889937,0.47662914711362253
vous,word,65.0,11.0,7.0,3.0,0.0,9.0,0,0.0,0.0,3.0,0.0,98.0,0.6632653061224489,0.11224489795918367,0.07142857142857142,0.030612244897959183,0.0,0.09183673469387756,0.0,0.0,0.0,0.030612244897959183,0.0,1.6432992306093839,0.4750200066844203
c'est,word,15.0,4.0,6.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,27.0,0.5555555555555556,0.14814814814814814,0.2222222222222222,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,1.6395862451836642,0.4739467131972138
me,word,11.0,5.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,20.0,0.55,0.25,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.6387586809150083,0.4737074934756279
une,word,15.0,4.0,1.0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,23.0,0.6521739130434783,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,1.6277637415297184,0.47052924323184336
taire,lemma,12.0,7.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,23.0,0.5217391304347826,0.30434782608695654,0.08695652173913043,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,1.624821327228443,0.4696786947528899
vous,lemma,67.0,11.0,7.0,3.0,0.0,9.0,0,0.0,0.0,3.0,0.0,100.0,0.67,0.11,0.07,0.03,0.0,0.09,0.0,0.0,0.0,0.03,0.0,1.6221331094008047,0.468901625533439
grave,lemma,3.0,6.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,11.0,0.2727272727272727,0.5454545454545454,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.6171895725927152,0.4674726229246125
allez,word,7.0,0.0,0.0,2.0,0.0,2.0,0,1.0,0.0,0.0,0.0,12.0,0.5833333333333334,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,1.6140054628542204,0.46655220879607745
elle,word,18.0,4.0,2.0,0.0,3.0,0.0,0,0.0,1.0,0.0,0.0,28.0,0.6428571428571429,0.14285714285714285,0.07142857142857142,0.0,0.10714285714285714,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,1.5997285817674223,0.46242526464436096
un,lemma,49.0,21.0,2.0,2.0,1.0,3.0,0,0.0,0.0,2.0,0.0,80.0,0.6125,0.2625,0.025,0.025,0.0125,0.0375,0.0,0.0,0.0,0.025,0.0,1.5954988981103293,0.4612026118726438
avoir,lemma,73.0,19.0,7.0,4.0,1.0,8.0,0,0.0,0.0,0.0,0.0,112.0,0.6517857142857143,0.16964285714285715,0.0625,0.03571428571428571,0.008928571428571428,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1.5911111719855273,0.45993427458244746
grvvv,lemma,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
suicider,word,2.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
sort,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
t'ai,word,2.0,2.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
toiausssi,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
tai,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
suicider,lemma,2.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
toiausssi,lemma,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
jvais,word,2.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
channgé,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
sort,lemma,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
grvvv,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
channger,lemma,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
ptdrrr,lemma,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
ptdrrr,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
croyais,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
jvai,lemma,2.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
photos,word,7.0,4.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,13.0,0.5384615384615384,0.3076923076923077,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,1.573402452417767,0.4548153066362806
tu,word,66.0,20.0,5.0,4.0,0.0,6.0,0,0.0,1.0,0.0,0.0,102.0,0.6470588235294118,0.19607843137254902,0.049019607843137254,0.0392156862745098,0.0,0.058823529411764705,0.0,0.0,0.00980392156862745,0.0,0.0,1.569601917911016,0.45371670578917156
me,lemma,11.0,3.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,18.0,0.6111111111111112,0.16666666666666666,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.5694452621548822,0.453671422120233
jte,lemma,3.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.375,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.561278124459133,0.45131058988069694
jte,word,3.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.375,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.561278124459133,0.45131058988069694
tai,lemma,3.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5566567074628228,0.44997470077931606
son,word,5.0,4.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.4166666666666667,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5545851693377994,0.44937589197099526
quand,word,8.0,2.0,1.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,13.0,0.6153846153846154,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,1.5465935642949382,0.4470658000472794
quand,lemma,8.0,2.0,1.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,13.0,0.6153846153846154,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,1.5465935642949382,0.4470658000472794
",",punctuation,28.0,3.0,2.0,2.0,0.0,4.0,0,0.0,0.0,1.0,0.0,40.0,0.7,0.075,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.025,0.0,1.537907461892953,0.44455495336507017
photo,lemma,8.0,5.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,15.0,0.5333333333333333,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,1.532914563979398,0.4431116821968655
je,word,42.0,4.0,3.0,2.0,0.0,6.0,0,1.0,0.0,1.0,0.0,59.0,0.711864406779661,0.06779661016949153,0.05084745762711865,0.03389830508474576,0.0,0.1016949152542373,0.0,0.01694915254237288,0.0,0.01694915254237288,0.0,1.5310838245618696,0.44258247982510435
je,lemma,42.0,4.0,3.0,2.0,0.0,6.0,0,1.0,0.0,1.0,0.0,59.0,0.711864406779661,0.06779661016949153,0.05084745762711865,0.03389830508474576,0.0,0.1016949152542373,0.0,0.01694915254237288,0.0,0.01694915254237288,0.0,1.5310838245618696,0.44258247982510435
est,word,11.0,3.0,1.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,18.0,0.6111111111111112,0.16666666666666666,0.05555555555555555,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.5275070675902451,0.4415485651923204
tomber,lemma,2.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,5.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,1.5219280948873621,0.43993588041692927
tomber,word,2.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,5.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,1.5219280948873621,0.43993588041692927
voile,word,1.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5219280948873621,0.43993588041692927
sai,lemma,2.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5219280948873621,0.43993588041692927
sais,word,2.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5219280948873621,0.43993588041692927
sont,word,2.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,5.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,1.5219280948873621,0.43993588041692927
voile,lemma,1.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5219280948873621,0.43993588041692927
avoir,word,4.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.5,0.43359723947683176
pd,word,4.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.43359723947683176
pd,lemma,4.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.43359723947683176
tu,lemma,54.0,13.0,3.0,4.0,0.0,4.0,0,0.0,1.0,0.0,0.0,79.0,0.6835443037974683,0.16455696202531644,0.0379746835443038,0.05063291139240506,0.0,0.05063291139240506,0.0,0.0,0.012658227848101266,0.0,0.0,1.4984069639388122,0.4331367487844864
arthur,word,5.0,4.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4949188482339508,0.43212845722408394
arthur,lemma,5.0,4.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4949188482339508,0.43212845722408394
votre,word,7.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,2.0,0.0,11.0,0.6363636363636364,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,1.4911148500551854,0.4310288551512256
du,word,5.0,3.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,10.0,0.5,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.4854752972273344,0.42939865879253225
va,word,20.0,5.0,2.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,31.0,0.6451612903225806,0.16129032258064516,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,1.4687704274131959,0.4245698685010454
par,lemma,3.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591479170272448,0.42178833920758835
voit,word,3.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.4591479170272448,0.42178833920758835
etait,word,3.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,6.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.4591479170272448,0.42178833920758835
eter,lemma,3.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,6.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.4591479170272448,0.42178833920758835
mérite,word,6.0,0.0,2.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,12.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.4591479170272446,0.4217883392075883
